Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,50.83,0.79,16.26%,169.85M,1.01%,6.80B,29.87,1.34,-9.01%,142.12M,4.16%,137.70M,3.20,0.28,92.49%,5.30%,34.90%,1.55B,4.38,27.64%,10.07%,4.69,31.89%,9.34,4.29,8.39%,4.94%,7.53M,36.79%,1.11,36.20,15.89%,8.52%,27.55,40.84,36.28%,0.33 (0.83%),25.19,18.47%,6.47%,-1.86%,1.15,0.33 (0.82%),1.71,0.20%,41.40%,45.48%,0.77,"Nov 20, 2024",2.70,28.10%,16.27%,60.77,1.85%,1.75%,2400,0.35,2.55%,8.87%,2.25,38.71,Yes / Yes,0.34,6.98%,45.61%,0.36,40.77,0.95%,5.82%,2.91%,Oct 29 AMC,1.61M,40.08,1.22%,6.10%,21.08%,"

","575,732",-1.69%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.33,7.50%,143.01M,0.50%,1.53B,17.19,0.58,-8.63%,142.03M,0.71%,-47.27M,-,0.12,72.24%,2.40%,16.34%,445.68M,3.43,71.21%,-3.98%,1.13,-0.40%,1.27,7.86,2.65%,-6.17%,3.41M,10.04%,3.54,2.82,15.00%,-31.02%,7.70,10.85,6.06%,-,-,9.40%,-7.99%,-8.11%,1.68,-,2.71,12.97%,68.16%,29.48%,0.06,-,2.71,60.38%,-6.31%,68.25,0.42%,0.39%,1618,2.12,7.33%,-10.61%,3.00,10.00,Yes / Yes,2.08,70.33%,-,0.62,9.98,2.46%,98.33%,6.80%,Aug 21 AMC,3.02M,9.97,0.53%,4.27%,7.59%,"

","1,882,165",-0.10%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,32.86,5.32,0.08%,451.55M,-1.11%,78.85B,27.37,6.38,-0.95%,450.80M,-0.29%,2.43B,3.54,1.38,94.80%,1.04%,-7.64%,9.15B,8.62,10.77%,-1.46%,2.11,-1.14%,11.59,15.08,8.35%,17.07%,4.69M,-2.72%,3.80,46.00,9.29%,47.13%,144.80,201.92,-11.45%,1.70 (0.97%),34.16,11.57%,20.27%,-13.45%,0.88,1.73 (0.99%),2.27,8.05%,68.49%,20.70%,3.80,"Oct 31, 2024",3.69,8.09%,36.45%,42.45,1.98%,2.26%,14100,1.29,9.33%,26.55%,1.43,222.36,Yes / Yes,1.29,16.43%,30.71%,1.10,175.32,4.34%,8.49%,11.02%,Nov 04 BMO,2.22M,174.77,-0.69%,-4.38%,-1.65%,"

","2,441,640",-0.31%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.05,1.43,0.86%,598.04M,-2.97%,11.15B,10.17,1.83,0.00%,592.88M,-18.85%,1.20B,1.12,0.45,28.52%,2.72%,-13.58%,5.83B,1.91,11.80%,-12.05%,5.22,-21.84%,10.74,1.74,12.31%,9.47%,16.12M,-12.86%,5.47,3.41,11.68%,14.45%,15.90,27.50,-12.41%,0.66 (3.57%),-,13.37%,13.77%,-32.22%,-0.14,0.97 (5.20%),0.94,15.78%,31.29%,17.27%,0.59,"Sep 10, 2024",0.96,-2.64%,24.78%,24.94,1.69%,2.58%,23554,0.30,8.68%,20.51%,1.27,27.20,Yes / Yes,0.01,3.34%,40.76%,0.59,18.66,1.13%,0.45%,17.70%,Nov 19 AMC,3.09M,18.64,-7.24%,-18.72%,-13.55%,"

","1,826,893",-0.11%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.24,38.31%,153.43M,0.32%,31.55B,57.84,3.55,-0.15%,94.65M,10.00%,-36.27M,-,0.69,48.86%,4.06%,31.15%,2.30B,13.72,-6.33%,4.49%,2.08,14.91%,8.36,24.61,18.97%,-0.87%,3.84M,3.37%,17.65,11.65,18.50%,-3.24%,153.45,259.61,-7.20%,-,47.34,-10.72%,-2.47%,-20.80%,0.83,-,1.04,48.57%,77.83%,33.99%,7.30,-,1.09,79.05%,-4.69%,55.26,3.96%,3.34%,7348,0.87,30.77%,-1.58%,1.76,225.26,Yes / Yes,0.03,65.17%,-,1.40,206.36,3.71%,22.75%,26.42%,Dec 02 AMC,1.84M,205.61,0.33%,7.10%,9.93%,"

","2,575,833",-0.36%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.53,13.59%,71.15M,-7.99%,238.03M,-,-2.93,-0.02%,61.58M,-11.64%,-179.28M,-,-0.79,89.82%,8.07%,12.84%,40.56M,5.87,45.10%,-6.15%,2.39,-69.86%,4.98,0.67,-19.28%,-34.60%,4.97M,-71.33%,5.49,0.61,-,-42.89%,2.66,18.07,-77.95%,-,-,-50.05%,-45.41%,-81.52%,1.84,-,7.29,-20.00%,96.77%,25.56%,0.30,-,7.29,45.45%,-515.94%,47.60,6.72%,9.30%,168,0.12,-,-442.02%,1.89,10.50,Yes / Yes,0.11,28.19%,-,0.41,3.39,-,38.39%,-,Nov 06,2.08M,3.34,-5.11%,0.32%,-54.47%,"

","847,924",-1.47%,ZNTL
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,27.83,3.00,14.68%,306.50M,-2.34%,25.55B,18.06,4.62,-1.49%,261.50M,7.22%,941.21M,4.06,1.30,57.64%,3.40%,24.08%,4.63B,5.52,-15.87%,-1.44%,2.77,32.09%,28.31,2.94,5.30%,9.41%,8.88M,21.30%,25.16,3.31,6.85%,11.70%,55.06,92.80,15.92%,-,14.81,-,10.80%,-10.17%,-0.02,-,4.50,95.81%,74.54%,51.40%,2.66,-,4.50,296.12%,17.93%,56.15,2.65%,3.07%,7420,0.01,2.87%,20.34%,2.49,90.76,Yes / Yes,0.00,44.84%,0.00%,0.68,83.65,1.23%,5.67%,3.59%,Nov 25 AMC,3.21M,83.36,0.54%,9.62%,26.23%,"

","2,169,103",-0.35%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.78,0.24%,108.14M,-0.46%,3.03B,-,-1.77,-20.95%,107.88M,-9.44%,-270.85M,-,-0.70,43.92%,4.53%,41.06%,355.75M,8.51,21.57%,-4.96%,5.02,47.37%,6.78,4.13,34.63%,-26.70%,4.89M,4.48%,6.62,4.23,-,-34.98%,13.48,36.60,2.45%,-,-,-16.93%,-40.20%,-23.50%,0.99,-,2.87,2095.12%,63.17%,107.72%,1.61,-,3.01,10.91%,-95.07%,49.52,4.49%,5.43%,2175,0.19,35.01%,-76.13%,1.36,50.19,Yes / Yes,0.01,40.53%,-,0.44,28.31,0.02%,94.89%,47.72%,Nov 12 BMO,973.09K,28.00,-0.56%,0.73%,35.61%,"

","427,348",-1.10%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.26,8.87%,128.32M,5.26%,461.95M,26.46,0.14,0.00%,116.94M,-8.98%,-41.45M,-,0.02,17.12%,0.02%,20.00%,1.23B,0.38,-25.04%,-0.26%,0.32,-66.60%,2.72,1.32,225.40%,-3.21%,0.02M,-,2.29,1.57,-,-7.35%,2.62,21.91,-77.93%,-,-,-,-9.02%,-83.57%,0.46,-,1.62,26.18%,17.54%,37.40%,0.25,-,1.81,72.88%,-3.55%,48.30,5.76%,6.76%,3476,0.23,1.40%,-3.38%,1.00,4.31,No / Yes,0.05,59.85%,-,0.63,3.53,-,50.00%,1.80%,Nov 22 BMO,75.34K,3.60,-2.31%,-2.21%,-53.54%,"

","47,344",1.98%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,269.58,0.03,28.77%,75.06M,-7.03%,813.87M,-,-0.18,-0.60%,69.59M,-10.91%,3.57M,-,-0.11,53.63%,5.19%,-8.56%,498.90M,1.63,-129.44%,1.69%,7.84,-12.13%,0.14,59.88,-35.01%,0.55%,3.61M,-36.85%,5.09,1.64,-,430.38%,7.21,15.35,-40.07%,-,12.13,-,0.63%,-45.73%,1.15,-,7.35,17.01%,89.13%,15.53%,0.43,-,7.35,-94.10%,5.24%,38.46,4.23%,5.32%,1000,40.75,-30.73%,0.72%,2.62,10.40,Yes / Yes,40.47,-111.35%,0.00%,1.55,8.25,4.27%,70.54%,-24.77%,Nov 06 AMC,460.39K,8.33,-10.53%,-11.54%,-15.38%,"

","713,571",0.97%,ZIP
