Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.98,3.69%,74.85M,2.57%,1.15B,-,-1.11,342.95%,72.94M,24.92%,887.73M,-,-0.29,101.02%,9.33%,20.56%,-73.68M,9.36,38.90%,14.70%,14.30,26.58%,122.87M,3.42,-11.81%,-15.95%,6.81M,3.76%,4.44,4.09,-2.56%,-19.89%,17.70 -14.18%,31.06%,3.72,-,26.71% 15.81%,-21.07%,9.03 68.22%,136.97%,-,-,41.95% 20.90%,89.52%,5.69%,4.80%,-53.15%,-,7.22,35.69%,-67.32%,0.66,-,-,7.69,95.94%,-59.96%,63.25,1.40,- -,7.69,106.06%,6.05%,1.48,22.06,-,0.06,153.21%,11.37%,1.07,15.05,286,0.05,Aug 07 AMC,15.40%,476.12K,15.19,"Apr 28, 2017",Yes / Yes,106.22% 182.52%,"

","508,845",0.93%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,46.10,1.01,11.56%,167.66M,2.87%,7.82B,29.67,1.57,-1.62%,148.22M,4.74%,8.17B,4.57,0.40,91.76%,2.84%,27.77%,174.00M,4.84,11.72%,-0.54%,4.30,31.88%,1.61B,5.00,9.97%,6.40%,4.22M,25.09%,9.33,38.72,10.08%,10.81%,46.60 0.13%,52.23%,1.20,27.77,32.18% -7.41%,8.26%,27.74 68.20%,69.18%,0.37 (0.78%),22.77,19.81% -5.41%,41.82%,2.18%,1.94%,218.37%,0.36 (0.77%),5.06,30.64%,16.77%,0.96,364.49%,"Aug 20, 2025",1.72,4.74%,10.78%,65.00,2.44,3.23% 0.62%,2.71,12.98%,2.57%,1.11,45.57,35.98%,0.36,7.89%,11.80%,0.95,46.03,2500,0.35,Jul 29 AMC,24.68%,981.50K,46.66,"Mar 29, 2012",Yes / Yes,17.06% 4.65%,"

","936,458",1.37%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,26.11,5.81,0.17%,443.95M,-2.97%,67.25B,21.98,6.91,-0.29%,442.41M,2.37%,72.61B,3.08,1.64,98.14%,1.49%,-10.82%,2.61B,7.17,7.24%,0.48%,2.18,-10.93%,9.38B,13.54,8.77%,18.24%,6.60M,-6.86%,11.21,46.87,8.49%,52.54%,200.33 -24.25%,-18.99%,3.24,30.31,8.55% 11.91%,25.07%,139.70 8.63%,-3.05%,1.99 (1.31%),18.13,5.98% 8.14%,70.03%,2.24%,1.83%,-5.22%,1.93 (1.27%),7.74,13.72%,37.51%,3.24,231.48%,"Jul 18, 2025",1.04,5.27%,27.83%,45.59,1.50,18.93% 21.14%,1.76,17.78%,-1.32%,0.92,195.36,32.86%,1.36,4.19%,-0.83%,1.09,153.32,13800,1.09,Aug 05 BMO,-6.13%,3.03M,151.75,"Feb 01, 2013",Yes / Yes,8.60% 2.10%,"

","3,312,971",-1.02%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,12.89,1.46,0.00%,593.65M,3.57%,11.19B,11.24,1.68,-,593.65M,-9.07%,10.21B,1.70,0.34,14.64%,2.24%,10.04%,1.21B,1.74,-1.62%,-15.30%,7.08,-6.31%,6.42B,1.68,13.60%,9.38%,13.30M,-3.58%,11.20,3.02,7.57%,13.98%,27.50 -31.45%,-13.01%,6.24,-,18.24% 8.45%,13.37%,16.34 15.36%,-26.70%,0.62 (3.27%),5.54,9.28% 13.97%,27.49%,1.87%,1.98%,-41.99%,0.70 (3.71%),1.59,2.41%,21.97%,0.48,-,"Sep 30, 2025",1.19,14.40%,18.81%,48.27,1.38,- -,1.21,-25.19%,-1.46%,-0.19,23.16,45.76%,0.29,10.45%,-1.34%,0.99,18.34,24471,0.01,Aug 19 AMC,-0.69%,1.88M,18.85,"Oct 27, 2016",Yes / Yes,-17.31% -2.87%,"

","1,867,117",2.78%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.27,37.22%,155.70M,1.64%,43.84B,64.06,4.40,-0.86%,97.74M,3.34%,42.07B,-,0.85,54.36%,6.10%,-7.07%,-41.48M,16.40,11.34%,-1.14%,3.09,34.89%,2.67B,24.29,20.37%,-0.75%,5.97M,56.09%,11.59,12.27,18.22%,-2.70%,318.46 -11.57%,79.21%,22.94,59.98,54.06% 21.31%,-1.17%,153.45 83.51%,76.84%,-,-,34.81% 44.03%,80.24%,3.68%,2.81%,96.46%,-,15.74,31.04%,-4.62%,8.29,-,-,1.18,23.31%,-1.55%,54.44,1.65,- -,1.94,-14.36%,2.85%,1.06,325.60,-,1.00,21.31%,-1.33%,0.95,274.20,7348,0.97,Sep 02 AMC,19.74%,1.93M,281.60,"Mar 16, 2018",Yes / Yes,11.25% 1.74%,"

","1,834,935",2.70%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,22.41,3.80,11.17%,267.28M,4.50%,25.46B,14.34,5.93,-0.58%,265.85M,18.83%,17.73B,5.52,1.44,63.78%,2.57%,5.89%,1.19B,5.36,5.55%,-0.32%,2.06,11.98%,4.75B,2.85,1.44%,11.03%,6.82M,4.25%,29.82,3.27,4.06%,13.60%,92.80 -8.32%,24.77%,26.02,13.80,-10.66% 106.45%,13.23%,64.41 32.09%,5.82%,-,15.07,4.40% 49.60%,76.38%,2.26%,2.67%,-73.83%,-,3.73,36.57%,20.43%,2.06,-,-,4.36,3.63%,24.99%,69.87,2.29,- -,4.36,66.82%,9.70%,0.77,91.62,0.00%,0.01,4.71%,11.93%,1.20,83.68,7412,0.00,Aug 21 AMC,8.16%,3.31M,85.08,"Apr 18, 2019",Yes / Yes,11.14% 1.58%,"

","3,983,509",1.67%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.05,2.08%,109.91M,-5.35%,3.49B,77.82,0.40,-19.29%,108.95M,-8.07%,2.85B,-,-0.25,37.56%,4.38%,-17.79%,-212.37M,8.15,43.25%,-1.76%,6.32,-13.98%,427.80M,4.35,127.28%,-19.74%,4.78M,19.63%,7.20,4.19,-,-28.39%,44.34 -29.34%,58.55%,7.48,-,29.99% -3.19%,-26.45%,19.16 63.56%,-32.20%,-,-,40.38% 98.40%,62.39%,4.78%,3.40%,-60.53%,-,6.65,33.33%,-57.71%,1.55,-,-,2.93,32.56%,-49.64%,40.28,1.29,- -,3.12,54.50%,-6.73%,1.08,53.24,-,0.24,9.81%,-10.88%,1.86,30.76,1869,0.01,Aug 07 BMO,-1.89%,756.18K,31.33,"Sep 20, 2017",Yes / Yes,-3.27% -11.98%,"

","1,408,671",1.85%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.84,-,253.10M,-2.62%,7.25B,13.96,2.05,-,-,-0.97%,10.74B,-,-0.23,4.42%,-,8.60%,-462.32M,0.58,56.24%,11.17%,1.11,-8.61%,12.55B,-,222.51%,-7.04%,0.59M,0.99%,-13.26,5.09,-,-,33.32 -13.98%,83.48%,5.63,-,5.46% -,-,15.12 89.55%,-,-,-,118.43% 118.66%,18.90%,1.86%,2.60%,-,-,0.86,62.51%,-4.64%,0.77,-,-,0.49,39.14%,-3.68%,45.42,1.00,- -,0.59,82.59%,-3.21%,0.11,35.59,-,-,37.06%,-0.08%,1.23,29.00,17439,-,Aug 14 BMO,8.35%,530.58K,28.66,"May 10, 2024",Yes / Yes,72.37% -0.14%,"

","652,231",-1.17%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.40,5.48,1.62%,147.60M,-1.71%,8.42B,9.73,5.86,-0.03%,145.24M,11.37%,-,1.36,1.46,79.15%,4.25%,15.71%,807.00M,1.69,15.11%,0.19%,4.38,13.70%,4.97B,1.29,2.84%,0.95%,6.17M,5.11%,44.24,-,7.63%,13.23%,63.22 -9.81%,20.58%,-,10.51,-9.99% 3.54%,10.37%,39.32 45.02%,3.62%,1.74 (3.05%),-,19.10% 8.98%,-,2.60%,2.11%,77.30%,1.74 (3.05%),-,32.07%,22.09%,1.31,97.16%,"Aug 14, 2025",-,2.64%,16.23%,58.60,2.84,4.85% 5.34%,0.13,27.04%,2.95%,0.93,61.70,33.52%,1.10,-1.04%,3.89%,1.23,56.52,9406,0.18,Jul 21 AMC,8.51%,1.41M,57.02,"Mar 17, 1980",Yes / Yes,24.68% 3.35%,"

","1,733,362",0.88%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.80,16.63,1.18%,120.46M,-1.69%,1.61B,-,-3.06,0.00%,119.04M,-16.01%,5.76B,-,1.05,52.81%,15.71%,-23.80%,2.00B,0.19,-83.79%,8.92%,3.36,-35.52%,8.58B,0.41,-205.79%,19.27%,18.70M,-37.68%,32.35,0.91,-,59.06%,29.00 -53.86%,-19.69%,14.72,0.50,-23.79% -,23.31%,11.03 21.25%,-61.46%,1.04 (7.81%),1.55,-7.73% 20.63%,32.33%,3.00%,4.09%,-,7.67 (57.36%),0.67,202.12%,28.74%,0.58,-,"Sep 02, 2025",1.11,43.57%,23.37%,31.96,4.29,16.67% -,1.20,-93.86%,-10.68%,1.67,13.54,22.25%,1.52,-15.36%,-14.04%,0.56,13.49,6700,1.21,Aug 20 BMO,-23.06%,5.57M,13.38,"Jan 28, 2021",Yes / Yes,-76.51% -5.63%,"

","3,100,686",-0.82%,ZIM
