Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,39.34,0.98,11.56%,168.52M,2.45%,6.47B,26.17,1.47,-57.96%,148.79M,6.45%,6.88B,5.06,0.36,92.68%,3.26%,14.05%,169.50M,4.09,4.98%,1.59%,6.47,-1.69%,1.58B,4.19,9.40%,6.29%,4.85M,3.14%,9.19,44.73,7.78%,10.49%,41.15 -6.51%,22.44%,0.86,24.89,32.18% -7.41%,8.11%,27.74 38.68%,25.88%,0.37 (0.95%),19.58,19.81% -5.41%,41.66%,2.02%,1.94%,160.15%,0.35 (0.91%),4.35,38.39%,16.67%,0.74,233.26%,"May 20, 2025",1.72,3.22%,10.72%,62.89,2.25,3.23% 0.62%,2.87,29.71%,3.07%,1.04,38.57,35.98%,0.36,4.01%,4.86%,1.09,37.83,2500,0.35,Jul 29 AMC,5.91%,750.20K,38.47,"Mar 29, 2012",Yes / Yes,6.90% 1.36%,"

","817,864",1.69%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,27.32,5.57,0.10%,446.04M,2.37%,67.73B,22.19,6.85,-0.65%,444.76M,-3.25%,72.75B,3.29,1.62,95.80%,1.77%,-0.12%,2.52B,7.29,5.40%,0.16%,2.56,-8.89%,9.29B,14.58,9.85%,17.70%,7.85M,-6.63%,10.44,39.35,8.31%,51.85%,200.33 -24.07%,-15.20%,3.87,29.69,8.55% 11.91%,25.04%,139.70 8.89%,-13.69%,1.99 (1.31%),18.53,5.98% 8.14%,69.48%,1.77%,2.00%,4.21%,1.93 (1.27%),7.83,7.23%,37.01%,3.22,218.24%,"Jul 18, 2025",1.04,6.32%,27.12%,42.40,1.55,18.93% 21.14%,1.74,7.88%,-1.61%,0.89,198.14,32.86%,1.45,1.37%,-4.88%,1.08,152.82,13800,1.16,Aug 05 BMO,-8.55%,3.07M,152.12,"Feb 01, 2013",Yes / Yes,5.00% 1.37%,"

","3,326,014",-0.46%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,12.92,1.57,0.86%,593.65M,6.90%,12.05B,11.57,1.75,0.00%,588.53M,13.73%,11.31B,1.43,0.40,20.72%,2.23%,6.79%,1.30B,1.92,4.75%,-9.45%,5.43,9.91%,6.26B,1.89,11.94%,10.29%,13.13M,3.79%,10.73,3.79,9.01%,15.68%,27.50 -26.22%,4.80%,5.35,-,18.24% 8.45%,15.06%,16.34 24.17%,-21.85%,0.67 (3.32%),5.86,9.28% 13.97%,29.66%,2.14%,1.94%,-42.63%,0.70 (3.45%),1.81,10.00%,24.06%,0.52,-,"Apr 10, 2025",1.02,13.41%,20.76%,71.28,1.43,- -,1.05,38.73%,9.17%,-0.17,22.42,45.76%,0.27,8.02%,12.99%,0.67,20.24,24471,0.01,May 20 AMC,3.30%,2.42M,20.29,"Oct 27, 2016",Yes / Yes,-15.96% -9.78%,"

","1,614,850",0.25%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.25,37.68%,155.70M,-0.88%,44.56B,78.28,3.66,-0.85%,97.04M,-8.27%,42.78B,-,0.80,55.13%,6.36%,36.19%,-38.78M,17.50,0.04%,9.64%,2.47,48.51%,2.55B,24.69,14.57%,-0.81%,6.18M,58.63%,11.59,14.82,11.75%,-2.68%,318.46 -10.13%,49.78%,19.30,64.47,41.55% -10.72%,-2.11%,153.45 86.50%,75.63%,-,-,47.68% 48.24%,77.33%,2.15%,2.59%,124.28%,-,16.80,49.20%,-4.59%,7.38,-,-,1.18,25.46%,-1.52%,42.47,1.67,- -,1.18,-121.43%,-3.99%,1.06,317.24,-,0.68,22.57%,-1.02%,0.40,284.30,7348,0.02,May 29 AMC,28.76%,2.50M,286.18,"Mar 16, 2018",Yes / Yes,11.64% 1.74%,"

","1,001,107",0.66%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,22.47,3.33,14.19%,261.11M,-0.04%,22.64B,13.18,5.68,-1.20%,259.62M,-2.35%,14.89B,8.64,1.38,62.93%,2.75%,-0.89%,1.05B,4.82,1.22%,0.20%,2.53,-6.49%,4.70B,2.55,1.24%,9.87%,7.14M,-8.32%,29.34,2.90,2.60%,12.19%,92.80 -19.38%,25.92%,25.82,13.30,-10.66% 106.45%,11.73%,55.06 35.89%,-30.13%,-,14.12,4.40% 49.60%,75.85%,1.73%,1.91%,-72.14%,-,3.17,24.11%,18.13%,1.42,-,-,4.48,2.98%,22.31%,41.85,2.34,- -,4.48,18.68%,-1.56%,0.68,90.58,0.00%,0.01,2.93%,-4.49%,0.68,75.63,7412,0.00,May 21 AMC,-4.68%,2.83M,74.82,"Apr 18, 2019",Yes / Yes,9.22% 0.72%,"

","1,929,558",-1.07%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.50,1.31%,110.59M,10.72%,4.11B,57.53,0.65,-24.47%,109.14M,0.57%,3.45B,-,-0.42,48.69%,3.65%,9.97%,-251.78M,9.84,47.84%,-2.03%,4.27,44.97%,417.94M,4.97,147.64%,-23.29%,3.98M,41.92%,7.48,4.80,-,-32.01%,44.34 -16.17%,91.70%,7.75,-,29.99% -3.19%,-30.59%,16.01 132.17%,-15.64%,-,-,40.38% 98.40%,63.45%,3.41%,3.22%,-55.98%,-,8.24,28.72%,-64.10%,1.65,-,-,3.09,43.59%,-60.24%,55.44,1.31,- -,3.26,18.43%,4.98%,1.03,54.76,-,0.24,22.19%,6.01%,0.68,37.77,1869,0.02,Aug 07 BMO,19.95%,931.54K,37.17,"Sep 20, 2017",Yes / Yes,92.78% -5.41%,"

","635,728",-1.59%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-2.84,-,253.10M,-1.46%,7.50B,15.04,1.97,-,-,12.58%,11.03B,-,-0.78,3.82%,-,45.46%,-710.26M,0.65,35.54%,-3.10%,1.21,17.02%,11.52B,-,180.11%,-11.48%,0.78M,4.40%,-12.89,5.49,-,-,33.32 -11.07%,59.04%,5.39,-,5.46% -,-,13.00 127.92%,-,-,-,118.43% 118.66%,17.93%,1.87%,2.48%,-,-,0.96,37.41%,-7.36%,0.71,-,-,0.45,43.08%,-6.16%,67.59,1.00,- -,0.59,66.34%,6.80%,0.14,35.46,-,-,47.60%,8.32%,0.31,29.66,17439,-,Aug 14 BMO,14.99%,641.53K,29.63,"May 10, 2024",Yes / Yes,-136.23% 19.27%,"

","199,080",-0.10%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.11,5.48,1.65%,147.60M,-2.50%,8.17B,9.51,5.82,-1.35%,145.13M,10.47%,-,1.35,1.45,78.68%,4.04%,22.39%,810.00M,1.64,14.16%,1.20%,4.10,-4.55%,4.97B,1.25,3.00%,0.95%,5.86M,2.08%,44.24,-,7.50%,13.28%,63.22 -12.40%,5.43%,-,8.36,-9.99% 3.54%,10.71%,39.32 40.84%,3.96%,1.74 (3.14%),-,19.10% 8.98%,-,2.75%,2.48%,72.95%,1.70 (3.07%),-,32.56%,22.09%,1.35,81.99%,"May 15, 2025",-,2.64%,16.29%,57.74,2.84,4.85% 5.34%,0.12,26.88%,0.09%,0.91,61.37,33.52%,1.07,-1.04%,8.20%,1.26,55.18,9406,0.15,Jul 21 AMC,5.85%,1.43M,55.38,"Mar 17, 1980",Yes / Yes,24.68% 3.35%,"

","1,806,946",0.36%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.86,19.53,1.18%,120.46M,8.07%,2.02B,-,-0.92,0.00%,119.04M,8.92%,5.59B,-,1.34,48.53%,20.75%,18.65%,2.35B,0.23,-78.32%,-9.19%,4.00,-1.93%,8.87B,0.51,-123.83%,23.04%,24.70M,-22.08%,32.86,0.87,-,72.40%,29.00 -42.31%,-4.90%,19.19,0.57,-23.79% -,27.51%,11.03 51.61%,-66.14%,1.28 (7.66%),1.40,-7.73% 20.63%,34.71%,2.87%,3.20%,-,7.62 (45.52%),0.63,192.29%,31.33%,0.59,-,"Jun 02, 2025",1.10,65.83%,26.52%,57.15,4.00,16.67% -,1.18,226.86%,4.68%,1.68,15.44,22.25%,1.49,28.46%,-0.32%,0.52,16.49,6700,1.16,May 19 BMO,-8.94%,6.17M,16.73,"Jan 28, 2021",Yes / Yes,30.79% 9.06%,"

","3,207,241",1.46%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,27.93,0.33,78.19%,252.58M,1.55%,3.73B,18.52,0.49,0.00%,55.08M,3.97%,4.57B,1.47,-,11.93%,6.93%,19.12%,83.40M,1.77,16.43%,-5.31%,2.97,3.04%,2.11B,2.44,20.49%,2.78%,3.82M,10.90%,3.76,12.31,18.96%,8.89%,11.52 -20.49%,-15.81%,0.74,19.26,- -,4.94%,6.05 51.40%,-14.87%,0.15 (1.62%),10.34,11.29% -,55.89%,2.42%,2.93%,-,0.14 (1.55%),2.17,-37.52%,9.45%,0.25,-,"Jul 07, 2025",0.80,2.26%,3.96%,56.12,2.43,15.87% -,1.41,-54950.00%,2.22%,0.74,8.87,42.68%,1.13,-,4.34%,0.53,9.19,7395,0.78,Jul 30 BMO,11.43%,1.28M,9.16,"Dec 20, 2021",Yes / Yes,-2.99% -4.68%,"

","678,809",-0.33%,ZGN
