Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.98,3.69%,74.85M,4.26%,1.13B,-,-1.03,342.96%,72.94M,10.51%,868.04M,-,-0.29,101.02%,9.33%,32.95%,-73.68M,9.20,39.87%,14.61%,14.96,7.72%,122.87M,3.37,-5.24%,-15.95%,6.81M,1.98%,4.44,4.02,-2.46%,-19.89%,17.70 -15.65%,31.08%,3.72,-,26.71% 15.81%,-21.07%,9.03 65.34%,133.28%,-,-,41.95% 20.90%,89.52%,3.74%,4.75%,-51.08%,-,7.06,35.69%,-67.32%,0.60,-,-,7.69,95.94%,-59.96%,64.80,1.44,- -,7.69,106.06%,10.10%,1.27,23.12,-,0.06,153.21%,11.83%,0.53,14.83,286,0.05,Aug 07 AMC,12.79%,455.15K,14.93,"Apr 28, 2017",Yes / Yes,106.22% 182.52%,"

","241,105",0.67%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,45.99,1.01,11.57%,167.66M,2.92%,7.80B,29.60,1.57,-1.51%,148.17M,21.64%,8.15B,4.56,0.40,91.69%,2.85%,28.41%,174.00M,4.83,11.72%,-0.61%,4.46,32.28%,1.61B,4.99,9.97%,6.40%,4.22M,24.80%,9.33,38.63,10.08%,10.81%,46.42 0.28%,44.21%,1.20,27.71,32.18% -7.41%,8.26%,27.74 67.81%,57.96%,0.37 (0.78%),22.72,19.81% -5.41%,41.82%,1.97%,2.36%,215.34%,0.36 (0.77%),5.05,30.64%,16.77%,0.95,342.44%,"Aug 20, 2025",1.72,4.74%,10.78%,69.71,2.44,3.23% 0.62%,2.71,12.98%,3.33%,1.09,45.57,35.98%,0.36,7.89%,15.30%,0.83,46.05,2500,0.35,Jul 29 AMC,25.14%,945.41K,46.55,"Mar 29, 2012",Yes / Yes,17.06% 4.65%,"

","782,866",1.09%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,26.73,5.81,0.18%,443.95M,-0.89%,68.86B,22.50,6.91,-0.27%,442.41M,2.89%,74.21B,3.15,1.64,97.98%,1.49%,-6.06%,2.61B,7.34,7.24%,0.81%,2.09,-5.83%,9.38B,13.86,8.77%,18.24%,6.60M,-4.64%,11.21,47.98,8.49%,52.54%,200.33 -22.44%,-14.11%,3.24,31.03,8.55% 11.91%,25.07%,139.70 11.22%,-5.86%,1.99 (1.28%),18.53,5.98% 8.14%,70.03%,1.48%,2.28%,-2.00%,1.93 (1.24%),7.91,13.72%,37.51%,3.15,224.30%,"Jul 18, 2025",1.04,5.27%,27.83%,55.23,1.57,18.93% 21.14%,1.76,17.78%,2.42%,0.89,195.36,32.86%,1.36,4.19%,1.17%,0.60,154.79,13800,1.09,Aug 05 BMO,-4.34%,3.15M,155.37,"Feb 01, 2013",Yes / Yes,8.60% 2.10%,"

","1,889,170",0.37%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,12.86,1.46,0.00%,593.65M,-3.74%,11.16B,11.23,1.67,-,593.65M,-4.57%,10.18B,1.68,0.34,14.65%,2.24%,7.24%,1.21B,1.74,-1.78%,-16.77%,6.27,-3.74%,6.42B,1.68,13.95%,9.38%,13.30M,-3.84%,11.20,3.01,7.66%,13.98%,27.50 -31.64%,-8.65%,6.24,-,18.24% 8.45%,13.37%,16.34 15.06%,-30.01%,0.62 (3.28%),5.53,9.28% 13.97%,27.49%,2.46%,2.12%,-39.23%,0.70 (3.72%),1.59,2.41%,21.97%,0.53,-,"Sep 30, 2025",1.19,14.40%,18.81%,41.58,1.43,- -,1.21,-25.19%,-5.06%,-0.14,23.56,45.76%,0.29,10.45%,-0.98%,0.96,19.17,24471,0.01,Aug 19 AMC,-1.51%,2.12M,18.80,"Oct 27, 2016",Yes / Yes,-17.31% -2.87%,"

","2,043,083",-1.93%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.25,37.22%,155.70M,-0.27%,42.52B,74.62,3.66,-0.86%,97.74M,-5.86%,40.74B,-,0.80,54.31%,6.10%,7.66%,-38.78M,16.69,0.04%,-0.92%,2.81,39.45%,2.55B,23.56,14.66%,-0.81%,5.97M,51.36%,11.59,14.15,11.75%,-2.68%,318.46 -14.25%,36.93%,19.30,61.52,41.55% -10.72%,-2.11%,153.45 77.95%,67.53%,-,-,47.68% 48.24%,77.33%,2.30%,2.83%,100.17%,-,16.00,49.20%,-4.59%,7.25,-,-,1.18,25.46%,-1.52%,44.60,1.69,- -,1.18,-121.43%,-0.96%,1.05,317.31,-,0.68,22.57%,-5.86%,0.48,267.68,7348,0.02,Sep 02 AMC,17.38%,2.12M,273.07,"Mar 16, 2018",Yes / Yes,11.64% 1.74%,"

","1,026,042",2.01%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,21.33,3.80,11.41%,267.28M,12.20%,24.23B,13.65,5.93,-1.04%,265.84M,8.66%,16.50B,5.25,1.44,65.01%,2.57%,1.62%,1.19B,5.10,5.55%,0.15%,2.11,9.18%,4.75B,2.71,1.44%,11.03%,6.82M,-0.80%,29.82,3.11,4.06%,13.60%,92.80 -12.76%,15.43%,26.02,13.13,-10.66% 106.45%,13.23%,64.41 25.69%,-16.91%,-,14.02,4.40% 49.60%,76.38%,4.62%,2.78%,-72.15%,-,3.47,36.57%,20.43%,2.29,-,-,4.36,3.63%,24.99%,63.80,2.29,- -,4.36,66.82%,9.63%,0.57,91.62,0.00%,0.01,4.71%,7.60%,1.10,78.81,7412,0.00,Aug 21 AMC,2.90%,3.24M,80.96,"Apr 18, 2019",Yes / Yes,11.14% 1.58%,"

","3,571,820",2.73%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.05,2.08%,109.91M,-2.81%,3.62B,71.82,0.45,-22.78%,108.95M,-19.62%,2.98B,-,-0.25,37.10%,4.38%,7.53%,-212.37M,8.47,45.12%,-2.92%,5.98,-7.16%,427.80M,4.52,131.77%,-19.74%,4.78M,24.32%,7.20,4.35,-,-28.39%,44.34 -26.57%,80.69%,7.48,-,29.99% -3.19%,-26.45%,18.32 77.73%,-22.53%,-,-,40.38% 98.40%,62.39%,3.24%,3.16%,-59.29%,-,6.97,33.33%,-57.71%,1.52,-,-,2.93,32.56%,-49.64%,39.89,1.29,- -,3.12,54.50%,-8.25%,1.04,53.76,-,0.24,9.81%,-9.11%,0.82,34.28,1869,0.01,Aug 07 BMO,2.23%,798.64K,32.56,"Sep 20, 2017",Yes / Yes,-3.27% -11.98%,"

","656,714",-5.02%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.84,-,253.10M,-2.22%,7.46B,14.35,2.05,-,-,0.58%,10.95B,-,-0.23,4.32%,-,12.02%,-462.32M,0.59,56.09%,11.74%,1.25,17.09%,12.55B,-,222.51%,-7.04%,0.59M,3.81%,-13.26,5.23,-,-,33.32 -11.58%,73.29%,5.63,-,5.46% -,-,15.00 96.40%,-,-,-,118.43% 118.66%,18.90%,2.44%,2.71%,-,-,0.87,62.51%,-4.64%,0.82,-,-,0.49,39.14%,-3.68%,50.91,1.00,- -,0.59,82.59%,-0.01%,0.09,35.56,-,-,37.06%,4.12%,0.75,29.86,17439,-,Aug 14 BMO,11.93%,473.63K,29.46,"May 10, 2024",Yes / Yes,72.37% -0.14%,"

","353,023",-1.34%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.58,5.48,1.62%,147.60M,7.85%,8.56B,9.90,5.86,-0.03%,145.24M,5.90%,-,1.39,1.46,77.89%,4.25%,23.59%,807.00M,1.72,15.11%,0.35%,4.42,8.74%,4.97B,1.31,2.84%,0.95%,6.17M,6.91%,44.24,-,7.63%,13.23%,63.22 -8.26%,16.21%,-,10.69,-9.99% 3.54%,10.37%,39.32 47.51%,3.57%,1.74 (3.00%),-,19.10% 8.98%,-,2.23%,2.22%,80.52%,1.74 (3.00%),-,32.07%,22.09%,1.24,92.76%,"Aug 14, 2025",-,2.64%,16.23%,69.97,2.84,4.85% 5.34%,0.13,27.04%,8.29%,0.95,61.20,33.52%,1.10,-1.04%,7.91%,1.43,56.82,9406,0.18,Jul 21 AMC,10.24%,1.40M,58.00,"Mar 17, 1980",Yes / Yes,24.68% 3.35%,"

","2,000,797",2.08%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.85,16.63,1.18%,120.46M,-7.31%,1.71B,-,-2.96,0.00%,119.04M,-13.25%,5.86B,-,1.05,52.67%,15.71%,-16.71%,2.00B,0.20,-82.57%,9.23%,3.19,-34.82%,8.58B,0.44,-195.14%,19.27%,18.70M,-33.81%,32.35,0.97,-,59.06%,29.00 -51.00%,-26.76%,14.72,0.53,-23.79% -,23.31%,11.03 28.77%,-70.99%,1.04 (7.35%),1.58,-7.73% 20.63%,32.33%,3.84%,4.11%,-,7.62 (53.59%),0.68,202.12%,28.74%,0.69,-,"Sep 02, 2025",1.11,43.57%,23.37%,35.80,4.29,16.67% -,1.20,-93.86%,-9.76%,1.67,13.76,22.25%,1.52,-15.36%,-10.98%,0.57,14.47,6700,1.21,Aug 20 BMO,-19.97%,5.86M,14.21,"Jan 28, 2021",Yes / Yes,-76.51% -5.63%,"

","3,318,523",-1.80%,ZIM
