Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,45.70,0.71,16.04%,172.26M,2.61%,5.57B,24.80,1.30,-16.33%,145.00M,9.66%,124.20M,3.20,0.31,87.70%,2.98%,0.84%,1.53B,3.63,20.88%,5.97%,4.78,5.98%,9.34,3.45,10.87%,4.22%,4.32M,5.91%,0.91,35.44,14.28%,7.19%,25.09,34.58,9.62%,0.27 (0.84%),19.67,18.47%,5.80%,-6.77%,1.17,0.31 (0.96%),1.95,0.20%,39.86%,28.50%,0.77,"Aug 20, 2024",3.31,95.74%,15.14%,61.18,2.63%,2.43%,2400,0.33,8.34%,8.11%,2.25,35.43,Yes / Yes,0.33,52.74%,45.61%,0.97,32.23,-1.45%,5.16%,0.46%,Jul 30 AMC,904.93K,32.24,5.73%,4.96%,6.25%,"

","880,896",0.03%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.44,7.81%,137.79M,-4.54%,1.34B,17.52,0.52,-8.58%,136.53M,-8.86%,-62.61M,-,0.10,74.89%,5.11%,-9.68%,438.33M,3.06,29.29%,-0.36%,5.88,-4.64%,0.94,9.62,21.09%,-8.44%,6.97M,-17.05%,3.69,2.45,-,-51.53%,7.05,11.80,-3.72%,-,-,9.40%,-11.66%,-23.31%,1.72,-,2.50,12.97%,67.51%,28.37%,0.30,-,2.50,50.48%,-8.58%,43.31,3.60%,3.01%,1618,2.90,7.97%,-14.28%,1.86,12.00,Yes / Yes,2.85,34.02%,-,0.43,9.12,0.88%,61.76%,6.47%,May 22 AMC,1.19M,9.05,-2.37%,-5.54%,1.28%,"

","510,547",-0.77%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,35.05,5.19,0.08%,458.37M,1.37%,82.97B,28.43,6.40,-5.28%,455.91M,4.89%,2.39B,3.68,1.49,97.50%,1.16%,13.86%,8.73B,9.50,8.42%,0.02%,2.22,-5.67%,11.07,16.43,10.88%,17.02%,5.30M,-4.25%,4.33,42.01,9.53%,50.06%,144.80,201.92,-7.87%,1.74 (0.96%),47.41,11.57%,20.26%,-9.95%,0.86,1.67 (0.92%),1.94,8.05%,68.34%,25.57%,4.04,"Jul 18, 2024",3.33,17.17%,35.97%,60.38,2.50%,2.05%,14100,1.34,7.91%,27.38%,1.22,216.79,Yes / Yes,1.33,9.89%,30.71%,0.95,181.83,1.70%,2.54%,9.50%,Aug 06 BMO,2.39M,181.83,2.13%,4.03%,2.70%,"

","2,270,411",0.00%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.04,1.43,1.10%,606.77M,-3.72%,11.19B,9.45,1.97,0.00%,593.93M,-10.17%,1.19B,0.87,0.43,41.33%,3.21%,-12.65%,5.52B,2.03,13.82%,3.63%,6.24,10.62%,9.92,1.88,18.50%,9.82%,19.08M,-33.40%,4.58,4.07,15.01%,15.03%,15.90,27.89,-12.41%,0.70 (3.77%),-,13.37%,13.12%,-33.15%,-0.11,0.62 (3.33%),1.11,15.78%,31.20%,17.27%,0.58,"Apr 09, 2024",1.15,7.93%,24.81%,33.81,2.49%,2.32%,23554,0.27,3.63%,21.49%,1.20,29.34,Yes / Yes,0.13,-18.31%,0.00%,0.47,19.13,7.20%,-22.68%,4.72%,May 15 AMC,3.06M,18.64,-6.74%,-14.56%,-11.34%,"

","1,438,843",-2.56%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.50,38.66%,147.17M,-7.49%,26.72B,53.10,3.33,-0.14%,92.72M,-8.03%,-73.50M,-,0.70,47.10%,4.81%,-1.28%,2.03B,13.16,68.40%,5.55%,2.05,-27.87%,7.22,24.46,10.42%,-1.99%,4.46M,12.23%,14.82,11.93,26.82%,-8.68%,131.59,259.61,-20.22%,-,48.58,-17.41%,-3.23%,-31.92%,0.85,-,1.67,53.60%,77.75%,34.32%,6.98,-,1.67,73.33%,-6.90%,35.57,3.97%,3.64%,5962,1.13,37.16%,-3.62%,1.60,231.17,Yes / Yes,1.08,139.17%,-,0.53,181.15,3.19%,33.96%,32.09%,May 30 AMC,2.17M,176.75,-8.82%,-4.04%,-10.00%,"

","1,150,980",-2.43%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-3.36,12.49%,70.77M,-2.14%,292.56M,-,-3.63,-0.47%,62.14M,0.73%,-218.90M,-,-0.84,113.63%,16.77%,-63.92%,40.56M,7.21,40.00%,-0.93%,7.35,-68.69%,6.46,0.64,-35.33%,-41.82%,10.42M,-84.59%,6.89,0.60,-,-51.86%,3.27,29.03,-72.81%,-,-,-50.05%,-43.66%,-85.81%,1.70,-,9.19,-20.00%,96.66%,25.99%,0.48,-,9.19,21.74%,-527.00%,37.87,7.79%,10.60%,168,0.10,-,-539.70%,2.27,10.70,Yes / Yes,0.09,113.26%,-,0.34,4.17,170.40%,118.25%,-,May 07 BMO,1.42M,4.12,1.50%,-42.62%,-65.74%,"

","484,112",-1.20%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,22.70,2.69,22.26%,260.90M,2.74%,18.88B,13.23,4.62,-0.41%,240.42M,3.14%,838.33M,15.14,1.21,58.28%,3.71%,-3.58%,4.56B,4.14,-15.87%,-0.53%,2.81,-11.43%,26.83,2.28,5.30%,8.90%,8.91M,-16.46%,23.88,2.56,1.50%,11.31%,55.63,75.90,-15.10%,-,11.48,-,10.05%,-19.57%,-0.06,-,4.36,95.81%,74.87%,9.74%,1.26,-,4.36,19565.00%,17.35%,60.98,2.45%,1.99%,7420,0.01,3.13%,18.37%,2.57,74.61,Yes / Yes,0.00,1250.20%,0.00%,0.57,60.32,1.35%,13.52%,3.25%,May 20 AMC,3.17M,61.05,4.38%,1.91%,-4.64%,"

","1,798,578",1.21%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.50,0.53%,99.12M,-5.26%,1.82B,-,-1.71,-14.58%,98.59M,6.00%,-338.95M,-,-0.71,43.95%,3.00%,13.96%,291.07M,6.26,18.24%,-2.03%,4.78,-19.15%,7.83,2.35,39.66%,-31.41%,2.96M,-41.66%,7.57,2.43,-,-38.44%,13.48,31.66,-32.78%,-,-,-16.93%,-44.04%,-41.98%,1.05,-,4.43,2095.12%,62.86%,36.28%,0.81,-,4.63,18.13%,-129.65%,48.73,3.68%,4.31%,2175,0.08,25.94%,-116.45%,1.17,51.46,Yes / Yes,0.01,-7.51%,-,0.56,18.79,15.83%,40.53%,38.78%,Aug 06 AMC,619.20K,18.37,1.16%,-1.36%,-13.62%,"

","345,680",-2.24%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.79,8.87%,127.44M,-10.66%,363.20M,4.57,0.62,0.00%,116.14M,-26.92%,-126.89M,-,0.00,0.91%,0.05%,-76.05%,1.20B,0.30,128.61%,-,0.34,-83.94%,2.82,1.01,2411.11%,-4.29%,0.06M,-,2.21,1.29,-,-9.63%,2.86,21.91,-82.53%,-,-,-,-27.40%,-86.99%,-,-,1.63,26.18%,16.84%,-0.35%,0.39,-,1.82,18.59%,-4.42%,27.38,8.72%,6.42%,3476,0.28,-3.00%,-10.53%,1.00,15.75,No / Yes,0.04,44.09%,-,0.31,2.91,-5.44%,-26.68%,-8.66%,May 21 BMO,163.67K,2.85,-19.05%,-53.89%,-78.15%,"

","51,456",-2.06%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,25.53,0.36,30.19%,76.17M,2.60%,900.74M,-,-0.14,-0.62%,69.32M,-0.22%,37.58M,2.48,-0.08,55.93%,4.78%,-13.12%,584.21M,1.54,-163.83%,-1.82%,5.99,-40.68%,0.13,71.18,52.56%,5.70%,3.31M,-49.72%,5.17,1.76,10.30%,855.40%,8.01,18.70,-34.75%,-,9.17,-,6.67%,-51.50%,1.19,-,6.58,17.01%,89.88%,13.23%,0.38,-,6.58,-27.43%,12.87%,52.02,5.34%,4.18%,1000,43.95,-32.16%,6.43%,2.62,11.70,Yes / Yes,43.55,-244.08%,0.00%,0.47,8.86,1.01%,-14.17%,-33.48%,Aug 07 AMC,553.00K,9.07,2.99%,-1.61%,-22.02%,"

","259,141",2.37%,ZIP
