Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.98,3.44%,74.85M,-3.59%,1.34B,-,-0.87,2.17%,73.13M,9.78%,1.08B,-,-0.29,102.21%,9.46%,31.80%,-73.68M,10.93,47.33%,0.64%,12.50,41.13%,122.87M,4.00,-2.26%,-15.95%,6.92M,21.17%,4.44,4.77,5.70%,-19.89%,19.50 -9.03%,35.01%,3.72,-,26.71% 15.81%,-21.07%,9.03 96.46%,172.92%,-,-,41.95% 20.90%,89.52%,3.92%,3.99%,-60.88%,-,8.80,35.69%,-67.32%,0.71,-,-,7.69,95.94%,-59.96%,58.00,1.18,- -,7.69,106.06%,1.11%,1.47,25.70,-,0.06,153.21%,9.71%,1.48,17.41,286,0.05,Nov 06 AMC,29.92%,553.62K,17.74,"Apr 28, 2017",Yes / Yes,106.22% 182.52%,"

","818,573",1.90%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,45.81,1.01,11.53%,167.66M,1.36%,7.77B,29.33,1.58,-1.72%,148.24M,0.50%,8.12B,4.54,0.40,91.51%,3.96%,20.67%,174.00M,4.81,11.78%,-0.90%,5.51,36.92%,1.61B,4.97,10.49%,6.40%,5.86M,24.29%,9.33,38.47,10.08%,10.81%,48.42 -4.25%,26.98%,1.20,27.59,32.18% -7.41%,8.26%,27.74 67.12%,88.30%,0.37 (0.79%),22.63,19.81% -5.41%,41.82%,1.95%,1.91%,190.63%,0.36 (0.78%),5.03,30.64%,16.77%,0.98,433.54%,"Aug 20, 2025",1.72,4.74%,10.78%,50.02,2.44,3.23% 0.62%,2.71,12.98%,-0.48%,1.15,47.43,35.98%,0.36,7.89%,0.10%,0.52,45.84,2500,0.35,Oct 28 AMC,19.66%,1.06M,46.36,"Mar 29, 2012",Yes / Yes,17.06% 4.65%,"

","548,187",1.13%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,25.11,5.81,0.17%,443.95M,1.31%,64.68B,21.14,6.90,-0.09%,442.43M,3.41%,70.03B,2.95,1.62,97.42%,1.80%,-3.19%,2.61B,6.89,7.24%,0.78%,2.67,-4.91%,9.38B,13.02,8.75%,18.24%,7.99M,-10.43%,11.21,45.07,8.51%,52.54%,188.25 -22.48%,-22.99%,3.24,29.15,8.55% 11.91%,25.07%,139.34 4.74%,-1.48%,1.99 (1.37%),17.48,5.98% 8.14%,70.03%,1.57%,1.80%,-8.78%,1.93 (1.32%),7.46,13.72%,37.51%,2.62,232.21%,"Oct 31, 2025",1.04,5.27%,27.83%,51.64,1.57,18.93% 21.14%,1.76,17.78%,0.96%,0.90,192.93,32.86%,1.36,4.19%,-1.49%,0.46,146.39,13800,1.09,Nov 04 BMO,-7.13%,2.99M,145.94,"Feb 01, 2013",Yes / Yes,8.60% 2.10%,"

","1,375,140",-0.31%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.14,1.46,0.00%,593.65M,1.21%,11.40B,11.36,1.69,-,593.65M,-0.16%,10.43B,1.67,0.35,14.67%,3.06%,-3.61%,1.21B,1.78,-0.79%,-9.14%,9.61,0.73%,6.42B,1.71,13.47%,9.38%,18.17M,-1.74%,11.20,3.08,7.87%,13.98%,24.86 -22.74%,-23.68%,6.24,-,18.24% 8.45%,13.37%,16.34 17.56%,-12.46%,0.62 (3.25%),5.66,9.28% 13.97%,27.49%,1.41%,2.11%,-31.17%,0.65 (3.38%),1.62,2.41%,21.97%,0.41,-,"Sep 30, 2025",1.19,14.40%,18.81%,54.74,1.44,- -,1.21,-25.19%,0.98%,-0.19,23.21,45.76%,0.29,10.45%,1.15%,0.24,19.15,24471,0.01,Aug 19 AMC,1.52%,1.89M,19.21,"Oct 27, 2016",Yes / Yes,-17.31% -2.87%,"

","448,714",0.31%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.27,37.22%,158.30M,7.58%,51.13B,73.56,4.39,-0.57%,99.39M,12.68%,49.36B,-,0.86,53.40%,5.71%,11.75%,-41.48M,19.13,11.37%,-1.00%,3.69,49.83%,2.67B,28.42,20.21%,-0.75%,5.67M,79.04%,11.37,14.31,18.02%,-2.70%,319.89 0.97%,73.51%,22.57,70.36,54.06% 21.31%,-1.17%,164.78 96.02%,117.11%,-,32258.39,34.81% 44.03%,76.82%,2.59%,3.08%,110.88%,-,18.46,31.04%,-4.48%,9.43,-,-,1.94,23.31%,-1.55%,65.75,1.62,- -,1.94,-14.36%,5.32%,1.05,326.07,-,1.00,21.31%,11.19%,0.69,318.77,7923,0.97,Sep 02 AMC,28.03%,1.54M,323.00,"Mar 16, 2018",Yes / Yes,11.25% 1.74%,"

","1,062,597",1.33%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,22.20,3.80,11.18%,267.28M,5.34%,25.22B,14.22,5.93,-1.04%,265.82M,0.35%,17.49B,5.32,1.44,64.70%,1.84%,11.79%,1.19B,5.31,5.55%,0.31%,1.57,10.85%,4.75B,2.83,1.35%,11.03%,4.90M,3.27%,29.82,3.24,4.17%,13.60%,92.80 -9.18%,16.70%,26.02,13.67,-10.66% 106.45%,13.23%,64.41 30.85%,10.42%,-,14.86,4.40% 49.60%,76.38%,2.33%,2.45%,-85.17%,-,3.68,36.57%,20.43%,1.99,-,-,4.36,3.63%,24.99%,59.09,2.26,- -,4.36,66.82%,3.64%,0.79,92.80,0.00%,0.01,4.71%,3.38%,0.90,82.79,7412,0.00,Aug 21 AMC,7.35%,3.12M,84.28,"Apr 18, 2019",Yes / Yes,11.14% 1.58%,"

","2,812,872",1.80%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.05,2.04%,109.91M,-6.96%,2.93B,92.32,0.29,-17.87%,109.00M,-16.79%,2.29B,-,-0.29,37.42%,4.49%,-31.97%,-212.37M,6.85,45.87%,-3.56%,7.08,-17.75%,427.80M,3.65,120.26%,-19.74%,4.90M,0.50%,7.20,3.52,-,-28.39%,44.34 -40.64%,-8.67%,7.48,-,30.02% -3.16%,-26.45%,23.82 10.50%,-2.55%,-,-,40.31% 98.33%,62.39%,4.01%,3.78%,-69.91%,-,5.35,33.47%,-57.71%,1.35,-,-,2.93,32.38%,-49.64%,29.79,1.27,- -,3.12,54.50%,-15.12%,1.09,53.14,-,0.24,9.81%,-17.80%,1.45,28.02,1869,0.01,Nov 06 BMO,-19.50%,691.65K,26.32,"Sep 20, 2017",Yes / Yes,-3.27% -11.98%,"

","1,004,655",-6.07%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.84,-,253.10M,5.64%,7.73B,14.60,2.07,-,-,3.61%,11.22B,-,-0.23,4.30%,-,2.06%,-462.32M,0.62,56.05%,0.91%,1.17,43.67%,12.55B,-,222.69%,-7.04%,0.64M,6.31%,-13.26,5.42,-,-,33.32 -9.45%,29.88%,5.56,-,5.46% -,-,17.91 68.45%,-,-,-,118.43% 118.66%,18.90%,1.59%,2.11%,-,-,0.89,62.51%,-4.64%,0.81,-,-,0.49,39.14%,-3.68%,54.61,1.00,- -,0.59,82.59%,1.80%,0.12,35.47,-,-,37.06%,1.96%,0.40,29.66,17439,-,Aug 14 BMO,11.76%,552.44K,30.17,"May 10, 2024",Yes / Yes,72.37% -0.14%,"

","220,805",1.72%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.50,5.59,1.54%,147.64M,6.94%,7.84B,8.82,6.02,-0.01%,145.36M,-7.30%,-,1.08,1.56,79.33%,4.07%,-4.06%,826.00M,1.59,16.70%,0.10%,3.25,18.45%,4.95B,1.15,4.26%,0.96%,5.92M,-2.09%,46.05,-,8.79%,12.75%,63.22 -15.98%,1.15%,-,9.79,-9.99% 3.54%,9.91%,39.32 35.08%,7.91%,1.76 (3.31%),-,19.10% 8.98%,-,3.12%,3.51%,75.76%,1.74 (3.28%),-,27.77%,22.37%,2.01,88.69%,"Aug 14, 2025",-,0.12%,16.70%,47.08,2.70,4.85% 5.34%,0.14,7.81%,-1.83%,0.96,61.95,33.52%,0.76,-2.03%,-4.60%,0.99,51.68,9406,0.21,Oct 20 AMC,1.66%,1.82M,53.12,"Mar 17, 1980",Yes / Yes,1.27% 2.13%,"

","1,807,892",2.78%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.82,16.63,1.18%,120.46M,2.01%,1.65B,-,-3.41,0.00%,119.04M,-2.56%,5.80B,-,0.84,53.59%,18.09%,-17.10%,2.00B,0.19,-83.48%,1.39%,4.48,-4.32%,8.58B,0.42,-215.75%,19.27%,21.53M,-36.10%,32.35,0.93,-,59.06%,29.00 -52.69%,-41.40%,14.72,0.51,-23.79% -,23.31%,11.03 24.33%,-39.33%,1.04 (7.62%),1.56,-7.73% 20.63%,32.33%,3.21%,3.54%,-,6.78 (49.42%),0.68,202.12%,28.74%,0.50,-,"Sep 02, 2025",1.11,43.57%,23.37%,50.01,3.78,16.67% -,1.20,-93.86%,1.72%,1.65,13.38,22.25%,1.52,-15.36%,-1.80%,0.44,13.78,6700,1.21,Aug 20 BMO,-15.01%,4.81M,13.72,"Jan 28, 2021",Yes / Yes,-76.51% -5.63%,"

","2,128,707",-0.44%,ZIM
