Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,3.30%,75.14M,-0.07%,2.01B,70.55,0.38,0.00%,72.92M,47.87%,1.78B,-,-0.47,99.50%,11.71%,75.71%,-63.43M,14.97,39.77%,-1.66%,7.61,111.83%,134.48M,6.31,138.77%,-14.34%,8.54M,82.31%,4.23,7.99,55.77%,-18.46%,28.49 -6.32%,91.33%,3.34,-,26.71% 15.81%,-18.90%,9.03 195.57%,245.73%,-,-,41.95% 20.90%,90.49%,4.89%,6.37%,-49.31%,-,13.23,43.93%,-52.51%,1.40,-,-,6.94,116.21%,-47.16%,68.64,1.15,- -,6.94,34.02%,15.12%,1.30,34.50,-,0.06,72.59%,33.51%,0.50,26.52,286,0.05,Nov 06 AMC,81.15%,1.12M,26.69,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","562,160",0.64%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,41.71,1.12,11.56%,167.47M,-1.76%,7.84B,28.43,1.65,-1.75%,148.00M,-2.66%,8.14B,3.43,0.34,93.86%,3.73%,0.43%,192.30M,4.73,17.49%,1.51%,6.11,28.31%,1.66B,4.93,9.60%,6.93%,5.53M,25.63%,9.50,30.15,12.16%,11.76%,50.03 -6.34%,16.22%,1.55,27.17,32.18% -7.41%,9.03%,27.74 68.93%,93.56%,0.37 (0.79%),22.28,19.81% -5.41%,41.36%,1.76%,2.36%,146.86%,0.38 (0.81%),4.90,42.07%,16.69%,1.09,354.79%,"Nov 20, 2025",1.83,6.88%,11.59%,49.05,2.25,3.23% 0.62%,2.78,44.39%,-0.14%,1.11,50.29,35.98%,0.35,11.07%,0.08%,0.98,46.92,2500,0.34,Oct 28 AMC,16.90%,904.15K,46.86,"Mar 29, 2012",Yes / Yes,8.64% 2.88%,"

","886,587",-0.13%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,19.99,5.93,0.18%,441.46M,-7.43%,52.29B,17.44,6.80,0.00%,439.89M,-1.53%,57.48B,2.59,1.40,96.84%,1.88%,-21.81%,2.65B,5.56,7.09%,-1.66%,2.15,-30.27%,9.40B,9.70,7.31%,17.96%,8.25M,-27.18%,12.23,25.09,7.71%,49.87%,181.85 -34.75%,-32.94%,4.73,23.34,8.55% 11.91%,20.92%,115.25 2.95%,-23.02%,1.99 (1.68%),14.28,5.98% 8.14%,70.29%,2.78%,2.50%,-26.02%,2.00 (1.69%),6.12,11.51%,37.63%,3.44,152.02%,"Oct 31, 2025",2.28,2.68%,28.21%,33.81,1.57,18.93% 21.14%,3.64,8.17%,-2.56%,0.97,166.00,32.86%,1.35,0.50%,-11.51%,1.11,120.41,13800,1.35,Nov 04 BMO,-21.50%,3.84M,118.65,"Feb 01, 2013",Yes / Yes,4.88% -0.41%,"

","4,270,788",-1.46%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.53,1.49,0.00%,591.63M,4.99%,12.83B,12.21,1.78,-,591.63M,14.77%,11.10B,1.60,0.44,11.46%,3.09%,15.01%,1.23B,1.95,5.03%,-1.89%,11.70,26.56%,6.59B,1.90,11.73%,9.42%,18.26M,10.90%,11.39,3.61,9.08%,13.83%,22.01 -1.50%,14.05%,6.01,-,18.24% 8.45%,13.37%,16.34 32.68%,-12.39%,0.67 (3.09%),6.18,9.28% 13.97%,26.00%,1.51%,2.05%,-20.78%,0.65 (3.00%),1.69,3.22%,20.42%,0.47,-,"Sep 30, 2025",1.34,12.89%,18.61%,77.41,1.48,- -,1.38,7.47%,9.62%,-0.20,23.46,45.76%,0.19,11.30%,12.25%,1.49,21.01,24471,0.01,Nov 19 AMC,14.17%,1.56M,21.68,"Oct 27, 2016",Yes / Yes,23.62% 0.50%,"

","2,325,911",3.19%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.26,36.06%,159.47M,-3.51%,38.70B,54.36,4.46,-0.50%,101.97M,-25.08%,37.21B,-,0.89,52.46%,5.43%,-13.82%,-41.04M,13.66,16.03%,-1.39%,3.37,-19.92%,2.83B,19.52,17.30%,-0.73%,5.54M,34.52%,12.43,11.65,18.37%,-2.41%,336.99 -27.99%,22.17%,20.83,45.67,54.06% 21.31%,-1.10%,164.78 47.28%,81.85%,-,1909.35,34.81% 44.03%,76.55%,2.23%,3.58%,55.81%,-,13.13,-8.83%,-4.14%,10.49,-,-,1.74,23.24%,-1.45%,27.04,1.57,- -,1.74,7.34%,-13.74%,1.01,328.81,-,0.93,25.50%,-19.06%,1.08,241.85,7923,0.89,Nov 25 AMC,-8.79%,1.64M,242.68,"Mar 16, 2018",Yes / Yes,12.10% 1.92%,"

","1,770,023",0.34%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,17.03,5.15,10.53%,266.35M,3.17%,25.95B,14.47,6.06,-1.97%,264.95M,4.88%,18.05B,3.93,1.49,68.73%,2.57%,3.02%,1.59B,5.40,7.73%,4.44%,2.32,9.09%,4.81B,2.80,1.52%,14.44%,6.81M,7.40%,31.27,3.26,4.33%,17.74%,91.04 -3.72%,6.08%,26.87,12.96,-10.66% 106.45%,17.11%,64.41 36.08%,16.20%,-,13.84,4.40% 49.60%,76.89%,2.52%,2.93%,-81.68%,-,3.76,72.42%,22.86%,2.58,-,-,4.36,3.85%,33.17%,62.47,2.26,- -,4.36,204.90%,5.16%,0.87,94.56,0.00%,0.01,4.44%,5.89%,0.77,86.58,7412,0.00,Nov 24 AMC,11.55%,2.94M,87.65,"Apr 18, 2019",Yes / Yes,5.65% 1.25%,"

","2,251,134",1.24%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-1.95,2.12%,110.59M,-4.46%,2.17B,-,-1.38,-10.56%,108.86M,-21.37%,1.57B,-,-0.29,28.56%,4.23%,-37.76%,-206.71M,4.91,40.80%,-1.19%,5.49,-48.83%,441.78M,2.84,10.65%,-19.28%,4.60M,-25.54%,6.87,2.65,-,-28.96%,44.34 -56.02%,-35.34%,7.35,-,30.02% -3.16%,-26.82%,19.40 0.50%,-49.43%,-,-,40.31% 98.33%,61.31%,2.58%,3.28%,-82.40%,-,3.56,30.16%,-51.59%,0.78,-,-,2.68,23.73%,-46.79%,25.48,1.55,- -,2.87,23.67%,-5.36%,0.82,43.56,-,0.29,12.75%,-24.60%,1.22,19.95,1869,0.01,Nov 06 BMO,-39.02%,838.73K,19.50,"Sep 20, 2017",Yes / Yes,-14.23% -18.07%,"

","1,019,397",-2.26%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.58,-,253.10M,-0.19%,6.75B,15.89,1.68,-,-,-3.05%,9.86B,-,-,7.35%,-,-6.98%,-403.43M,0.47,23.85%,4.87%,1.13,1.02%,14.40B,-,157.09%,-6.36%,0.47M,-6.06%,-13.78,5.48,-,-,33.32 -19.98%,9.89%,4.86,-,5.46% -,-,17.91 48.86%,-,-,-,118.43% 118.66%,19.49%,0.38%,0.88%,-,-,0.68,66.74%,-3.25%,0.33,-,-,0.45,49.32%,-2.80%,34.56,1.00,- -,0.57,36.90%,-1.65%,0.14,35.56,-,-,72.17%,-6.05%,0.57,26.79,17439,-,Nov 17 BMO,-2.12%,417.93K,26.66,"May 10, 2024",Yes / Yes,-88.61% -5.73%,"

","236,211",-0.49%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.92,5.59,1.51%,147.64M,4.17%,8.19B,9.14,6.07,-0.11%,145.41M,6.88%,-,1.12,1.56,80.73%,4.39%,-2.75%,823.00M,1.66,17.53%,1.75%,3.38,12.52%,4.95B,1.20,4.33%,0.96%,6.38M,2.21%,46.05,-,8.89%,12.71%,60.12 -7.78%,-6.46%,-,7.97,-9.99% 3.54%,9.59%,39.32 41.02%,7.01%,1.75 (3.16%),-,19.10% 8.98%,-,2.09%,2.56%,43.69%,1.76 (3.17%),-,27.30%,22.37%,1.36,84.28%,"Nov 13, 2025",-,0.12%,16.64%,63.85,2.63,4.85% 5.34%,0.16,7.93%,5.73%,0.84,62.00,33.52%,0.80,-2.03%,4.40%,0.75,55.73,9406,0.25,Oct 20 AMC,7.50%,1.89M,55.45,"Mar 17, 1980",Yes / Yes,1.27% 2.13%,"

","1,422,490",-0.50%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,2.41,8.32,1.18%,120.46M,-1.86%,2.41B,-,-3.30,0.00%,119.04M,32.56%,6.13B,-,-0.53,40.89%,21.35%,49.70%,1.00B,0.32,-84.29%,-11.31%,5.20,14.07%,7.59B,0.60,-217.88%,9.16%,25.41M,-6.71%,33.34,1.24,-,25.25%,23.61 -15.16%,2.46%,16.19,1.00,-23.79% -,11.79%,11.03 81.51%,-0.93%,1.10 (5.51%),2.21,-7.73% 20.63%,23.74%,4.88%,4.94%,-,4.28 (21.37%),0.81,-30.30%,19.63%,0.93,-,"Dec 01, 2025",1.22,1.63%,13.21%,71.14,3.57,16.67% -,1.30,-89.07%,13.32%,1.63,14.17,22.25%,1.41,-35.73%,29.88%,0.98,20.40,6700,1.12,Nov 20 BMO,25.82%,4.89M,20.03,"Jan 28, 2021",Yes / Yes,33.09% 2.34%,"

","4,811,272",-1.81%,ZIM
