Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-1.62,4.07%,68.96M,-19.66%,662.19M,-,-0.93,102.20%,67.30M,-23.13%,-122.70M,-,-0.68,98.07%,8.03%,-33.19%,76.30M,8.68,-3.28%,1.47%,9.07,-24.66%,4.87,1.94,44.43%,-23.51%,5.41M,0.85%,3.22,2.93,-1.14%,-30.54%,7.97,17.70,-35.52%,-,-,15.81%,-34.61%,-46.67%,1.29,-,3.40,273.04%,85.33%,18.44%,0.80,-,3.40,6.94%,-157.03%,25.81,10.97%,6.33%,286,0.05,0.38%,-160.80%,1.44,21.56,Yes / Yes,0.05,-53.94%,-,2.09,10.00,-31.34%,-211.87%,83.33%,Mar 05 AMC,595.91K,9.44,-20.21%,-27.03%,-25.37%,"

","1,243,003",-5.60%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,31.72,0.92,11.47%,170.31M,-4.79%,4.93B,19.79,1.48,-58.47%,149.44M,-11.09%,160.20M,4.23,0.29,90.71%,3.25%,-21.02%,1.57B,3.15,3.81%,-2.18%,4.58,-19.01%,9.32,3.13,11.01%,5.98%,4.86M,-10.24%,1.17,24.88,7.50%,9.96%,27.74,41.15,-21.74%,0.37 (1.27%),18.13,-7.41%,7.54%,-29.06%,1.06,0.34 (1.16%),1.81,0.51%,41.36%,5.23%,1.34,"Feb 20, 2025",2.91,44.23%,16.48%,31.92,7.02%,3.46%,2500,0.35,2.35%,10.23%,2.50,37.43,Yes / Yes,0.34,166.58%,35.98%,1.56,30.17,1.11%,14.78%,3.90%,Apr 22 AMC,1.06M,29.19,-9.89%,-15.40%,-16.46%,"

","1,654,321",-3.25%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,26.89,5.47,0.10%,448.47M,-7.90%,65.83B,21.69,6.78,-1.26%,447.34M,-9.08%,2.49B,3.31,1.42,95.78%,1.54%,-10.92%,9.26B,7.11,2.90%,-0.30%,2.21,-21.55%,10.64,13.82,11.25%,17.43%,6.90M,-12.05%,4.44,33.13,8.13%,50.91%,139.70,200.33,-9.78%,1.96 (1.33%),28.64,11.91%,24.46%,-26.62%,0.95,1.80 (1.22%),1.08,8.22%,69.10%,5.23%,6.17,"Apr 21, 2025",1.75,7.70%,36.65%,35.70,7.30%,3.28%,13800,1.42,8.33%,26.86%,1.50,206.15,Yes / Yes,1.13,12.87%,32.86%,1.13,153.55,0.86%,2.77%,4.70%,Feb 13 BMO,3.11M,147.00,-7.89%,-10.46%,-16.32%,"

","3,509,575",-4.27%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,11.93,1.48,0.86%,592.17M,-7.59%,10.46B,9.21,1.92,0.00%,587.06M,-7.97%,1.22B,0.86,0.42,25.37%,2.59%,-6.71%,6.15B,1.70,15.62%,-5.02%,5.44,-32.10%,10.74,1.64,13.37%,9.74%,15.23M,-13.77%,5.17,3.42,13.83%,14.45%,16.34,27.50,-9.67%,0.73 (4.14%),-,8.46%,14.32%,-35.78%,-0.11,0.70 (3.96%),1.04,14.25%,30.97%,8.08%,0.81,"Apr 10, 2025",1.07,-0.16%,24.90%,37.83,6.90%,3.49%,-,0.28,12.67%,19.90%,1.38,25.73,Yes / Yes,0.01,14.33%,45.74%,1.71,17.84,10.92%,-11.92%,21.51%,Mar 18 AMC,2.80M,17.66,-9.46%,-9.89%,-14.52%,"

","4,795,690",-1.01%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.10,37.92%,154.72M,1.64%,30.23B,54.76,3.57,-0.42%,96.06M,-1.23%,-15.53M,-,0.76,49.64%,7.26%,4.31%,2.42B,12.48,-3.38%,3.08%,3.30,10.42%,10.39,18.81,15.75%,-0.35%,6.98M,3.64%,18.62,10.49,10.32%,-1.21%,153.45,217.84,8.29%,-,43.51,-10.72%,-0.94%,-10.32%,1.15,-,1.15,48.57%,77.68%,27.31%,12.02,-,1.15,89.39%,-4.09%,48.79,9.75%,5.24%,7348,0.77,27.77%,-0.64%,1.67,238.44,Yes / Yes,0.03,73.68%,-,1.85,202.12,2.13%,13.49%,23.41%,Mar 05 AMC,2.11M,195.36,-2.23%,-2.94%,2.00%,"

","3,905,987",-3.34%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,21.74,3.20,14.60%,263.11M,-4.97%,21.25B,12.58,5.53,-2.77%,260.68M,-5.87%,1.01B,17.67,1.31,62.23%,2.41%,-12.88%,4.67B,4.55,-2.46%,6.97%,2.33,1.89%,29.22,2.38,2.41%,9.66%,6.29M,9.02%,25.57,2.72,1.23%,11.92%,55.06,92.80,-14.70%,-,11.75,106.45%,11.26%,-24.99%,0.80,-,4.46,78.74%,75.94%,26.43%,3.32,-,4.46,55.96%,19.00%,39.50,7.16%,3.54%,7412,0.01,3.05%,21.65%,2.32,91.18,Yes / Yes,0.00,21.68%,0.00%,1.10,71.83,0.80%,8.10%,3.29%,Feb 24 AMC,2.70M,69.61,-5.86%,-10.52%,-4.73%,"

","2,969,099",-3.09%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.60,0.94%,109.64M,-33.71%,2.67B,101.75,0.24,-15.90%,108.60M,-31.36%,-257.10M,-,-0.46,50.89%,6.74%,0.08%,398.99M,6.68,43.69%,9.69%,7.14,-2.09%,7.80,3.12,116.33%,-23.14%,7.32M,51.81%,8.02,3.03,-,-31.41%,13.48,39.77,-7.14%,-,-,-3.18%,-30.08%,-38.85%,1.09,-,3.38,118.89%,62.94%,80.42%,2.73,-,3.51,24.92%,-70.71%,26.64,13.99%,6.86%,1869,0.18,49.59%,-64.44%,1.29,53.83,Yes / Yes,0.02,18.42%,-,3.62,27.06,-0.24%,-22.87%,65.68%,Feb 27 BMO,1.03M,24.32,-29.40%,-25.55%,-5.60%,"

","3,717,829",-10.13%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-3.61,-,253.10M,-13.59%,5.18B,15.68,1.31,-,-,-33.59%,-891.82M,-,1.08,4.15%,-,-27.79%,10.55B,0.49,75.12%,71.63%,1.83,-21.26%,-6.35,-,240.69%,-21.49%,1.23M,-,4.85,4.22,-,-,13.00,33.32,-27.84%,-,-,-,-,-38.53%,-,-,0.48,146.49%,16.40%,57.54%,1.97,-,0.62,25.35%,-9.12%,34.46,12.00%,7.31%,17439,-,45.22%,-8.46%,1.00,39.31,Yes / Yes,-,67.77%,-,1.13,20.27,-0.44%,-71.34%,40.01%,Mar 20 BMO,675.14K,20.48,-17.33%,-20.64%,-10.26%,"

","765,867",1.04%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,8.57,4.96,1.60%,147.87M,-3.06%,6.27B,7.44,5.71,-2.22%,145.20M,-11.41%,730.00M,1.19,1.19,78.56%,3.30%,-22.60%,4.99B,1.25,6.87%,2.84%,2.62,-10.06%,40.97,1.04,7.95%,0.88%,4.80M,-2.39%,-,-,7.17%,13.15%,39.05,63.22,-21.71%,1.73 (4.07%),6.45,3.54%,9.98%,-32.82%,0.87,1.68 (3.96%),-,10.13%,-,8.76%,2.92,"Feb 13, 2025",0.35,13.79%,20.26%,35.51,10.98%,5.16%,9406,0.82,7.91%,14.62%,2.87,58.89,Yes / Yes,0.19,72.54%,33.52%,1.28,45.73,4.18%,6.00%,4.59%,Apr 21 AMC,1.83M,42.47,-11.01%,-17.38%,-17.49%,"

","2,351,536",-7.13%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.71,17.83,1.07%,120.42M,-6.60%,1.52B,-,-1.35,0.00%,119.17M,-34.98%,2.15B,-,1.88,52.75%,14.59%,-39.19%,8.43B,0.18,-91.34%,12.63%,2.55,-32.62%,33.52,0.38,-187.54%,21.76%,17.39M,26.20%,17.56,0.72,-,66.17%,9.38,29.00,-41.31%,0.69 (5.50%),0.49,-,24.69%,-56.55%,1.77,7.10 (56.32%),1.17,42.24%,32.89%,34.35%,1.39,"Mar 24, 2025",1.25,179.57%,29.52%,34.84,14.20%,7.56%,6700,1.49,63.25%,25.48%,4.00,16.07,Yes / Yes,1.15,477.65%,22.25%,0.95,13.45,6.89%,33.49%,79.84%,Mar 12 BMO,6.81M,12.60,-18.71%,-29.99%,-35.12%,"

","6,456,360",-6.32%,ZIM
