Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.98,3.44%,74.85M,1.88%,1.39B,-,-1.00,7.61%,73.13M,11.58%,1.13B,-,-0.29,102.22%,9.46%,28.49%,-73.68M,11.34,45.93%,0.64%,12.80,59.58%,122.87M,4.15,-14.64%,-15.95%,6.92M,25.68%,4.44,4.95,4.46%,-19.89%,19.50 -5.64%,32.14%,3.72,-,26.71% 15.81%,-21.07%,9.03 103.77%,263.64%,-,-,41.95% 20.90%,89.52%,4.84%,3.88%,-60.00%,-,9.20,35.69%,-67.32%,0.72,-,-,7.69,95.94%,-59.96%,71.71,1.18,- -,7.69,106.06%,7.04%,1.45,24.85,-,0.06,153.21%,17.18%,0.83,18.55,286,0.05,Nov 06 AMC,35.54%,540.55K,18.40,"Apr 28, 2017",Yes / Yes,106.22% 182.52%,"

","446,821",-0.81%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,45.19,1.01,11.53%,167.66M,0.35%,7.66B,28.93,1.58,-1.72%,148.24M,-4.59%,8.02B,4.48,0.40,91.63%,3.96%,23.66%,174.00M,4.75,11.82%,-0.90%,5.37,52.16%,1.61B,4.90,10.48%,6.40%,5.86M,22.63%,9.33,37.96,10.08%,10.81%,48.42 -5.53%,24.77%,1.20,27.23,32.18% -7.41%,8.26%,27.74 64.89%,90.74%,0.37 (0.80%),22.34,19.81% -5.41%,41.82%,2.24%,1.94%,177.67%,0.36 (0.79%),4.97,30.64%,16.77%,0.96,390.94%,"Aug 20, 2025",1.72,4.74%,10.78%,44.77,2.44,3.23% 0.62%,2.71,12.98%,-1.85%,1.15,47.43,35.98%,0.36,7.89%,-0.93%,1.32,45.92,2500,0.35,Oct 28 AMC,18.79%,1.09M,45.74,"Mar 29, 2012",Yes / Yes,17.06% 4.65%,"

","1,440,017",-0.39%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,24.79,5.81,0.18%,443.95M,2.09%,63.85B,20.86,6.91,-0.08%,442.41M,-2.07%,69.20B,2.91,1.62,97.75%,1.80%,-2.25%,2.61B,6.80,7.28%,0.78%,2.59,-3.10%,9.38B,12.85,8.75%,18.24%,7.99M,-11.58%,11.21,44.49,8.53%,52.54%,196.55 -26.71%,-25.12%,3.24,28.77,8.55% 11.91%,25.07%,139.34 3.39%,-1.23%,1.99 (1.38%),17.27,5.98% 8.14%,70.03%,1.83%,1.95%,-14.53%,1.93 (1.34%),7.37,13.72%,37.51%,2.79,236.59%,"Oct 31, 2025",1.04,5.27%,27.83%,46.44,1.57,18.93% 21.14%,1.76,17.78%,0.25%,0.90,194.14,32.86%,1.36,4.19%,-3.04%,1.09,143.26,13800,1.09,Nov 04 BMO,-8.58%,3.09M,144.06,"Feb 01, 2013",Yes / Yes,8.60% 2.10%,"

","3,380,633",0.56%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,12.98,1.46,0.00%,593.65M,2.32%,11.27B,11.22,1.69,-,593.65M,1.06%,10.29B,1.65,0.35,14.66%,3.06%,0.32%,1.21B,1.76,-0.78%,-9.14%,9.19,0.90%,6.42B,1.69,13.47%,9.38%,18.17M,-2.92%,11.20,3.04,7.87%,13.98%,25.70 -26.15%,-23.38%,6.24,-,18.24% 8.45%,13.37%,16.34 16.16%,-16.22%,0.62 (3.29%),5.59,9.28% 13.97%,27.49%,2.48%,2.35%,-35.24%,0.65 (3.42%),1.60,2.41%,21.97%,0.46,-,"Sep 30, 2025",1.19,14.40%,18.81%,50.14,1.44,- -,1.21,-25.19%,-0.06%,-0.18,23.17,45.76%,0.29,10.45%,-0.62%,0.80,18.98,24471,0.01,Aug 19 AMC,0.30%,1.98M,18.98,"Oct 27, 2016",Yes / Yes,-17.31% -2.87%,"

","1,577,959",0.00%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.27,37.20%,158.30M,-3.11%,47.53B,68.34,4.39,-0.56%,99.42M,3.14%,45.75B,-,0.86,53.35%,5.71%,4.10%,-41.48M,17.78,11.37%,-1.00%,3.59,49.31%,2.67B,26.42,20.27%,-0.75%,5.67M,66.43%,11.37,13.30,18.14%,-2.70%,319.89 -6.14%,53.85%,22.57,65.41,54.06% 21.31%,-1.17%,164.78 82.21%,103.38%,-,29904.57,34.81% 44.03%,76.82%,2.82%,3.07%,98.64%,-,17.12,31.04%,-4.48%,9.75,-,-,1.94,23.31%,-1.55%,52.11,1.60,- -,1.94,-14.36%,-0.15%,1.06,327.15,-,1.00,21.31%,4.81%,0.53,299.24,7923,0.97,Sep 02 AMC,20.56%,1.58M,300.25,"Mar 16, 2018",Yes / Yes,11.25% 1.74%,"

","836,188",0.34%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,21.08,3.80,11.19%,267.28M,-0.34%,23.95B,13.50,5.93,-0.57%,265.80M,-7.85%,16.21B,5.05,1.44,64.57%,1.84%,7.42%,1.19B,5.04,5.55%,0.31%,1.48,11.92%,4.75B,2.68,1.35%,11.03%,4.90M,-1.96%,29.82,3.07,4.17%,13.60%,92.80 -13.78%,16.94%,26.02,12.98,-10.66% 106.45%,13.23%,64.41 24.22%,6.37%,-,13.78,4.40% 49.60%,76.38%,2.22%,2.45%,-83.72%,-,3.41,36.57%,20.43%,1.95,-,-,4.36,3.63%,24.99%,45.75,2.26,- -,4.36,66.82%,-1.79%,0.79,92.80,0.00%,0.01,4.71%,-0.42%,0.80,79.83,7412,0.00,Aug 21 AMC,1.95%,3.31M,80.01,"Apr 18, 2019",Yes / Yes,11.14% 1.58%,"

","2,641,963",0.23%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.05,2.04%,109.91M,-6.45%,3.15B,86.81,0.33,-17.87%,109.00M,-14.27%,2.51B,-,-0.23,37.42%,4.49%,-18.38%,-212.37M,7.36,44.89%,-3.56%,6.73,-1.91%,427.80M,3.93,122.74%,-19.74%,4.90M,8.02%,7.20,3.78,-,-28.39%,44.34 -36.20%,14.12%,7.48,-,30.02% -3.16%,-26.45%,23.82 18.77%,-2.88%,-,-,40.31% 98.33%,62.39%,4.28%,3.52%,-69.24%,-,5.86,33.47%,-57.71%,1.40,-,-,2.93,32.38%,-49.64%,34.11,1.29,- -,3.12,54.50%,-11.57%,1.11,53.97,-,0.24,9.81%,-13.44%,1.30,28.84,1869,0.01,Nov 06 BMO,-13.30%,727.94K,28.29,"Sep 20, 2017",Yes / Yes,-3.27% -11.98%,"

","947,628",-1.91%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.84,-,253.10M,-0.49%,7.32B,13.82,2.07,-,-,-2.96%,10.81B,-,-0.23,4.29%,-,-1.48%,-462.32M,0.58,56.05%,0.91%,1.17,50.47%,12.55B,-,222.69%,-7.04%,0.64M,0.63%,-13.26,5.13,-,-,33.32 -14.28%,30.41%,5.56,-,5.46% -,-,17.91 59.46%,-,-,-,118.43% 118.66%,18.90%,2.16%,2.07%,-,-,0.86,62.51%,-4.64%,0.86,-,-,0.49,39.14%,-3.68%,44.29,1.00,- -,0.59,82.59%,-2.91%,0.18,35.47,-,-,37.06%,-3.31%,0.40,29.48,17439,-,Aug 14 BMO,5.98%,550.52K,28.56,"May 10, 2024",Yes / Yes,72.37% -0.14%,"

","221,379",-3.12%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.06,5.48,1.54%,147.60M,-5.12%,7.33B,8.49,5.85,-0.01%,145.34M,-16.03%,-,1.10,1.46,79.01%,4.08%,-12.23%,807.00M,1.48,14.07%,0.10%,3.61,12.17%,4.97B,1.12,3.63%,0.95%,5.92M,-8.44%,44.24,-,8.21%,13.23%,63.22 -21.43%,-1.64%,-,9.15,-9.99% 3.54%,10.37%,39.32 26.32%,2.54%,1.75 (3.52%),-,19.10% 8.98%,-,5.75%,3.36%,56.05%,1.74 (3.50%),-,32.07%,22.09%,2.13,75.45%,"Aug 14, 2025",-,2.64%,16.23%,35.48,2.70,4.85% 5.34%,0.13,27.04%,-10.27%,0.98,61.77,33.52%,1.10,-1.04%,-10.90%,5.47,46.93,9406,0.18,Oct 20 AMC,-5.05%,1.64M,49.67,"Mar 17, 1980",Yes / Yes,24.68% 3.35%,"

","8,957,976",5.84%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.81,16.63,1.18%,120.46M,8.12%,1.62B,-,-3.38,0.00%,119.04M,-11.51%,5.77B,-,0.83,52.74%,18.09%,-12.83%,2.00B,0.19,-83.52%,1.39%,4.41,-2.47%,8.58B,0.42,-215.13%,19.27%,21.53M,-37.35%,32.35,0.91,-,59.06%,29.00 -53.62%,-32.51%,14.72,0.50,-23.79% -,23.31%,11.03 21.88%,-43.32%,1.04 (7.77%),1.56,-7.73% 20.63%,32.33%,4.52%,3.43%,-,6.78 (50.41%),0.67,202.12%,28.74%,0.53,-,"Sep 02, 2025",1.11,43.57%,23.37%,46.42,3.78,16.67% -,1.20,-93.86%,-1.41%,1.65,13.38,22.25%,1.52,-15.36%,-5.96%,0.64,13.32,6700,1.21,Aug 20 BMO,-17.75%,4.88M,13.45,"Jan 28, 2021",Yes / Yes,-76.51% -5.63%,"

","3,142,613",0.98%,ZIM
