Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,46.16,0.71,16.40%,172.26M,0.80%,5.62B,25.07,1.30,-9.57%,144.38M,2.84%,124.20M,3.23,0.31,84.95%,3.21%,5.20%,1.53B,3.67,20.75%,5.97%,5.66,13.06%,9.34,3.49,10.89%,4.22%,4.63M,55.27%,0.91,35.79,14.28%,7.19%,21.00,34.58,10.71%,0.27 (0.83%),19.87,18.47%,5.80%,-5.84%,1.22,0.30 (0.92%),1.95,0.20%,39.86%,55.08%,0.70,"May 17, 2024",3.31,95.74%,15.14%,56.30,1.59%,2.23%,2400,0.33,8.34%,8.11%,2.25,35.29,Yes / Yes,0.33,52.74%,45.61%,0.80,32.55,1.18%,12.10%,0.46%,Apr 23 AMC,818.23K,32.56,1.92%,1.64%,9.27%,"

","655,088",0.03%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.49,7.69%,137.79M,-2.28%,1.50B,19.94,0.52,-8.75%,134.84M,22.70%,-68.19M,-,0.07,73.98%,5.00%,24.18%,431.66M,3.48,23.03%,-0.37%,3.85,30.16%,0.92,11.22,26.85%,-9.14%,6.74M,32.18%,3.52,2.92,-,-59.08%,7.05,12.12,9.26%,-,-,9.40%,-12.86%,-15.26%,1.73,-,2.37,12.97%,66.48%,45.67%,0.34,-,2.37,47.34%,-13.09%,61.58,2.51%,3.94%,1618,3.02,8.98%,-15.80%,1.67,11.50,Yes / Yes,2.97,39.06%,-,0.52,10.17,-0.10%,140.00%,7.40%,May 22 AMC,1.75M,10.27,3.92%,11.27%,15.94%,"

","909,498",0.98%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,32.55,5.19,0.08%,458.37M,0.25%,77.06B,26.41,6.39,-9.57%,455.94M,12.75%,2.39B,3.41,1.50,98.10%,1.13%,-7.97%,8.73B,8.82,8.56%,0.02%,1.38,-0.27%,11.07,15.26,10.70%,17.02%,5.17M,-8.03%,4.33,39.02,9.53%,50.06%,144.80,201.92,-14.44%,1.73 (1.03%),44.03,11.57%,20.26%,-16.37%,0.88,1.61 (0.96%),1.94,8.05%,68.34%,16.62%,4.56,"Apr 18, 2024",3.33,17.17%,35.97%,58.57,2.06%,2.79%,14100,1.34,7.91%,27.38%,1.42,215.63,Yes / Yes,1.33,9.89%,30.71%,0.55,167.91,1.70%,2.54%,9.50%,May 02 BMO,3.74M,168.87,6.26%,1.80%,-5.73%,"

","2,042,854",0.57%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.55,1.48,0.60%,606.77M,5.01%,12.92B,10.89,1.98,0.00%,595.01M,10.44%,1.23B,0.99,0.32,41.45%,3.04%,24.02%,5.46B,2.37,16.13%,3.55%,3.86,-10.53%,13.90,1.55,16.47%,10.37%,18.07M,-23.91%,4.82,4.47,14.70%,15.22%,15.90,30.05,1.41%,0.71 (3.28%),-,13.37%,13.00%,-28.19%,-0.09,0.62 (2.87%),1.30,15.78%,30.85%,35.77%,0.60,"Apr 09, 2024",1.34,23.33%,24.56%,57.26,2.39%,2.06%,23554,0.26,3.77%,22.58%,1.18,28.59,Yes / Yes,0.13,0.92%,0.00%,1.02,21.77,-2.59%,-0.99%,6.62%,May 15 AMC,4.68M,21.58,3.91%,3.41%,-1.26%,"

","4,797,112",-0.87%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.94,40.47%,147.17M,-0.04%,26.50B,53.84,3.28,-0.38%,89.20M,1.13%,-138.67M,-,0.65,46.82%,4.74%,-27.17%,1.90B,13.98,54.82%,5.60%,1.85,1.02%,6.40,27.62,18.51%,-3.98%,4.23M,54.66%,16.41,10.77,38.21%,-18.64%,114.50,259.61,-20.19%,-,52.92,-17.41%,-6.46%,-31.89%,0.86,-,1.90,53.60%,77.40%,54.43%,5.38,-,1.90,58.51%,-9.70%,46.61,3.00%,2.94%,5962,1.29,40.62%,-7.32%,1.48,260.85,Yes / Yes,1.24,51.94%,-,0.54,175.00,3.42%,30.99%,35.45%,May 30 AMC,2.29M,176.82,1.27%,-4.92%,-5.93%,"

","1,227,869",1.04%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-3.36,10.09%,70.77M,-5.20%,828.69M,-,-3.71,-0.45%,63.85M,-12.06%,-218.90M,-,-0.86,109.64%,27.41%,7.76%,40.56M,20.43,37.74%,-0.99%,21.66,18.60%,6.46,1.81,-33.39%,-41.82%,17.50M,-56.60%,6.89,1.69,-,-51.86%,9.56,31.46,-22.97%,-,-,-50.05%,-43.66%,-62.91%,1.83,-,9.19,-20.00%,96.66%,22.07%,0.99,-,9.19,21.74%,-527.00%,41.75,8.84%,7.31%,168,0.10,-,-539.70%,1.40,32.44,Yes / Yes,0.09,113.26%,-,0.62,11.75,170.40%,118.25%,-,May 07 BMO,808.14K,11.67,-2.89%,-13.64%,-28.72%,"

","504,707",-0.68%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,30.93,2.05,23.80%,260.90M,2.24%,19.72B,12.62,5.03,-0.36%,236.54M,5.46%,637.46M,20.62,1.19,57.61%,5.39%,-0.20%,4.53B,4.36,-5.51%,-0.54%,3.72,2.37%,26.07,2.44,2.23%,7.06%,12.76M,-0.25%,22.45,2.83,1.50%,8.96%,58.87,75.90,-11.65%,-,13.40,-,7.90%,-16.30%,-0.01,-,4.38,95.81%,74.72%,7.92%,1.42,-,4.38,516.13%,11.60%,56.04,2.06%,2.09%,7420,0.01,3.06%,14.08%,2.63,78.03,Yes / Yes,0.01,368.46%,0.00%,0.81,63.11,1.54%,23.91%,2.56%,May 20 AMC,3.43M,63.53,3.66%,-0.49%,-4.21%,"

","2,785,651",0.67%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.50,0.54%,98.72M,29.20%,2.13B,-,-1.32,-9.35%,98.19M,51.76%,-338.95M,-,-0.52,42.53%,4.44%,21.55%,291.07M,7.31,13.71%,-1.97%,6.57,-23.50%,7.83,2.75,55.92%,-31.41%,4.36M,-35.81%,7.61,2.83,-,-38.44%,13.48,37.92,-21.15%,-,-,-16.93%,-44.04%,-43.17%,1.19,-,4.43,2095.12%,62.86%,59.87%,1.16,-,4.63,18.13%,-129.65%,73.19,5.50%,4.85%,2175,0.08,25.94%,-116.45%,1.15,51.69,Yes / No,0.01,-7.51%,-,0.60,21.52,15.83%,40.53%,38.78%,May 08 AMC,663.44K,21.55,31.69%,27.72%,-6.31%,"

","397,876",0.14%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.85,8.87%,127.44M,-7.72%,1.52B,13.10,0.91,0.00%,116.14M,-16.32%,-136.80M,-,-0.06,0.63%,0.07%,-32.29%,1.23B,1.24,263.83%,-,1.72,-,2.82,4.24,539.46%,-4.29%,0.09M,-,2.35,5.08,-,-9.63%,11.25,21.91,-26.73%,-,-,-,-28.89%,-45.47%,-,-,1.56,26.18%,16.66%,6.22%,1.13,-,1.73,26.52%,-4.62%,40.19,8.61%,8.99%,3476,0.26,-0.20%,-11.13%,1.00,21.38,No / Yes,0.05,63.33%,-,0.50,12.21,-,-,6.47%,May 21 BMO,50.00K,11.95,-3.88%,-22.67%,-27.25%,"

","24,949",-2.13%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,27.98,0.36,30.23%,76.17M,-8.05%,987.14M,345.74,0.03,-0.98%,69.29M,-5.69%,37.58M,2.72,-0.07,51.09%,4.43%,-29.20%,584.21M,1.69,-145.11%,-1.82%,5.48,-15.55%,0.13,78.01,113.86%,5.70%,3.07M,-33.51%,5.17,1.92,10.30%,855.40%,9.07,19.29,-28.49%,-,10.05,-,6.67%,-48.47%,1.23,-,6.58,17.01%,89.88%,9.53%,0.45,-,6.58,-27.43%,12.87%,38.17,6.28%,3.72%,1000,43.95,-32.16%,6.43%,2.38,12.90,Yes / Yes,43.55,-244.08%,0.00%,1.52,9.81,1.01%,-18.04%,-33.48%,May 09 AMC,560.62K,9.94,-4.51%,-11.09%,-24.32%,"

","853,132",1.33%,ZIP
