Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,40.79,0.77,16.17%,172.26M,0.51%,5.38B,23.91,1.32,-14.82%,143.29M,2.87%,135.60M,2.61,0.32,87.15%,2.78%,-2.23%,1.54B,3.49,24.23%,6.04%,4.30,0.45%,9.32,3.38,9.34%,4.67%,3.99M,9.91%,0.95,33.09,15.65%,8.04%,25.09,34.58,7.11%,0.26 (0.84%),19.10,18.47%,6.37%,-8.91%,1.15,0.32 (1.02%),1.75,0.20%,40.45%,25.55%,0.73,"Aug 20, 2024",2.83,183.51%,15.70%,55.83,1.33%,2.44%,2400,0.34,0.50%,8.80%,2.25,36.00,Yes / Yes,0.33,34.01%,45.61%,0.45,31.56,0.70%,5.16%,2.18%,Jul 30 AMC,926.76K,31.50,1.51%,3.13%,2.52%,"

","412,809",-0.19%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.33,7.89%,137.79M,-2.19%,1.26B,14.98,0.57,-8.50%,136.53M,-8.02%,-47.27M,-,0.11,80.29%,4.99%,-13.89%,445.68M,2.82,70.20%,-0.36%,5.63,3.92%,0.94,9.03,0.89%,-6.17%,6.81M,-14.67%,3.67,2.31,-,-31.02%,7.05,10.85,-9.68%,-,-,9.40%,-7.99%,-21.75%,1.72,-,2.50,12.97%,72.44%,20.43%,0.38,-,2.71,60.38%,-6.51%,40.65,6.48%,3.99%,1618,2.12,7.33%,-10.61%,1.86,12.00,Yes / Yes,2.08,70.33%,-,4.25,8.50,2.46%,98.33%,6.80%,Aug 21 AMC,1.21M,8.49,-2.90%,-7.02%,-5.88%,"

","5,135,792",-0.12%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,35.67,5.11,0.26%,458.37M,-1.04%,82.53B,28.23,6.45,-0.27%,451.86M,1.40%,2.34B,3.73,1.46,97.13%,1.03%,5.88%,8.91B,9.26,9.41%,0.02%,2.14,-7.37%,10.94,16.65,10.88%,16.79%,4.65M,0.19%,3.47,52.43,9.57%,48.88%,144.80,201.92,-7.70%,1.71 (0.94%),39.24,11.57%,20.02%,-9.78%,0.88,1.67 (0.92%),2.09,8.05%,68.32%,25.81%,4.11,"Jul 18, 2024",3.45,7.38%,36.05%,50.47,1.29%,2.25%,14100,1.36,8.43%,26.29%,1.37,221.65,Yes / Yes,1.36,-5.60%,30.71%,0.52,182.90,2.10%,5.04%,8.30%,Aug 06 BMO,2.18M,182.17,-0.46%,2.17%,2.02%,"

","1,124,143",-0.40%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.82,1.42,0.94%,606.77M,6.50%,12.60B,10.42,2.01,0.00%,594.91M,8.03%,1.19B,0.99,0.40,37.52%,2.80%,-15.27%,5.61B,2.25,13.06%,3.59%,6.55,10.19%,10.31,2.03,19.88%,9.95%,16.63M,-11.10%,4.69,4.47,15.01%,14.81%,15.90,25.90,-1.41%,0.69 (3.27%),-,13.37%,12.68%,-19.00%,-0.10,0.62 (2.96%),1.22,15.78%,31.13%,31.99%,0.67,"Sep 10, 2024",1.26,-0.18%,24.65%,60.05,3.31%,3.19%,23554,0.30,3.60%,21.14%,1.27,28.77,Yes / Yes,0.12,-3.11%,0.00%,0.65,21.01,0.90%,2.93%,6.28%,Aug 21 BMO,2.54M,20.98,7.84%,3.30%,1.53%,"

","1,654,839",-0.14%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.50,38.73%,147.17M,3.91%,29.89B,59.43,3.33,-0.11%,92.60M,8.78%,-73.50M,-,0.70,47.75%,4.84%,13.56%,2.03B,14.73,68.40%,5.55%,2.13,-12.54%,7.22,27.38,10.40%,-1.99%,4.48M,39.38%,14.82,13.35,26.82%,-8.68%,139.20,259.61,-10.73%,-,54.36,-17.41%,-3.23%,-23.82%,0.81,-,1.67,52.19%,77.75%,42.08%,6.27,-,1.67,73.33%,-6.90%,64.33,2.40%,3.40%,5962,1.13,37.16%,-3.62%,1.60,230.91,Yes / Yes,1.08,139.17%,-,0.56,200.47,3.19%,33.96%,32.09%,Sep 03 AMC,2.10M,197.78,9.90%,6.12%,0.02%,"

","1,174,660",-1.34%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.75,13.82%,70.77M,-3.75%,219.02M,-,-3.56,-0.13%,61.28M,-28.54%,-194.65M,-,-0.89,100.10%,18.46%,-74.29%,40.56M,5.40,35.18%,-1.06%,7.67,-77.92%,5.38,0.57,-22.88%,-34.97%,11.31M,-87.84%,6.00,0.51,-,-42.98%,2.83,27.51,-79.67%,-,-,-50.05%,-45.92%,-88.80%,1.70,-,6.59,-20.00%,96.71%,8.83%,0.37,-,6.59,42.78%,-543.77%,37.23,9.84%,9.58%,168,0.12,-,-479.92%,2.27,9.90,Yes / Yes,0.11,32.87%,-,0.38,3.30,-,-47.48%,-,Aug 09 BMO,1.47M,3.08,-12.04%,-30.04%,-71.57%,"

","555,572",-6.67%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,24.35,2.79,15.12%,309.25M,17.61%,21.04B,12.95,5.25,-0.61%,262.48M,16.99%,875.37M,16.23,1.30,60.36%,2.96%,5.68%,4.59B,4.59,1.51%,-0.53%,2.54,9.53%,26.83,2.54,-0.66%,9.01%,7.77M,3.36%,24.32,2.80,1.50%,11.27%,55.06,75.90,-5.38%,-,12.23,-,10.22%,-10.36%,-0.07,-,4.36,95.81%,74.59%,23.57%,1.82,-,4.45,508.08%,17.80%,77.02,4.04%,2.71%,7420,0.00,2.76%,19.08%,2.54,74.09,Yes / Yes,0.00,17.69%,0.00%,7.23,60.23,1.20%,14.44%,2.09%,Aug 21 AMC,3.06M,68.04,17.03%,16.80%,6.83%,"

","22,111,932",12.97%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.07,0.64%,99.12M,5.41%,1.74B,-,-1.78,-13.55%,98.48M,-8.02%,-298.33M,-,-0.76,43.01%,4.22%,-12.95%,322.71M,5.39,14.08%,-2.10%,7.45,-12.60%,7.18,2.45,39.99%,-28.50%,4.16M,-26.48%,7.37,2.38,-,-36.46%,13.48,31.22,-35.78%,-,-,-16.93%,-42.02%,-43.79%,1.06,-,3.29,2095.12%,62.95%,30.19%,0.86,-,3.46,24.90%,-109.67%,50.37,3.33%,5.23%,2175,0.12,28.16%,-92.44%,1.13,50.47,Yes / Yes,0.01,34.35%,-,0.63,17.50,7.45%,-15.75%,45.95%,Aug 06 AMC,557.65K,17.55,0.13%,-2.51%,-15.04%,"

","352,433",0.29%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.79,8.90%,127.44M,18.01%,484.27M,6.03,0.63,0.00%,116.10M,29.25%,-126.89M,-,0.05,17.31%,0.04%,-62.34%,1.20B,0.40,128.40%,-,0.28,-79.34%,2.82,1.35,2411.11%,-4.29%,0.05M,-,2.21,1.72,-,-9.63%,2.62,21.91,-76.70%,-,-,-,-27.40%,-82.66%,-,-,1.63,26.18%,16.84%,45.04%,0.35,-,1.82,18.59%,-4.42%,59.62,13.88%,9.08%,3476,0.28,-3.00%,-10.53%,1.00,15.90,No / Yes,0.04,44.09%,-,0.49,3.80,-2.36%,-133.33%,-8.66%,Aug 22 BMO,170.37K,3.80,25.85%,3.70%,-68.45%,"

","84,185",0.00%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,31.40,0.29,36.09%,76.17M,8.82%,895.05M,-,-0.19,-0.51%,63.56M,6.50%,30.22M,-,-0.10,56.32%,4.74%,-9.26%,537.45M,1.67,-146.24%,-1.82%,5.54,-34.66%,0.25,36.58,11.02%,4.65%,3.01M,-44.83%,5.27,1.71,-,855.40%,7.21,16.80,-35.18%,-,10.30,-,5.26%,-46.37%,1.19,-,7.44,17.01%,89.51%,24.97%,0.48,-,7.44,-44.78%,11.55%,55.88,4.54%,6.12%,1000,22.71,-32.11%,5.62%,2.62,9.10,Yes / Yes,22.52,-50.07%,0.00%,1.14,8.98,5.30%,190.25%,-27.44%,Aug 07 AMC,543.39K,9.01,6.60%,3.43%,-21.13%,"

","622,170",0.33%,ZIP
