Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,43.22,0.71,16.25%,172.26M,-2.21%,5.27B,23.48,1.30,-14.11%,144.63M,-6.64%,124.20M,3.03,0.31,84.52%,3.27%,-7.30%,1.53B,3.44,20.75%,5.97%,5.79,2.42%,9.34,3.27,10.89%,4.22%,4.73M,16.78%,0.91,33.52,14.28%,7.19%,25.09,34.58,3.67%,0.27 (0.89%),18.61,18.47%,5.80%,-11.83%,1.17,0.31 (1.02%),1.95,0.20%,39.86%,21.52%,0.65,"May 17, 2024",3.31,95.74%,15.14%,43.09,1.70%,1.98%,2400,0.33,8.34%,8.11%,2.25,35.29,Yes / Yes,0.33,52.74%,45.61%,2.18,30.30,1.18%,12.06%,0.46%,Apr 23 AMC,817.06K,30.49,-1.29%,-3.50%,1.53%,"

","1,779,890",0.63%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.44,7.57%,137.79M,-4.50%,1.38B,18.03,0.52,-8.02%,136.89M,-8.70%,-62.61M,-,0.09,73.67%,5.14%,2.75%,438.33M,3.16,29.09%,-0.36%,4.50,3.89%,0.94,9.93,21.60%,-8.44%,7.03M,-16.31%,3.69,2.53,-,-51.53%,7.05,11.80,-0.64%,-,-,9.40%,-11.66%,-20.85%,1.70,-,2.50,12.97%,67.51%,32.48%,0.30,-,2.50,50.48%,-8.58%,40.29,2.00%,3.49%,1618,2.90,7.97%,-14.28%,1.67,12.33,Yes / Yes,2.85,34.02%,-,1.41,9.25,0.88%,61.76%,6.47%,May 22 AMC,1.56M,9.34,-4.56%,-4.60%,5.74%,"

","2,200,221",0.97%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,32.98,5.19,0.08%,458.37M,-0.13%,78.07B,26.77,6.39,-5.51%,455.93M,-0.98%,2.39B,3.46,1.49,95.60%,1.27%,1.65%,8.73B,8.94,8.42%,0.02%,1.80,-13.63%,11.07,15.46,10.82%,17.02%,5.80M,0.71%,4.33,39.53,9.53%,50.06%,144.80,201.92,-13.32%,1.74 (1.01%),44.61,11.57%,20.26%,-15.27%,0.86,1.61 (0.94%),1.94,8.05%,68.34%,18.16%,3.71,"Jul 18, 2024",3.33,17.17%,35.97%,49.64,1.94%,2.01%,14100,1.34,7.91%,27.38%,1.22,214.49,Yes / Yes,1.33,9.89%,30.71%,1.52,168.18,1.70%,2.54%,9.50%,May 02 BMO,3.21M,171.09,-0.87%,3.15%,-3.54%,"

","4,891,642",1.73%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.91,1.43,1.10%,606.77M,-5.12%,12.80B,10.86,1.96,0.00%,593.93M,-13.86%,1.19B,0.97,0.43,39.02%,3.38%,-1.62%,5.52B,2.32,13.58%,3.62%,4.80,6.92%,9.92,2.15,18.36%,9.82%,20.05M,-16.69%,4.58,4.65,15.40%,15.03%,15.90,28.04,0.19%,0.70 (3.29%),-,13.37%,13.12%,-23.97%,-0.11,0.62 (2.91%),1.11,15.78%,31.20%,34.13%,0.65,"Apr 09, 2024",1.15,7.93%,24.81%,36.03,2.19%,2.49%,23554,0.27,3.63%,21.49%,1.14,29.17,Yes / Yes,0.13,-18.31%,0.00%,0.56,21.45,5.91%,-23.59%,4.72%,May 15 AMC,4.18M,21.32,-8.50%,-3.19%,-1.13%,"

","2,327,383",-0.61%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.50,39.90%,147.17M,-0.83%,27.14B,53.88,3.33,-0.18%,90.84M,1.45%,-73.50M,-,0.70,47.31%,5.55%,-9.35%,2.03B,13.37,68.39%,5.55%,2.50,-19.86%,7.22,24.85,10.56%,-1.99%,5.04M,23.96%,14.82,12.12,26.82%,-8.68%,131.59,259.61,-18.96%,-,49.35,-17.41%,-3.23%,-30.84%,0.83,-,1.67,53.60%,77.75%,36.45%,6.23,-,1.67,73.33%,-6.90%,51.47,2.48%,3.78%,5962,1.13,37.16%,-3.62%,1.51,231.37,Yes / Yes,1.08,139.17%,-,1.58,178.58,3.19%,33.96%,32.09%,May 30 AMC,2.02M,179.55,2.20%,1.97%,-6.44%,"

","3,194,881",0.54%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-3.36,12.31%,70.77M,-50.11%,337.30M,-,-3.63,-0.48%,62.27M,-58.98%,-218.90M,-,-0.84,113.65%,28.13%,-65.35%,40.56M,8.32,40.00%,-0.93%,15.90,-66.67%,6.46,0.74,-35.33%,-41.82%,17.51M,-83.99%,6.89,0.69,-,-51.86%,3.93,30.53,-68.65%,-,-,-50.05%,-43.66%,-84.44%,1.71,-,9.19,-20.00%,96.66%,20.86%,1.08,-,9.19,21.74%,-527.00%,20.78,27.09%,12.03%,168,0.10,-,-539.70%,2.27,10.70,Yes / Yes,0.09,113.26%,-,3.98,5.25,170.40%,118.25%,-,May 07 BMO,1.10M,4.75,-53.53%,-58.38%,-66.90%,"

","4,384,924",-9.52%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,21.90,2.69,22.24%,260.90M,1.62%,18.21B,11.52,5.11,-0.34%,240.46M,-7.80%,838.33M,14.60,1.21,60.05%,3.78%,-11.51%,4.56B,3.99,-3.15%,-0.53%,2.98,-18.70%,26.83,2.19,1.29%,8.90%,9.10M,-12.03%,23.88,2.47,1.50%,11.31%,55.63,75.90,-18.12%,-,11.07,-,10.05%,-22.43%,-0.06,-,4.36,95.81%,74.87%,5.84%,1.54,-,4.36,19565.00%,17.35%,41.83,2.62%,2.47%,7420,0.01,3.13%,18.37%,2.57,75.05,Yes / Yes,0.00,1250.20%,0.00%,3.11,58.31,1.35%,13.52%,3.25%,May 20 AMC,3.05M,58.88,-3.47%,-4.28%,-10.03%,"

","9,499,422",0.98%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.50,0.54%,98.72M,-5.69%,1.83B,-,-1.61,-11.75%,98.19M,-7.20%,-338.95M,-,-0.71,43.72%,2.76%,7.65%,291.07M,6.30,17.87%,-2.14%,4.26,-39.27%,7.83,2.37,43.22%,-31.41%,2.71M,-27.94%,7.61,2.44,-,-38.44%,13.48,32.60,-32.05%,-,-,-16.93%,-44.04%,-43.04%,1.06,-,4.43,2095.12%,62.86%,37.76%,1.04,-,4.63,18.13%,-129.65%,48.17,4.60%,4.85%,2175,0.08,25.94%,-116.45%,1.17,52.28,Yes / Yes,0.01,-7.51%,-,1.06,18.00,15.83%,40.53%,38.78%,May 08 AMC,636.01K,18.57,-2.04%,4.57%,-16.26%,"

","671,700",3.17%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.79,8.87%,127.44M,-8.76%,477.90M,6.01,0.62,0.00%,116.14M,-64.85%,-126.89M,-,0.00,0.52%,0.07%,-80.78%,1.20B,0.40,128.64%,-,0.67,-75.81%,2.82,1.33,2411.11%,-4.29%,0.08M,-,2.21,1.70,-,-9.63%,3.19,21.91,-77.01%,-,-,-,-27.40%,-82.89%,-,-,1.63,26.18%,16.84%,17.55%,1.38,-,1.82,18.59%,-4.42%,28.65,13.96%,21.11%,3476,0.28,-3.00%,-10.53%,1.00,16.09,No / Yes,0.04,44.09%,-,1.25,3.90,-5.59%,-26.47%,-8.66%,May 21 BMO,124.51K,3.75,-55.94%,-65.87%,-74.93%,"

","155,278",-3.85%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,24.75,0.36,30.35%,76.17M,-7.67%,872.93M,-,-0.11,-0.63%,69.16M,-11.66%,37.58M,2.40,-0.07,51.15%,4.27%,-27.11%,584.21M,1.49,-160.13%,-1.82%,5.68,-38.49%,0.13,68.98,60.76%,5.70%,2.95M,-45.13%,5.17,1.70,10.30%,855.40%,8.27,19.29,-36.76%,-,8.89,-,6.67%,-54.43%,1.18,-,6.58,17.01%,89.88%,6.35%,0.34,-,6.58,-27.43%,12.87%,32.26,3.57%,3.16%,1000,43.95,-32.16%,6.43%,2.44,12.25,Yes / Yes,43.55,-244.08%,0.00%,1.43,8.63,1.01%,-15.68%,-33.48%,May 09 AMC,519.67K,8.79,-8.34%,-12.84%,-28.09%,"

","740,617",1.85%,ZIP
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.35,3.98,1.63%,148.15M,-0.22%,6.09B,8.87,4.65,-0.73%,145.25M,-6.34%,588.00M,-,1.09,77.44%,5.52%,-0.87%,4.75B,1.28,-0.80%,2.23%,4.87,-6.10%,36.50,1.13,7.73%,0.71%,8.02M,47.58%,-,-,-8.32%,11.33%,26.35,46.15,-5.97%,1.66 (4.03%),6.88,1.26%,8.96%,-10.62%,1.09,1.64 (3.98%),-,9.97%,-,56.52%,1.04,"May 15, 2024",0.12,-31.91%,16.98%,45.60,2.12%,2.31%,9679,0.97,28.04%,12.37%,3.00,45.45,Yes / Yes,0.13,-28.08%,37.74%,1.23,41.17,-0.10%,1.43%,11.63%,Apr 22 BMO,1.65M,41.25,-1.33%,-2.13%,4.90%,"

","2,032,307",0.19%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,-,-21.18,21.72%,120.29M,4.69%,2.36B,-,-3.41,0.00%,94.19M,7.67%,-2545.80M,-,0.46,30.04%,12.52%,100.92%,5.35B,0.44,104.40%,-12.67%,2.22,103.63%,21.12,0.93,-445.46%,-24.88%,11.79M,59.24%,11.91,1.65,-,-66.79%,6.39,23.82,99.09%,0.58 (2.96%),3.62,-,-40.25%,-17.51%,1.74,0.23 (1.17%),0.90,29.90%,-0.40%,207.51%,1.42,"Jun 04, 2024",0.98,-189.15%,-5.06%,53.37,4.51%,7.08%,6460,2.11,-47.65%,-47.59%,3.71,13.47,Yes / Yes,1.49,251.42%,-,0.71,20.16,4.06%,-23.50%,13.66%,May 21 BMO,5.32M,19.65,-2.81%,20.15%,65.41%,"

","3,782,221",-2.53%,ZIM
ZoomInfo Technologies Inc.,Technology,Software - Application,USA,NASD,-,62.58,0.20,22.50%,384.83M,1.24%,4.60B,11.39,1.08,-0.03%,289.80M,-5.75%,77.90M,6.51,0.23,73.22%,4.66%,-23.28%,1.25B,3.68,0.21%,-3.85%,2.59,-34.73%,5.33,2.30,6.62%,1.12%,13.52M,-48.73%,1.18,10.44,9.61%,3.60%,11.67,30.16,-33.53%,-,11.30,-,2.33%,-59.24%,1.05,-,1.11,56.47%,84.18%,5.31%,0.46,-,1.11,-21.95%,19.75%,43.38,3.04%,3.19%,3516,0.68,7.93%,6.24%,2.39,17.38,Yes / Yes,0.67,-63.85%,0.00%,4.09,12.07,0.43%,10.92%,3.13%,May 07 AMC,5.23M,12.29,-1.00%,-11.77%,-20.91%,"

","21,372,716",1.82%,ZI
Ermenegildo Zegna N.V.,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,-,22.76,0.52,76.35%,250.31M,-1.17%,2.97B,17.66,0.67,0.00%,59.20M,-7.57%,131.40M,2.15,-,16.85%,5.47%,-22.30%,2.06B,1.44,5.76%,-22.00%,5.00,1.28%,3.71,3.20,23.28%,4.65%,3.24M,0.08%,1.68,7.04,10.60%,15.90%,10.12,16.36,2.42%,0.17 (1.40%),12.56,-,8.35%,-27.57%,0.63,0.11 (0.92%),0.76,11.31%,55.00%,17.09%,0.31,"Jul 05, 2024",1.27,139.88%,11.77%,41.42,1.93%,2.44%,7201,1.19,31.13%,6.38%,2.43,14.10,Yes / Yes,0.70,-54950.00%,24.10%,0.46,11.82,0.16%,55.81%,-,Apr 05 BMO,648.67K,11.85,-3.20%,-3.02%,-5.51%,"

","300,390",0.25%,ZGN
Zillow Group Inc,Communication Services,Internet Content & Information,USA,NASD,-,-,-0.68,77.52%,55.28M,1.06%,11.24B,27.21,1.75,1.10%,53.10M,13.80%,-159.00M,-,0.24,19.84%,2.17%,-5.47%,2.00B,5.60,-6.53%,-0.41%,1.92,-16.44%,19.75,2.41,47.29%,-2.37%,1.15M,0.04%,12.36,3.85,12.00%,-3.46%,33.23,59.23,-16.13%,-,56.75,-2.24%,-2.76%,-19.69%,2.06,-,3.32,16.49%,77.46%,43.15%,1.51,-,3.32,-16.13%,-12.32%,66.61,2.89%,3.05%,6263,0.40,-16.32%,-7.93%,2.11,53.17,Yes / Yes,0.23,-4.48%,-,1.15,47.49,4.01%,20.07%,12.79%,May 01 AMC,599.17K,47.57,12.11%,12.19%,2.70%,"

","690,067",0.17%,ZG
