Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,37.14,0.98,11.57%,168.52M,2.11%,6.11B,24.71,1.47,-57.94%,148.79M,1.62%,6.52B,4.77,0.36,91.77%,3.56%,5.74%,169.50M,3.86,4.79%,1.13%,5.71,-2.58%,1.58B,3.95,9.60%,6.29%,5.29M,-2.63%,9.19,42.23,7.78%,10.49%,41.15 -11.74%,19.87%,0.86,23.49,32.18% -7.41%,8.11%,27.74 30.93%,38.36%,0.37 (1.01%),18.55,19.81% -5.41%,41.66%,1.06%,1.46%,143.37%,0.35 (0.96%),4.12,38.39%,16.67%,0.73,176.25%,"May 20, 2025",1.72,3.22%,10.72%,55.17,2.25,3.23% 0.62%,2.87,29.71%,0.59%,1.02,37.00,35.98%,0.36,4.01%,4.14%,0.95,36.10,2500,0.35,Apr 22 AMC,0.97%,926.14K,36.32,"Mar 29, 2012",Yes / Yes,6.90% 1.36%,"

","877,704",0.61%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,28.33,5.57,0.10%,446.04M,-4.02%,70.24B,23.13,6.82,-0.65%,444.77M,-2.59%,75.27B,3.48,1.62,95.99%,2.37%,-3.31%,2.52B,7.56,5.38%,0.35%,3.59,-5.53%,9.29B,15.12,9.35%,17.70%,10.54M,-3.17%,10.44,40.81,8.13%,51.85%,200.33 -21.24%,-6.19%,3.87,30.79,8.55% 11.91%,25.04%,139.70 12.93%,0.24%,1.99 (1.26%),19.17,5.98% 8.14%,69.48%,2.44%,1.69%,15.34%,1.86 (1.18%),8.11,7.23%,37.01%,3.93,217.38%,"Jul 18, 2025",1.04,6.32%,27.12%,41.89,1.58,18.93% 21.14%,1.74,7.88%,-4.36%,0.94,199.92,32.86%,1.45,1.37%,-1.09%,1.55,157.34,13800,1.16,May 06 BMO,-7.46%,2.93M,157.77,"Feb 01, 2013",Yes / Yes,5.00% 1.37%,"

","4,554,196",0.27%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,11.22,1.57,0.86%,593.65M,-0.51%,10.45B,9.68,1.82,0.00%,588.53M,4.14%,9.72B,1.02,0.40,22.11%,2.35%,-11.86%,1.30B,1.67,8.21%,-8.97%,5.00,-10.52%,6.26B,1.64,12.66%,10.29%,13.84M,-9.92%,10.73,3.29,10.97%,15.68%,27.50 -35.96%,-17.90%,5.35,-,18.24% 8.45%,15.06%,16.34 7.77%,-25.51%,0.68 (3.86%),5.03,9.28% 13.97%,29.66%,1.03%,1.89%,-51.28%,0.70 (3.98%),1.55,10.00%,24.06%,0.42,-,"Apr 10, 2025",1.02,13.41%,20.76%,49.83,1.38,- -,1.05,38.73%,1.32%,-0.18,23.42,45.76%,0.27,8.02%,-2.70%,0.39,17.36,24471,0.01,May 20 AMC,-12.61%,2.77M,17.61,"Oct 27, 2016",Yes / Yes,-15.96% -9.78%,"

","1,090,780",1.44%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.25,37.84%,155.70M,1.13%,48.03B,84.40,3.65,-0.85%,96.78M,22.01%,46.25B,-,0.80,54.87%,8.67%,46.98%,-38.78M,18.86,0.04%,9.94%,3.07,66.12%,2.55B,26.61,14.52%,-0.81%,8.39M,70.98%,11.59,15.98,11.75%,-2.68%,311.71 -1.04%,72.73%,19.30,69.49,41.55% -10.72%,-2.11%,153.45 101.02%,126.76%,-,-,47.68% 48.24%,77.33%,1.57%,2.57%,190.51%,-,18.16,49.20%,-4.59%,8.12,-,-,1.18,25.46%,-1.52%,75.81,1.68,- -,1.18,-121.43%,5.14%,1.09,312.77,-,0.68,22.57%,21.71%,0.77,310.46,7348,0.02,May 29 AMC,48.41%,2.73M,308.46,"Mar 16, 2018",Yes / Yes,11.64% 1.74%,"

","2,115,017",-0.64%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,22.96,3.33,14.19%,261.11M,-1.82%,23.13B,13.48,5.67,-1.69%,259.62M,-6.85%,15.38B,9.15,1.38,62.59%,3.18%,-2.24%,1.05B,4.92,1.20%,-0.42%,3.60,-6.83%,4.70B,2.61,1.17%,9.87%,8.27M,-6.32%,29.34,2.96,2.51%,12.19%,92.80 -17.62%,31.11%,25.82,13.59,-10.66% 106.45%,11.73%,55.06 38.85%,-27.94%,-,14.59,4.40% 49.60%,75.85%,0.78%,0.93%,-67.71%,-,3.27,24.11%,18.13%,1.51,-,-,4.48,2.98%,22.31%,37.68,2.36,- -,4.48,18.68%,-3.30%,0.69,90.37,0.00%,0.01,2.93%,-2.41%,1.58,77.27,7412,0.00,May 21 AMC,-1.46%,2.29M,76.45,"Apr 18, 2019",Yes / Yes,9.22% 0.72%,"

","3,632,986",-1.06%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.50,1.31%,110.59M,-7.51%,4.16B,88.05,0.43,-23.23%,109.14M,15.63%,3.49B,-,-0.40,50.52%,4.68%,5.35%,-252.07M,9.93,48.41%,-5.65%,4.19,43.71%,418.33M,5.03,131.82%,-23.32%,5.11M,43.49%,7.48,4.85,-,-32.05%,44.34 -15.25%,108.78%,7.75,-,30.00% -3.18%,-30.63%,16.01 134.73%,62.40%,-,-,40.35% 98.38%,63.45%,5.17%,5.15%,-50.38%,-,8.35,28.63%,-64.09%,1.95,-,-,3.09,43.72%,-60.26%,55.46,1.38,- -,3.26,18.43%,4.10%,0.96,52.18,-,0.24,22.19%,14.15%,0.64,36.01,1869,0.02,May 08 BMO,27.42%,1.22M,37.58,"Sep 20, 2017",Yes / Yes,92.78% -5.41%,"

","780,671",4.36%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-2.84,-,253.10M,1.34%,6.71B,12.21,2.17,-,-,-9.86%,10.23B,-,-0.86,4.01%,-,3.31%,-710.26M,0.58,61.84%,-2.40%,1.40,-2.21%,11.52B,-,249.48%,-11.48%,1.03M,-6.62%,-12.89,4.91,-,-,33.32 -20.46%,17.62%,5.39,-,5.46% -,-,13.00 103.85%,-,-,-,118.43% 118.66%,17.93%,1.07%,1.90%,-,-,0.89,37.41%,-7.36%,0.69,-,-,0.45,43.08%,-6.16%,52.72,1.00,- -,0.59,66.34%,0.45%,0.14,39.64,-,-,47.60%,5.97%,0.55,26.00,17439,-,May 15 BMO,6.96%,739.35K,26.50,"May 10, 2024",Yes / Yes,-136.23% 19.27%,"

","408,892",1.92%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.76,5.13,1.68%,147.57M,4.68%,7.39B,9.05,5.54,-1.33%,145.09M,6.67%,-,1.61,1.31,78.50%,3.87%,-1.44%,756.00M,1.48,5.18%,-2.11%,3.41,-5.70%,4.98B,1.18,6.33%,0.91%,5.62M,-7.67%,42.43,-,6.07%,13.06%,63.22 -20.77%,21.67%,-,7.57,-9.99% 3.54%,10.04%,39.32 27.39%,-3.10%,1.74 (3.47%),-,19.10% 8.98%,-,0.73%,1.69%,39.41%,1.70 (3.39%),-,28.90%,21.03%,1.23,55.27%,"May 15, 2025",-,4.84%,15.17%,60.63,2.88,4.85% 5.34%,0.15,18.40%,3.79%,0.86,52.20,33.52%,0.74,-0.83%,6.78%,0.60,49.47,9406,0.19,Apr 21 AMC,-2.52%,1.65M,50.09,"Mar 17, 1980",Yes / Yes,-4.71% -0.18%,"

","986,004",1.25%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.80,19.53,1.18%,120.46M,-13.37%,1.88B,-,-1.97,0.00%,119.04M,-14.65%,5.45B,-,1.22,48.42%,18.20%,-0.06%,2.35B,0.21,-81.90%,-8.44%,3.13,-14.23%,8.87B,0.48,-161.21%,23.04%,21.67M,-27.29%,32.86,0.81,-,72.40%,29.00 -46.17%,-19.50%,19.19,0.53,-23.79% -,27.51%,11.03 41.46%,-66.74%,1.09 (6.96%),1.37,-7.73% 20.63%,34.71%,3.97%,3.04%,-,7.61 (48.78%),0.61,192.29%,31.33%,0.87,-,"Jun 02, 2025",1.10,65.83%,26.52%,40.59,4.00,16.67% -,1.18,226.86%,-8.50%,1.74,15.36,22.25%,1.49,28.46%,-3.01%,1.11,16.40,6700,1.16,May 19 BMO,-16.90%,6.93M,15.61,"Jan 28, 2021",Yes / Yes,30.79% 9.06%,"

","7,714,762",-4.82%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,-,26.95,0.33,78.19%,252.58M,-2.21%,3.60B,17.84,0.50,0.00%,55.08M,4.25%,4.44B,1.42,-,11.93%,8.40%,20.93%,83.40M,1.71,20.80%,-5.02%,4.59,6.89%,2.11B,2.35,17.78%,2.78%,4.62M,7.02%,3.76,11.88,18.94%,8.89%,12.15 -27.24%,-25.21%,0.74,18.59,- -,4.94%,6.05 46.12%,-15.65%,0.15 (1.68%),10.04,11.29% -,55.89%,1.57%,1.44%,-,0.13 (1.46%),2.11,-37.52%,9.45%,0.26,-,"Jul 07, 2025",0.80,2.26%,3.96%,58.98,2.75,15.87% -,1.41,-54950.00%,1.80%,0.74,8.77,41.68%,1.13,-,7.48%,1.01,8.74,7395,0.78,Mar 27 BMO,7.04%,1.01M,8.84,"Dec 20, 2021",Yes / Yes,-2.99% -4.68%,"

","1,015,591",1.14%,ZGN
