Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,49.98,0.79,16.14%,172.26M,-1.25%,6.69B,29.36,1.34,-9.97%,142.32M,7.50%,137.70M,3.15,0.28,86.59%,5.49%,25.75%,1.55B,4.31,27.71%,8.78%,5.10,20.15%,9.34,4.22,8.38%,4.94%,7.81M,37.80%,1.11,35.60,15.89%,8.52%,27.55,40.64,34.00%,0.27 (0.67%),24.77,18.47%,6.47%,-3.03%,1.15,0.32 (0.81%),1.71,0.20%,41.40%,43.05%,0.92,"Nov 20, 2024",2.70,28.10%,16.27%,67.47,1.93%,2.20%,2400,0.35,2.55%,8.87%,2.25,38.71,Yes / Yes,0.34,6.98%,45.61%,0.54,39.33,0.95%,5.82%,2.91%,Oct 29 AMC,1.53M,39.41,5.10%,10.04%,21.29%,"

","820,497",0.20%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.33,7.68%,153.54M,-0.10%,1.52B,17.37,0.57,-6.74%,141.79M,8.20%,-47.27M,-,0.11,74.89%,2.69%,14.06%,445.68M,3.41,70.45%,5.73%,1.36,-4.72%,1.27,7.81,1.33%,-6.17%,3.81M,25.63%,3.54,2.80,15.00%,-31.02%,7.70,10.85,5.32%,-,-,9.40%,-7.99%,-8.76%,1.67,-,2.71,12.97%,68.16%,28.57%,0.10,-,2.71,60.38%,-6.31%,70.97,0.39%,0.68%,1618,2.12,7.33%,-10.61%,3.00,10.00,Yes / Yes,2.08,70.33%,-,0.77,9.89,2.46%,98.33%,6.80%,Aug 21 AMC,2.79M,9.90,0.03%,7.73%,8.00%,"

","2,150,729",0.10%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,33.29,5.32,0.08%,458.37M,3.92%,79.87B,27.74,6.38,0.00%,450.80M,-7.98%,2.43B,3.58,1.37,96.61%,0.96%,-3.82%,9.15B,8.73,10.67%,-1.51%,2.19,2.17%,11.59,15.27,8.41%,17.07%,4.32M,4.86%,3.80,46.60,9.29%,47.13%,144.80,201.92,-10.30%,1.70 (0.96%),34.61,11.57%,20.27%,-12.32%,0.89,1.73 (0.98%),2.27,8.05%,68.49%,22.27%,4.25,"Oct 31, 2024",3.69,8.09%,36.45%,42.96,2.05%,2.30%,14100,1.29,9.33%,26.55%,1.50,222.92,Yes / Yes,1.29,16.43%,30.71%,1.16,173.96,4.34%,8.49%,11.02%,Nov 04 BMO,1.97M,177.04,-2.20%,-5.63%,-0.98%,"

","2,297,291",1.77%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.69,1.42,0.86%,606.77M,-8.33%,12.44B,10.57,1.97,0.00%,592.88M,-16.03%,1.19B,1.13,0.40,33.25%,3.48%,5.58%,5.61B,2.22,13.48%,-1.74%,7.72,-2.76%,10.31,2.02,18.16%,9.95%,20.63M,-13.41%,4.71,4.42,13.00%,14.81%,15.90,27.50,-2.26%,0.68 (3.27%),-,13.37%,12.68%,-24.36%,-0.10,0.97 (4.66%),1.22,15.78%,31.13%,30.86%,0.76,"Sep 10, 2024",1.26,-0.18%,24.65%,28.13,2.91%,2.39%,23554,0.30,3.60%,21.14%,1.31,29.05,Yes / Yes,0.12,-3.11%,40.76%,1.53,20.82,0.90%,2.93%,6.28%,Nov 19 AMC,2.67M,20.80,-11.04%,-12.10%,-2.82%,"

","4,079,479",-0.10%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.39,38.31%,152.49M,8.71%,32.00B,60.09,3.49,-0.15%,94.08M,7.53%,-57.71M,-,0.63,48.23%,4.59%,10.25%,2.17B,14.76,-10.59%,-0.95%,2.41,15.86%,8.36,25.12,22.45%,-1.39%,4.32M,17.78%,15.80,13.28,18.50%,-5.77%,153.45,259.61,-5.29%,-,54.71,-10.72%,-4.38%,-19.17%,0.82,-,1.04,48.57%,77.87%,36.75%,5.98,-,1.04,72.20%,-5.71%,72.37,3.40%,2.79%,7348,0.97,34.07%,-2.66%,1.73,214.11,Yes / Yes,0.04,53.13%,-,1.50,209.04,4.48%,24.95%,30.30%,Dec 02 AMC,1.79M,209.85,10.29%,16.31%,10.53%,"

","2,692,278",0.39%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.53,13.67%,70.77M,2.08%,278.74M,-,-3.42,-0.12%,61.39M,33.33%,-179.28M,-,-0.79,95.03%,11.49%,22.50%,40.56M,6.87,36.72%,-17.67%,3.58,-67.27%,4.98,0.79,-21.01%,-34.60%,7.05M,-61.79%,5.50,0.71,-,-42.89%,2.66,18.07,-74.13%,-,-,-50.05%,-45.41%,-78.31%,1.83,-,7.29,-20.00%,96.77%,47.37%,0.36,-,7.29,45.45%,-515.94%,61.81,10.25%,10.18%,168,0.12,-,-442.02%,2.11,11.00,Yes / Yes,0.11,28.19%,-,1.13,3.71,-,-47.48%,-,Aug 09 BMO,1.97M,3.92,17.17%,15.30%,-50.87%,"

","2,225,405",5.66%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,30.46,2.79,15.01%,307.79M,6.71%,26.17B,16.03,5.31,-1.47%,261.60M,24.29%,875.37M,5.08,1.31,57.06%,3.48%,47.00%,4.59B,5.71,2.34%,-0.22%,2.76,33.27%,27.68,3.07,-0.49%,9.01%,9.09M,38.19%,24.46,3.48,6.00%,11.27%,55.06,87.10,18.26%,-,15.21,-,10.22%,-2.37%,-0.03,-,4.45,95.81%,74.59%,54.45%,1.97,-,4.45,508.08%,17.80%,80.70,3.22%,2.33%,7420,0.01,2.76%,19.08%,2.47,76.54,Yes / Yes,0.00,17.25%,0.00%,0.81,86.32,1.20%,14.44%,2.09%,Nov 25 AMC,3.29M,85.04,11.24%,18.97%,31.60%,"

","2,669,590",-1.48%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.78,0.59%,99.12M,-1.16%,2.97B,-,-1.77,-11.47%,98.53M,20.81%,-270.85M,-,-0.73,43.11%,4.73%,79.88%,355.75M,8.34,18.05%,6.96%,6.13,43.65%,6.78,4.42,37.46%,-26.70%,4.66M,10.76%,7.22,4.15,-,-34.98%,13.48,36.60,9.59%,-,-,-16.93%,-40.20%,-18.17%,0.99,-,2.87,2095.12%,63.17%,122.18%,1.67,-,3.01,24.90%,-109.67%,55.86,6.14%,4.86%,2175,0.19,35.01%,-76.13%,1.13,51.36,Yes / Yes,0.01,40.53%,-,1.64,28.96,0.02%,94.89%,47.72%,Nov 12 BMO,760.01K,29.95,-0.86%,16.19%,48.97%,"

","1,249,604",3.42%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.36,8.84%,127.44M,1.83%,497.49M,19.73,0.20,0.00%,116.56M,8.66%,-57.85M,-,-0.00,17.16%,0.03%,20.81%,1.22B,0.41,26.09%,99.53%,0.48,-67.03%,2.73,1.43,405.88%,-4.29%,0.04M,-,2.20,1.77,-,-9.63%,2.62,21.91,-76.15%,-,-,-,-12.58%,-82.25%,-,-,1.61,26.18%,17.21%,48.47%,0.25,-,1.80,69.95%,-3.73%,57.05,6.70%,6.12%,3476,0.26,-1.34%,-4.74%,1.00,4.55,No / Yes,0.04,88.56%,-,0.49,3.90,-2.36%,-133.33%,5.18%,Nov 22 BMO,80.68K,3.89,2.77%,11.73%,-55.92%,"

","39,443",-0.26%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,326.86,0.03,36.08%,76.17M,1.71%,986.79M,-,-0.18,-0.48%,63.49M,2.96%,3.57M,-,-0.11,52.48%,6.07%,21.98%,498.90M,1.98,-130.37%,2.48%,8.00,0.50%,0.14,72.60,-28.82%,0.55%,3.86M,-13.60%,5.09,1.98,-,430.38%,7.21,15.35,-27.34%,-,14.71,-,0.63%,-34.20%,1.23,-,7.35,17.01%,89.13%,40.08%,0.49,-,7.35,-94.10%,5.24%,53.81,7.38%,4.50%,1000,40.75,-30.73%,0.72%,2.62,10.40,Yes / Yes,40.47,-111.35%,0.00%,0.90,10.25,4.27%,68.88%,-24.77%,Nov 06 AMC,481.83K,10.10,3.85%,5.22%,-1.44%,"

","435,733",-1.46%,ZIP
