Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,3.31%,75.14M,-1.08%,1.93B,44.72,0.57,0.00%,72.91M,7.07%,1.70B,0.84,-0.47,99.50%,7.69%,55.18%,-63.43M,14.35,40.06%,-1.66%,4.93,102.61%,134.48M,6.05,158.93%,-14.34%,5.61M,74.80%,4.23,7.66,53.07%,-18.46%,28.49 -10.18%,103.42%,3.34,-,26.71% 15.81%,-18.90%,9.03 183.39%,326.50%,-,-,41.95% 20.90%,90.49%,4.42%,5.21%,-51.24%,-,12.62,43.93%,-52.51%,1.30,-,-,6.94,116.21%,-47.16%,58.95,1.00,- -,6.94,34.02%,-0.06%,1.30,35.54,-,0.06,72.59%,19.51%,0.77,25.85,286,0.05,Nov 06 AMC,68.09%,1.14M,25.59,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","880,165",-1.01%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,41.51,1.12,11.55%,167.47M,-0.47%,7.81B,28.25,1.65,-1.75%,148.02M,3.99%,8.10B,2.28,0.34,93.90%,3.68%,-2.71%,192.30M,4.70,17.59%,1.57%,6.41,31.16%,1.66B,4.91,9.70%,6.93%,5.45M,25.04%,9.50,30.01,12.37%,11.76%,50.03 -6.78%,17.27%,1.55,27.05,32.18% -7.41%,9.03%,27.74 68.13%,89.75%,0.37 (0.80%),22.18,19.81% -5.41%,41.36%,2.18%,2.27%,141.32%,0.38 (0.81%),4.88,42.07%,16.69%,1.05,398.71%,"Nov 20, 2025",1.83,6.88%,11.59%,47.45,2.11,3.23% 0.62%,2.78,44.39%,-0.82%,1.11,51.25,35.98%,0.35,11.07%,-0.36%,1.15,47.16,2500,0.34,Oct 28 AMC,14.98%,850.30K,46.64,"Mar 29, 2012",Yes / Yes,8.64% 2.88%,"

","974,638",-1.10%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,20.60,5.93,0.18%,441.46M,3.54%,53.87B,17.99,6.79,0.00%,439.88M,2.90%,59.06B,2.36,1.40,96.91%,2.09%,-16.89%,2.65B,5.73,7.08%,-1.64%,2.09,-21.16%,9.40B,10.00,7.17%,17.96%,9.18M,-24.97%,12.23,25.85,7.64%,49.87%,177.40 -31.09%,-31.39%,4.73,24.05,8.55% 11.91%,20.92%,115.25 6.07%,-20.02%,1.99 (1.63%),14.67,5.98% 8.14%,70.29%,2.58%,2.69%,-22.69%,2.00 (1.64%),6.29,11.51%,37.63%,3.27,170.40%,"Jan 20, 2026",2.28,2.68%,28.21%,47.38,1.70,18.93% 21.14%,3.64,8.17%,0.63%,0.97,159.27,32.86%,1.35,0.50%,-5.93%,1.59,123.23,13800,1.35,Nov 04 BMO,-18.10%,4.39M,122.25,"Feb 01, 2013",Yes / Yes,4.88% -0.41%,"

","6,993,686",-0.80%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.18,1.49,0.00%,591.63M,1.39%,12.52B,11.77,1.80,-,591.63M,12.20%,10.79B,1.25,0.44,11.47%,3.10%,12.67%,1.23B,1.90,6.12%,-1.91%,11.20,24.03%,6.59B,1.86,11.53%,9.42%,18.34M,8.24%,11.39,3.52,9.39%,13.83%,22.01 -3.86%,10.15%,6.01,-,18.24% 8.45%,13.37%,16.34 29.50%,-16.82%,0.67 (3.16%),6.01,9.28% 13.97%,26.00%,1.76%,1.99%,-22.35%,0.65 (3.07%),1.64,3.12%,20.42%,0.47,-,"Sep 30, 2025",1.34,12.89%,18.61%,62.08,1.45,- -,1.38,7.47%,2.69%,-0.20,23.44,45.76%,0.19,11.30%,7.89%,0.93,21.05,24471,0.01,Nov 19 AMC,11.16%,1.64M,21.16,"Oct 27, 2016",Yes / Yes,23.62% 0.50%,"

","1,516,581",0.52%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.26,35.52%,159.47M,-6.93%,36.11B,50.69,4.47,-0.19%,102.82M,-23.22%,34.62B,2.74,0.89,52.46%,5.72%,-22.22%,-41.04M,12.74,16.10%,-1.39%,3.55,-25.86%,2.83B,18.22,17.30%,-0.73%,5.88M,25.51%,12.43,10.87,18.49%,-2.41%,336.99 -32.81%,14.05%,20.83,42.61,54.06% 21.31%,-1.10%,164.78 37.41%,86.76%,-,1776.39,34.81% 44.03%,76.55%,3.14%,3.23%,25.97%,-,12.22,-8.83%,-4.14%,8.82,-,-,1.74,23.24%,-1.45%,23.94,1.53,- -,1.74,7.34%,-10.01%,1.02,328.00,-,0.93,25.50%,-21.83%,1.04,232.78,7923,0.89,Nov 25 AMC,-15.44%,1.66M,226.43,"Mar 16, 2018",Yes / Yes,12.10% 1.92%,"

","1,722,429",-2.73%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,17.24,5.15,10.52%,266.35M,0.79%,26.28B,14.67,6.05,-2.42%,264.96M,8.42%,18.37B,3.43,1.49,68.73%,2.16%,2.21%,1.59B,5.47,7.73%,4.44%,1.96,14.55%,4.81B,2.84,1.40%,14.44%,5.71M,8.75%,31.27,3.30,4.27%,17.74%,91.43 -2.93%,5.92%,26.87,13.13,-10.66% 106.45%,17.11%,64.41 37.79%,20.44%,-,14.09,4.40% 49.60%,76.89%,2.89%,3.05%,-77.70%,-,3.82,72.42%,22.86%,2.55,-,-,4.36,3.85%,33.17%,58.59,2.26,- -,4.36,204.90%,3.85%,0.86,94.96,0.00%,0.01,4.44%,5.88%,0.80,87.91,7412,0.00,Nov 24 AMC,12.24%,2.92M,88.75,"Apr 18, 2019",Yes / Yes,5.65% 1.25%,"

","2,337,652",0.96%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-1.95,2.12%,110.59M,-5.80%,1.92B,-,-1.37,-10.56%,108.86M,-17.69%,1.32B,-,-0.29,28.56%,4.63%,-47.82%,-206.71M,4.34,40.70%,-1.08%,6.38,-53.37%,441.78M,2.51,10.82%,-19.28%,5.04M,-34.25%,6.87,2.34,-,-28.96%,44.34 -61.16%,-34.60%,7.35,-,30.02% -3.16%,-26.82%,16.82 2.38%,-51.05%,-,-,40.31% 98.33%,61.31%,3.70%,2.90%,-84.59%,-,2.98,30.16%,-51.59%,0.72,-,-,2.68,23.73%,-46.79%,19.54,1.55,- -,2.87,23.67%,-10.01%,0.84,43.56,-,0.29,12.75%,-26.39%,1.73,17.00,1869,0.01,Nov 06 BMO,-45.06%,789.76K,17.22,"Sep 20, 2017",Yes / Yes,-14.23% -18.07%,"

","1,369,367",1.29%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.58,-,253.10M,-0.30%,6.75B,15.89,1.68,-,-,-1.84%,9.86B,-,-,7.35%,-,-9.41%,-403.43M,0.47,24.14%,4.87%,1.34,2.74%,14.40B,-,157.09%,-6.36%,0.49M,-6.06%,-13.78,5.48,-,-,33.32 -19.98%,-3.65%,4.86,-,5.46% -,-,17.91 48.86%,-,-,-,118.43% 118.66%,19.49%,0.27%,0.52%,-,-,0.68,66.74%,-3.25%,0.23,-,-,0.45,49.32%,-2.80%,36.30,1.00,- -,0.57,36.90%,-0.47%,0.14,33.23,-,-,72.17%,-4.42%,0.97,26.76,17439,-,Nov 17 BMO,-2.35%,365.17K,26.66,"May 10, 2024",Yes / Yes,-88.61% -5.73%,"

","354,485",-0.37%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.60,5.59,1.51%,147.64M,0.76%,8.75B,9.78,6.06,-0.11%,145.41M,21.20%,-,1.10,1.56,80.73%,4.38%,0.24%,823.00M,1.77,17.59%,1.78%,3.37,22.68%,4.95B,1.29,4.19%,0.96%,6.37M,9.29%,46.05,-,8.92%,12.71%,60.00 -1.18%,2.81%,-,8.52,-9.99% 3.54%,9.59%,39.32 50.79%,22.50%,1.75 (2.96%),-,19.10% 8.98%,-,2.30%,2.45%,39.05%,1.76 (2.97%),-,27.30%,22.37%,1.42,113.35%,"Nov 13, 2025",-,0.12%,16.64%,73.74,2.62,4.85% 5.34%,0.16,7.93%,7.27%,0.83,62.50,33.52%,0.80,-2.03%,11.12%,1.19,59.33,9406,0.25,Oct 20 AMC,14.48%,1.89M,59.29,"Mar 17, 1980",Yes / Yes,1.27% 2.13%,"

","2,252,077",-0.07%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,2.35,8.32,1.18%,120.46M,-1.41%,2.36B,-,-3.68,0.00%,119.04M,14.99%,6.07B,-,-0.57,40.88%,18.77%,28.68%,1.00B,0.31,-84.77%,-11.34%,4.64,10.38%,7.59B,0.59,-235.62%,9.16%,22.34M,-8.90%,33.34,1.21,-,25.25%,23.61 -17.15%,-1.61%,16.19,0.97,-23.79% -,11.79%,11.03 77.25%,13.35%,1.10 (5.64%),2.19,-7.73% 20.63%,23.74%,5.55%,4.91%,-,4.28 (21.88%),0.80,-30.30%,19.63%,0.97,-,"Dec 01, 2025",1.22,1.63%,13.21%,58.23,4.17,16.67% -,1.30,-89.07%,1.68%,1.63,14.00,22.25%,1.41,-35.73%,19.31%,1.00,20.02,6700,1.12,Nov 20 BMO,23.17%,4.82M,19.56,"Jan 28, 2021",Yes / Yes,33.09% 2.34%,"

","4,838,263",-2.30%,ZIM
