Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,38.25,0.98,11.57%,168.52M,3.00%,6.29B,25.45,1.47,-57.94%,148.79M,3.37%,6.71B,4.92,0.36,91.75%,3.06%,13.43%,169.50M,3.98,4.79%,1.14%,4.84,-1.68%,1.58B,4.07,9.60%,6.29%,4.55M,0.29%,9.19,43.50,7.78%,10.49%,41.15 -9.09%,28.29%,0.86,24.20,32.18% -7.41%,8.11%,27.74 34.86%,38.86%,0.37 (0.98%),19.07,19.81% -5.41%,41.66%,2.04%,1.80%,167.45%,0.35 (0.94%),4.24,38.39%,16.67%,0.74,190.23%,"May 20, 2025",1.72,3.22%,10.72%,63.48,2.25,3.23% 0.62%,2.87,29.71%,3.36%,1.01,37.29,35.98%,0.36,4.01%,5.14%,0.82,36.57,2500,0.35,Apr 22 AMC,3.63%,941.06K,37.41,"Mar 29, 2012",Yes / Yes,6.90% 1.36%,"

","773,694",2.30%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,28.59,5.57,0.10%,446.04M,0.90%,70.87B,23.34,6.82,-0.65%,444.77M,-5.60%,75.90B,3.52,1.62,96.03%,1.95%,-3.32%,2.52B,7.63,5.38%,0.41%,2.84,-3.82%,9.29B,15.25,9.35%,17.70%,8.69M,-2.30%,10.44,41.18,8.13%,51.85%,200.33 -20.54%,-9.79%,3.87,31.07,8.55% 11.91%,25.04%,139.70 13.95%,-8.83%,1.99 (1.25%),19.33,5.98% 8.14%,69.48%,2.33%,2.16%,18.53%,1.86 (1.17%),8.17,7.23%,37.01%,3.86,215.42%,"Jul 18, 2025",1.04,6.32%,27.12%,47.00,1.58,18.93% 21.14%,1.74,7.88%,-1.93%,0.91,199.92,32.86%,1.45,1.37%,-0.69%,1.28,155.95,13800,1.16,May 06 BMO,-6.17%,3.06M,159.19,"Feb 01, 2013",Yes / Yes,5.00% 1.37%,"

","3,926,541",2.08%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,11.39,1.57,0.86%,593.65M,1.59%,10.62B,9.99,1.79,0.00%,588.53M,1.65%,9.89B,1.12,0.40,22.11%,2.16%,-9.83%,1.30B,1.70,6.53%,-8.83%,4.69,-10.15%,6.26B,1.67,12.61%,10.29%,12.74M,-8.49%,10.73,3.34,10.19%,15.68%,27.50 -34.95%,-14.28%,5.35,-,18.24% 8.45%,15.06%,16.34 9.49%,-32.25%,0.68 (3.78%),5.12,9.28% 13.97%,29.66%,1.35%,1.40%,-50.62%,0.70 (3.91%),1.58,10.00%,24.06%,0.38,-,"Apr 10, 2025",1.02,13.41%,20.76%,53.64,1.41,- -,1.05,38.73%,2.35%,-0.17,23.16,45.76%,0.27,8.02%,-0.66%,0.30,17.75,24471,0.01,May 20 AMC,-10.79%,2.72M,17.89,"Oct 27, 2016",Yes / Yes,-15.96% -9.78%,"

","808,427",0.79%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.25,37.84%,155.70M,-0.37%,47.85B,84.10,3.65,-0.85%,96.78M,11.47%,46.07B,-,0.80,54.87%,9.28%,54.88%,-38.78M,18.79,0.04%,9.94%,3.25,63.79%,2.55B,26.51,14.50%,-0.81%,8.98M,70.35%,11.59,15.92,11.75%,-2.68%,317.26 -3.13%,62.43%,19.30,69.24,41.55% -10.72%,-2.11%,153.45 100.27%,79.91%,-,-,47.68% 48.24%,77.33%,2.54%,2.64%,183.87%,-,18.09,49.20%,-4.59%,8.31,-,-,1.18,25.46%,-1.52%,66.14,1.67,- -,1.18,-121.43%,0.78%,1.11,316.37,-,0.68,22.57%,16.16%,1.53,313.94,7348,0.02,May 29 AMC,45.18%,2.76M,307.32,"Mar 16, 2018",Yes / Yes,11.64% 1.74%,"

","4,227,351",-2.11%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,23.29,3.33,14.19%,261.11M,1.47%,23.47B,13.66,5.68,-1.69%,259.62M,-4.53%,15.72B,8.96,1.38,62.59%,3.15%,5.15%,1.05B,4.99,1.22%,-0.42%,3.36,-9.21%,4.70B,2.64,1.24%,9.87%,8.19M,-4.95%,29.34,3.00,2.60%,12.19%,92.80 -16.41%,32.67%,25.82,13.79,-10.66% 106.45%,11.73%,55.06 40.88%,-36.75%,-,14.91,4.40% 49.60%,75.85%,1.87%,1.69%,-69.69%,-,3.35,24.11%,18.13%,1.48,-,-,4.48,2.98%,22.31%,45.38,2.34,- -,4.48,18.68%,-1.04%,0.68,90.58,0.00%,0.01,2.93%,-1.71%,1.25,77.98,7412,0.00,May 21 AMC,-0.35%,2.43M,77.57,"Apr 18, 2019",Yes / Yes,9.22% 0.72%,"

","3,051,187",-0.53%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.50,1.31%,110.59M,-6.41%,3.89B,79.96,0.44,-24.79%,109.14M,16.69%,3.22B,-,-0.41,50.55%,4.02%,-2.68%,-252.07M,9.30,48.74%,-4.97%,3.63,29.21%,418.33M,4.70,133.00%,-23.32%,4.39M,34.29%,7.48,4.54,-,-32.05%,44.34 -20.68%,100.74%,7.75,-,30.00% -3.18%,-30.63%,16.01 119.68%,2.78%,-,-,40.35% 98.38%,63.45%,3.67%,3.88%,-55.25%,-,7.71,28.63%,-64.09%,1.82,-,-,3.09,43.72%,-60.26%,48.52,1.38,- -,3.26,18.43%,-5.72%,0.99,52.41,-,0.24,22.19%,4.99%,0.34,34.97,1869,0.02,May 08 BMO,17.71%,1.21M,35.17,"Sep 20, 2017",Yes / Yes,92.78% -5.41%,"

","412,360",0.57%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-2.84,-,253.10M,-3.25%,6.49B,11.81,2.17,-,-,-2.47%,10.02B,-,-0.86,3.79%,-,6.43%,-710.26M,0.56,61.88%,-2.36%,1.40,-20.62%,11.52B,-,249.48%,-11.48%,1.03M,-9.65%,-12.89,4.75,-,-,33.32 -23.05%,27.06%,5.39,-,5.46% -,-,13.00 97.23%,-,-,-,118.43% 118.66%,17.93%,2.75%,2.04%,-,-,0.87,37.41%,-7.36%,0.71,-,-,0.45,43.08%,-6.16%,43.82,1.00,- -,0.59,66.34%,-2.20%,0.03,42.27,-,-,47.60%,0.11%,0.40,25.50,17439,-,May 15 BMO,2.48%,740.04K,25.64,"May 10, 2024",Yes / Yes,-136.23% 19.27%,"

","298,731",0.55%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.47,5.13,1.68%,147.57M,7.31%,7.93B,9.68,5.55,-1.33%,145.09M,13.49%,-,1.85,1.31,78.49%,3.77%,7.80%,756.00M,1.59,5.50%,-2.11%,3.37,-2.89%,4.98B,1.27,6.28%,0.91%,5.47M,-0.92%,42.43,-,5.65%,13.06%,63.22 -14.98%,27.79%,-,8.12,-9.99% 3.54%,10.04%,39.32 36.70%,0.79%,1.74 (3.23%),-,19.10% 8.98%,-,2.50%,2.25%,61.80%,1.70 (3.16%),-,28.90%,21.03%,1.28,65.95%,"May 15, 2025",-,4.84%,15.17%,73.72,2.88,4.85% 5.34%,0.15,18.40%,8.89%,0.88,53.67,33.52%,0.74,-0.83%,12.55%,1.21,51.94,9406,0.19,Jul 21 AMC,4.28%,1.62M,53.75,"Mar 17, 1980",Yes / Yes,-4.71% -0.18%,"

","1,965,179",3.48%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.83,19.53,1.18%,120.46M,3.78%,1.95B,-,-1.78,0.00%,119.04M,-7.16%,5.52B,-,1.22,48.42%,18.96%,11.03%,2.35B,0.22,-81.42%,-8.43%,3.31,-25.41%,8.87B,0.49,-153.87%,23.04%,22.57M,-24.55%,32.86,0.84,-,72.40%,29.00 -44.14%,-22.46%,19.19,0.55,-23.79% -,27.51%,11.03 46.81%,-63.66%,1.09 (6.71%),1.39,-7.73% 20.63%,34.71%,3.86%,4.27%,-,7.61 (47.00%),0.62,192.29%,31.33%,0.82,-,"Jun 02, 2025",1.10,65.83%,26.52%,46.80,4.00,16.67% -,1.18,226.86%,-3.24%,1.68,15.44,22.25%,1.49,28.46%,-0.67%,0.57,16.09,6700,1.16,May 19 BMO,-13.74%,6.83M,16.20,"Jan 28, 2021",Yes / Yes,30.79% 9.06%,"

","3,898,417",0.68%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,-,26.68,0.33,78.19%,252.58M,-1.02%,3.57B,17.58,0.50,0.00%,55.08M,1.74%,4.40B,1.46,-,11.93%,7.28%,18.24%,83.40M,1.69,19.05%,-5.02%,3.11,4.29%,2.11B,2.33,18.05%,2.78%,4.01M,5.93%,3.76,11.76,18.21%,8.89%,11.91 -26.53%,-25.53%,0.74,18.40,- -,4.94%,6.05 44.63%,-24.18%,0.15 (1.69%),9.96,11.29% -,55.89%,4.35%,3.13%,-,0.13 (1.48%),2.09,-37.52%,9.45%,0.30,-,"Jul 07, 2025",0.80,2.26%,3.96%,55.02,2.75,15.87% -,1.41,-54950.00%,0.45%,0.73,8.75,42.49%,1.13,-,4.12%,0.90,8.55,7395,0.78,Mar 27 BMO,6.33%,1.29M,8.75,"Dec 20, 2021",Yes / Yes,-2.99% -4.68%,"

","1,162,250",2.34%,ZGN
