Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,3.56%,75.14M,1.29%,1.77B,38.00,0.62,-6.65%,72.72M,-9.21%,1.54B,0.71,-0.47,98.63%,4.96%,26.52%,-63.43M,13.16,40.00%,-1.77%,2.95,64.70%,134.48M,5.55,163.55%,-14.34%,3.60M,-10.86%,4.23,7.02,53.59%,-18.46%,28.49 -17.62%,67.17%,3.34,-,26.71% 15.81%,-18.90%,9.03 159.91%,184.83%,-,-,41.95% 20.90%,90.49%,5.20%,4.93%,-58.28%,-,11.43,43.93%,-52.51%,1.26,-,-,6.94,116.21%,-47.16%,42.20,1.00,- -,6.94,34.02%,-7.52%,1.24,35.62,-,0.06,72.59%,-3.27%,0.43,23.63,286,0.05,Nov 06 AMC,42.02%,1.22M,23.47,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","521,399",-0.68%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,42.07,1.12,11.52%,167.47M,2.76%,7.91B,28.51,1.66,-1.75%,148.07M,0.23%,8.21B,2.31,0.34,93.95%,3.21%,2.94%,192.30M,4.77,17.55%,1.29%,5.60,25.89%,1.66B,4.97,10.19%,6.93%,4.76M,1.68%,9.50,30.41,12.32%,11.76%,50.03 -5.52%,25.99%,1.55,27.41,32.18% -7.41%,9.03%,27.74 70.40%,106.60%,0.37 (0.79%),22.47,19.81% -5.41%,41.36%,1.87%,1.94%,104.21%,0.38 (0.80%),4.94,42.07%,16.69%,0.97,495.32%,"Nov 20, 2025",1.83,6.88%,11.59%,54.97,2.27,3.23% 0.62%,2.78,44.39%,0.62%,1.10,51.22,35.98%,0.35,11.07%,0.62%,1.61,47.27,2500,0.34,Oct 28 AMC,12.83%,848.76K,47.27,"Mar 29, 2012",Yes / Yes,8.64% 2.88%,"

","1,366,876",0.00%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,21.00,5.93,0.18%,441.46M,-1.98%,54.93B,18.34,6.80,0.00%,439.89M,1.15%,60.12B,2.38,1.40,99.36%,3.12%,-12.99%,2.65B,5.85,7.07%,-1.59%,2.77,-16.12%,9.40B,10.19,7.25%,17.96%,13.74M,-0.93%,12.23,26.36,7.71%,49.87%,177.40 -29.74%,-25.44%,4.73,24.52,8.55% 11.91%,20.92%,115.25 8.16%,-21.06%,1.99 (1.60%),14.94,5.98% 8.14%,70.29%,2.05%,2.08%,-26.41%,2.00 (1.60%),6.40,11.51%,37.63%,2.79,171.69%,"Jan 20, 2026",2.28,2.68%,28.21%,48.07,1.67,18.93% 21.14%,3.64,8.17%,-0.77%,0.96,159.27,32.86%,1.35,0.50%,1.47%,1.42,125.28,13800,1.35,Nov 04 BMO,-14.27%,4.96M,124.65,"Feb 01, 2013",Yes / Yes,4.88% -0.41%,"

","7,045,047",-0.50%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.96,1.49,0.00%,591.63M,2.86%,13.01B,12.27,1.82,-,582.69M,6.03%,11.28B,1.29,0.45,11.63%,2.68%,17.60%,1.23B,1.97,5.93%,-1.39%,9.20,17.60%,6.59B,1.96,11.83%,9.42%,15.63M,6.85%,11.39,3.66,9.48%,13.83%,22.69 -1.65%,21.63%,6.10,-,18.24% 8.45%,13.37%,16.34 36.60%,-20.16%,0.68 (3.04%),6.28,9.28% 13.97%,26.00%,1.93%,1.64%,-20.03%,0.65 (2.91%),1.71,3.12%,20.42%,0.44,-,"Sep 30, 2025",1.34,12.89%,18.61%,65.05,1.45,- -,1.38,7.47%,3.34%,-0.17,23.79,45.76%,0.19,11.30%,7.94%,1.07,22.54,24471,0.01,Nov 19 AMC,16.37%,1.70M,22.32,"Oct 27, 2016",Yes / Yes,23.62% 0.50%,"

","1,809,555",-0.98%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.26,35.67%,159.47M,-1.27%,34.12B,47.80,4.48,-0.14%,102.57M,-8.08%,32.64B,2.59,0.89,52.46%,6.85%,-28.49%,-41.04M,12.04,16.26%,-1.64%,4.14,-25.89%,2.83B,17.21,17.40%,-0.73%,7.03M,-4.86%,12.43,10.27,18.48%,-2.41%,336.99 -36.50%,12.63%,20.83,40.27,54.06% 21.31%,-1.10%,164.78 29.86%,98.04%,-,1674.52,34.81% 44.03%,76.55%,3.51%,2.71%,7.69%,-,11.52,-8.83%,-4.14%,7.10,-,-,1.74,23.24%,-1.45%,32.49,1.48,- -,1.74,7.34%,-4.29%,1.02,318.49,-,0.93,25.50%,-15.35%,1.10,210.58,7923,0.89,Nov 25 AMC,-20.71%,1.70M,213.98,"Mar 16, 2018",Yes / Yes,12.10% 1.92%,"

","1,871,137",1.61%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,15.73,5.15,10.52%,266.35M,-4.95%,23.97B,13.35,6.07,-2.63%,264.96M,-7.91%,16.07B,2.95,1.49,69.64%,2.53%,1.42%,1.59B,4.99,7.74%,4.10%,2.43,8.16%,4.81B,2.59,1.63%,14.44%,6.70M,-6.18%,31.27,3.01,4.53%,17.74%,91.43 -11.45%,0.87%,26.87,11.97,-10.66% 106.45%,17.11%,64.41 25.69%,15.64%,-,12.32,4.40% 49.60%,76.89%,2.90%,2.44%,-76.03%,-,3.34,72.42%,22.86%,2.29,-,-,4.36,3.85%,33.17%,36.79,2.18,- -,4.36,204.90%,-5.82%,0.90,96.40,0.00%,0.01,4.44%,-4.97%,0.78,81.52,7412,0.00,Nov 24 AMC,1.03%,2.76M,80.96,"Apr 18, 2019",Yes / Yes,5.65% 1.25%,"

","2,143,682",-0.69%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-1.95,2.12%,110.59M,0.16%,2.07B,-,-1.50,-9.17%,108.86M,9.29%,1.47B,-,-0.34,28.57%,3.90%,-35.58%,-206.71M,4.68,37.25%,0.21%,4.68,-44.65%,441.78M,2.70,8.15%,-19.28%,4.25M,5.33%,6.87,2.53,-,-28.96%,44.34 -58.10%,-24.47%,7.35,-,30.02% -3.16%,-26.82%,16.82 10.46%,-55.29%,-,-,40.31% 98.33%,61.31%,3.25%,3.36%,-87.47%,-,3.32,30.16%,-51.59%,0.78,-,-,2.68,23.73%,-46.79%,48.07,1.55,- -,2.87,23.67%,2.02%,0.88,39.93,-,0.29,12.75%,-3.97%,0.57,18.82,1869,0.01,Nov 06 BMO,-37.09%,907.34K,18.58,"Sep 20, 2017",Yes / Yes,-14.23% -18.07%,"

","513,287",-1.28%,ZLAB
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.66,5.59,1.46%,147.64M,-1.01%,8.80B,9.75,6.11,-0.11%,145.49M,0.49%,-,1.05,1.57,80.82%,4.43%,27.04%,823.00M,1.78,18.22%,1.81%,3.46,4.96%,4.95B,1.29,4.48%,0.96%,6.44M,1.84%,46.05,-,9.27%,12.71%,61.57 -3.17%,2.44%,-,8.57,-9.99% 3.54%,9.59%,39.32 51.63%,16.15%,1.75 (2.94%),-,19.10% 8.98%,-,2.04%,1.96%,19.55%,1.76 (2.95%),-,27.30%,22.37%,1.27,142.36%,"Nov 13, 2025",-,0.12%,16.64%,56.70,2.69,4.85% 5.34%,0.16,7.93%,0.07%,0.84,65.41,33.52%,0.80,-2.03%,6.07%,0.89,59.51,9406,0.25,Jan 20 AMC,12.88%,1.86M,59.62,"Mar 17, 1980",Yes / Yes,1.27% 2.13%,"

","1,661,811",0.18%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,2.57,8.32,1.18%,120.46M,-4.64%,2.57B,-,-2.71,0.00%,119.04M,6.69%,6.29B,-,-0.68,45.99%,15.54%,60.36%,1.00B,0.34,-83.22%,-9.09%,3.90,37.98%,7.59B,0.64,-190.53%,9.16%,18.50M,0.61%,33.34,1.32,-,25.25%,24.47 -12.69%,21.99%,16.19,1.06,-23.79% -,11.79%,11.03 93.57%,27.48%,1.24 (5.82%),2.27,-7.73% 20.63%,23.74%,7.04%,4.93%,-,4.28 (20.04%),0.83,-30.30%,19.63%,1.12,-,"Dec 01, 2025",1.22,1.63%,13.21%,51.95,3.83,16.67% -,1.30,-89.07%,-0.48%,1.63,16.68,22.25%,1.41,-35.73%,10.00%,0.76,22.70,6700,1.12,Nov 20 BMO,31.43%,4.74M,21.36,"Jan 28, 2021",Yes / Yes,33.09% 2.34%,"

","3,624,905",-5.90%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,23.60,0.41,75.38%,254.09M,-11.81%,3.91B,19.91,0.48,0.00%,62.55M,-6.82%,4.94B,0.94,-,23.98%,5.38%,-4.40%,103.34M,1.88,23.60%,0.97%,5.91,5.99%,2.08B,2.34,11.59%,3.34%,3.36M,-6.73%,4.09,14.52,21.07%,10.58%,11.07 -13.68%,24.32%,0.66,21.15,- -,5.45%,6.05 58.02%,-13.41%,0.14 (1.47%),11.06,11.29% -,55.55%,4.54%,3.06%,-9.38%,0.14 (1.49%),2.37,-5.94%,8.97%,0.39,-,"Jul 07, 2025",0.79,-1.88%,4.97%,34.81,2.00,15.87% -,1.42,-54950.00%,-9.22%,0.76,11.30,42.68%,1.17,-,-7.81%,3.88,11.02,7395,0.82,Sep 05 BMO,5.13%,569.18K,9.56,"Dec 20, 2021",Yes / Yes,73.56% 1.72%,"

","2,208,744",-13.25%,ZGN
