Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.98,3.69%,74.85M,4.48%,1.20B,-,-1.11,63.15%,72.94M,12.95%,939.23M,-,-0.29,101.02%,9.44%,29.66%,-73.68M,9.78,38.90%,14.69%,14.50,28.61%,122.87M,3.58,-11.81%,-15.95%,6.89M,8.40%,4.44,4.27,-2.56%,-19.89%,17.70 -10.34%,26.56%,3.72,-,26.71% 15.81%,-21.07%,9.03 75.75%,221.26%,-,-,41.95% 20.90%,89.52%,5.04%,4.35%,-51.20%,-,7.64,35.69%,-67.32%,0.66,-,-,7.69,95.94%,-59.96%,63.85,1.40,- -,7.69,106.06%,5.67%,1.49,22.06,-,0.06,153.21%,12.92%,1.12,15.84,286,0.05,Aug 07 AMC,20.13%,474.75K,15.87,"Apr 28, 2017",Yes / Yes,106.22% 182.52%,"

","531,398",0.19%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,46.65,1.01,11.54%,167.66M,2.85%,7.91B,29.97,1.57,-1.71%,148.22M,4.79%,8.26B,4.63,0.40,91.78%,3.04%,33.36%,174.00M,4.90,11.82%,-0.53%,4.21,41.35%,1.61B,5.06,10.04%,6.40%,4.51M,26.57%,9.33,39.18,10.08%,10.81%,47.71 -1.05%,43.63%,1.20,28.10,32.18% -7.41%,8.26%,27.74 70.19%,62.62%,0.37 (0.77%),23.03,19.81% -5.41%,41.82%,2.31%,2.13%,214.10%,0.36 (0.76%),5.12,30.64%,16.77%,1.02,372.58%,"Aug 20, 2025",1.72,4.74%,10.78%,62.95,2.44,3.23% 0.62%,2.71,12.98%,2.46%,1.12,46.86,35.98%,0.36,7.89%,9.57%,0.80,47.28,2500,0.35,Jul 29 AMC,25.29%,1.07M,47.21,"Mar 29, 2012",Yes / Yes,17.06% 4.65%,"

","859,181",-0.15%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,25.28,5.81,0.18%,443.95M,-1.67%,65.12B,21.28,6.90,-0.08%,442.41M,-3.54%,70.47B,2.99,1.63,98.07%,1.75%,-9.12%,2.61B,6.94,7.30%,0.45%,2.53,-10.64%,9.38B,13.11,8.69%,18.24%,7.76M,-9.82%,11.21,45.38,8.45%,52.54%,200.33 -26.66%,-23.11%,3.24,29.35,8.55% 11.91%,25.07%,139.70 5.18%,-11.67%,1.99 (1.36%),17.59,5.98% 8.14%,70.03%,2.07%,1.89%,-7.07%,1.93 (1.31%),7.51,13.72%,37.51%,3.12,234.31%,"Jul 18, 2025",1.04,5.27%,27.83%,37.86,1.50,18.93% 21.14%,1.76,17.78%,-3.58%,0.91,195.14,32.86%,1.36,4.19%,-3.15%,0.64,147.46,13800,1.09,Aug 05 BMO,-8.55%,3.07M,146.93,"Feb 01, 2013",Yes / Yes,8.60% 2.10%,"

","1,958,112",-0.36%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.06,1.46,0.00%,593.65M,-1.04%,11.33B,11.36,1.68,-,593.65M,-5.54%,10.35B,1.74,0.34,14.65%,2.42%,10.86%,1.21B,1.77,-1.67%,-14.31%,7.80,-10.38%,6.42B,1.70,13.42%,9.38%,14.39M,-2.35%,11.20,3.06,7.52%,13.98%,27.50 -30.58%,-13.27%,6.24,-,18.24% 8.45%,13.37%,16.34 16.83%,-28.27%,0.62 (3.25%),5.62,9.28% 13.97%,27.49%,1.65%,1.98%,-37.01%,0.70 (3.67%),1.61,2.41%,21.97%,0.43,-,"Sep 30, 2025",1.19,14.40%,18.81%,50.19,1.40,- -,1.21,-25.19%,1.25%,-0.18,23.18,45.76%,0.29,10.45%,-1.04%,0.91,19.40,24471,0.01,Aug 19 AMC,0.69%,1.84M,19.09,"Oct 27, 2016",Yes / Yes,-17.31% -2.87%,"

","1,679,060",-1.60%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.27,37.22%,158.30M,0.24%,44.24B,63.61,4.39,-0.85%,99.37M,0.88%,42.46B,-,0.86,53.46%,5.69%,-9.06%,-41.48M,16.55,11.37%,-1.12%,3.03,38.63%,2.67B,24.59,20.27%,-0.75%,5.65M,54.90%,11.37,12.38,18.14%,-2.70%,318.46 -12.25%,64.33%,22.57,60.88,54.06% 21.31%,-1.17%,164.78 69.60%,44.35%,-,27753.54,34.81% 44.03%,76.82%,2.99%,3.08%,110.74%,-,15.89,31.04%,-4.48%,8.56,-,-,1.94,23.31%,-1.55%,50.28,1.57,- -,1.94,-14.36%,1.04%,1.05,326.78,-,1.00,21.31%,-0.61%,0.69,281.96,7923,0.97,Sep 02 AMC,17.51%,1.87M,279.46,"Mar 16, 2018",Yes / Yes,11.25% 1.74%,"

","1,294,736",-0.89%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,22.73,3.80,11.17%,267.28M,3.02%,25.83B,14.55,5.93,-0.59%,265.85M,17.19%,18.09B,5.60,1.44,63.79%,2.13%,10.78%,1.19B,5.43,5.55%,-0.32%,1.67,14.38%,4.75B,2.89,1.44%,11.03%,5.67M,5.75%,29.82,3.32,4.06%,13.60%,92.80 -7.00%,27.68%,26.02,14.00,-10.66% 106.45%,13.23%,64.41 33.99%,2.64%,-,15.38,4.40% 49.60%,76.38%,1.90%,2.69%,-77.55%,-,3.81,36.57%,20.43%,1.92,-,-,4.36,3.63%,24.99%,67.75,2.31,- -,4.36,66.82%,5.09%,0.78,91.62,0.00%,0.01,4.71%,12.08%,1.20,85.20,7412,0.00,Aug 21 AMC,9.57%,3.40M,86.30,"Apr 18, 2019",Yes / Yes,11.14% 1.58%,"

","4,070,861",1.29%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.05,2.08%,109.91M,14.72%,3.63B,80.92,0.40,-19.01%,108.95M,-8.71%,2.98B,-,-0.25,37.56%,4.35%,-12.47%,-212.37M,8.47,43.25%,-1.76%,6.14,-14.08%,427.80M,4.52,127.28%,-19.74%,4.74M,24.40%,7.20,4.36,-,-28.39%,44.34 -26.52%,58.85%,7.48,-,29.99% -3.19%,-26.45%,20.17 61.53%,-36.97%,-,-,40.38% 98.40%,62.39%,3.04%,4.04%,-55.97%,-,6.98,33.33%,-57.71%,1.64,-,-,2.93,32.56%,-49.64%,48.51,1.29,- -,3.12,54.50%,0.65%,1.07,53.25,-,0.24,9.81%,-5.97%,0.40,32.30,1869,0.01,Aug 07 BMO,1.44%,772.03K,32.58,"Sep 20, 2017",Yes / Yes,-3.27% -11.98%,"

","306,068",0.87%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.84,-,253.10M,5.62%,7.85B,15.11,2.05,-,-,1.64%,11.34B,-,-0.23,4.42%,-,18.81%,-462.32M,0.63,56.40%,11.12%,1.09,7.90%,12.55B,-,222.51%,-7.04%,0.59M,9.27%,-13.26,5.51,-,-,33.32 -6.93%,94.06%,5.63,-,5.46% -,-,15.12 105.09%,-,-,-,118.43% 118.66%,18.90%,1.61%,2.18%,-,-,0.90,62.51%,-4.64%,0.74,-,-,0.49,39.14%,-3.68%,63.11,1.00,- -,0.59,82.59%,4.97%,0.08,35.61,-,-,37.06%,6.12%,1.42,29.88,17439,-,Aug 14 BMO,16.08%,544.14K,31.01,"May 10, 2024",Yes / Yes,72.37% -0.14%,"

","773,712",3.78%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.49,5.48,1.58%,147.60M,-0.83%,8.49B,9.81,5.86,-0.03%,145.30M,7.94%,-,1.34,1.46,79.14%,4.30%,21.62%,807.00M,1.71,15.24%,0.18%,4.29,19.22%,4.97B,1.30,2.76%,0.95%,6.25M,5.99%,44.24,-,7.80%,13.23%,63.22 -9.05%,23.68%,-,10.60,-9.99% 3.54%,10.37%,39.32 46.24%,-1.91%,1.74 (3.03%),-,19.10% 8.98%,-,2.65%,2.30%,84.77%,1.74 (3.03%),-,32.07%,22.09%,1.38,103.11%,"Aug 14, 2025",-,2.64%,16.23%,56.76,2.77,4.85% 5.34%,0.13,27.04%,0.99%,0.92,61.81,33.52%,1.10,-1.04%,3.83%,0.96,56.50,9406,0.18,Jul 21 AMC,9.60%,1.46M,57.50,"Mar 17, 1980",Yes / Yes,24.68% 3.35%,"

","1,403,666",1.77%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.89,16.63,1.18%,120.46M,11.89%,1.78B,-,-3.21,0.00%,119.04M,-8.66%,5.93B,-,0.81,52.78%,15.71%,-15.11%,2.00B,0.21,-84.17%,9.00%,3.52,-21.18%,8.58B,0.46,-213.92%,19.27%,18.70M,-31.21%,32.35,1.00,-,59.06%,29.00 -49.07%,-16.09%,14.72,0.55,-23.79% -,23.31%,11.03 33.85%,-52.80%,1.00 (6.80%),1.60,-7.73% 20.63%,32.33%,3.72%,3.90%,-,6.78 (45.90%),0.69,202.12%,28.74%,0.59,-,"Sep 02, 2025",1.11,43.57%,23.37%,53.82,4.12,16.67% -,1.20,-93.86%,5.64%,1.67,13.72,22.25%,1.52,-15.36%,-3.18%,0.99,14.52,6700,1.21,Aug 20 BMO,-13.38%,5.31M,14.77,"Jan 28, 2021",Yes / Yes,-76.51% -5.63%,"

","5,234,440",1.72%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,23.08,0.41,75.88%,254.09M,5.17%,3.82B,18.39,0.51,0.00%,61.28M,16.88%,4.85B,1.11,-,22.00%,7.63%,3.43%,103.34M,1.84,22.03%,34.77%,4.05,28.79%,2.08B,2.29,17.53%,3.34%,4.68M,13.20%,4.09,14.20,20.73%,10.58%,10.13 -7.70%,-6.03%,0.66,20.68,- -,5.45%,6.05 54.55%,-12.29%,0.15 (1.56%),10.87,11.29% -,55.55%,2.73%,2.68%,-,0.14 (1.52%),2.33,-5.94%,8.97%,0.26,-,"Jul 07, 2025",0.79,-1.88%,4.97%,68.08,1.89,15.87% -,1.42,-54950.00%,8.21%,0.74,9.91,42.68%,1.17,-,9.47%,1.33,9.35,7395,0.82,Sep 05 BMO,12.62%,1.15M,9.35,"Dec 20, 2021",Yes / Yes,73.56% 2.35%,"

","1,533,503",0.00%,ZGN
Zillow Group Inc,Communication Services,Internet Content & Information,USA,NASD,-,-,-0.27,80.12%,50.09M,5.15%,21.70B,38.88,2.23,-0.57%,48.16M,7.38%,20.86B,-,0.43,17.45%,2.10%,30.76%,-62.00M,9.09,17.85%,1.43%,1.82,27.95%,2.39B,4.41,37.22%,-1.03%,1.01M,22.46%,19.68,18.65,31.66%,-1.34%,88.45 -1.91%,50.00%,4.65,63.07,39.04% 20.21%,-1.28%,55.08 57.52%,131.05%,-,137.24,1.60% -4.00%,75.75%,3.29%,3.21%,5.11%,-,8.74,56.19%,-5.57%,2.85,239.30%,-,3.34,15.31%,-2.60%,60.95,2.19,- -,3.34,110.99%,4.80%,2.14,88.85,-,0.07,14.51%,8.93%,2.05,85.10,6856,0.02,Aug 06 AMC,18.56%,557.61K,86.76,"Jul 20, 2011",Yes / Yes,-4.97% 1.09%,"

","1,142,401",1.95%,ZG
