Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,45.69,0.71,16.04%,172.26M,2.81%,5.57B,24.79,1.30,-16.33%,145.00M,10.53%,124.20M,3.20,0.31,87.52%,2.98%,1.67%,1.53B,3.63,20.88%,5.97%,4.80,8.59%,9.34,3.45,10.87%,4.22%,4.32M,8.19%,0.91,35.43,14.28%,7.19%,25.09,34.58,9.59%,0.27 (0.84%),19.67,18.47%,5.80%,-6.79%,1.16,0.31 (0.96%),1.95,0.20%,39.86%,28.46%,0.79,"Aug 20, 2024",3.31,95.74%,15.14%,61.12,2.60%,2.48%,2400,0.33,8.34%,8.11%,2.25,35.43,Yes / Yes,0.33,52.74%,45.61%,1.15,32.40,1.18%,12.06%,0.46%,Jul 30 AMC,901.22K,32.23,6.19%,4.89%,6.31%,"

","1,033,492",-0.52%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.44,7.81%,137.79M,-2.88%,1.35B,17.65,0.52,-8.58%,136.53M,-5.20%,-62.61M,-,0.10,74.99%,5.11%,-8.34%,438.33M,3.08,29.29%,-0.36%,5.81,-0.65%,0.94,9.70,21.09%,-8.44%,6.97M,-13.23%,3.69,2.47,-,-51.53%,7.05,11.80,-2.98%,-,-,9.40%,-11.66%,-22.71%,1.72,-,2.50,12.97%,67.51%,29.36%,0.30,-,2.50,50.48%,-8.58%,44.66,3.39%,3.07%,1618,2.90,7.97%,-14.28%,1.86,12.00,Yes / Yes,2.85,34.02%,-,0.42,9.48,0.88%,61.76%,6.47%,May 22 AMC,1.20M,9.12,-2.05%,-5.06%,2.12%,"

","502,604",-3.80%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,35.05,5.19,0.08%,458.37M,0.59%,82.97B,28.43,6.40,-5.28%,455.91M,3.04%,2.39B,3.68,1.49,97.42%,1.16%,14.78%,8.73B,9.50,8.42%,0.02%,2.17,-5.06%,11.07,16.43,10.88%,17.02%,5.30M,-3.64%,4.33,42.01,9.53%,50.06%,144.80,201.92,-7.87%,1.74 (0.96%),47.41,11.57%,20.26%,-9.95%,0.86,1.67 (0.92%),1.94,8.05%,68.34%,25.57%,3.99,"Jul 18, 2024",3.33,17.17%,35.97%,60.38,2.30%,2.04%,14100,1.34,7.91%,27.38%,1.22,216.79,Yes / Yes,1.33,9.89%,30.71%,0.53,179.84,1.70%,2.54%,9.50%,Aug 06 BMO,2.44M,181.83,2.37%,4.13%,2.71%,"

","1,302,912",1.11%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.38,1.43,1.10%,606.77M,-6.59%,11.49B,9.66,1.98,0.00%,593.93M,-8.34%,1.19B,0.89,0.43,41.39%,3.21%,-11.48%,5.52B,2.08,14.25%,3.63%,6.17,12.73%,9.92,1.93,18.50%,9.82%,19.08M,-28.00%,4.58,4.17,15.01%,15.03%,15.90,28.04,-10.10%,0.70 (3.67%),-,13.37%,13.12%,-31.78%,-0.11,0.62 (3.24%),1.11,15.78%,31.20%,20.35%,0.58,"Apr 09, 2024",1.15,7.93%,24.81%,37.31,2.99%,2.33%,23554,0.27,3.63%,21.49%,1.20,29.30,Yes / Yes,0.13,-18.31%,0.00%,0.97,19.17,7.20%,-22.68%,4.72%,May 15 AMC,3.09M,19.13,-4.67%,-12.49%,-9.13%,"

","3,008,235",-0.21%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.50,38.66%,147.17M,-3.85%,27.38B,54.43,3.33,-0.14%,92.72M,-4.25%,-73.50M,-,0.70,47.14%,4.81%,2.32%,2.03B,13.49,68.40%,5.55%,2.05,-23.51%,7.22,25.07,10.42%,-1.99%,4.46M,16.68%,14.82,12.22,26.82%,-8.68%,131.59,259.61,-18.24%,-,49.79,-17.41%,-3.23%,-30.22%,0.85,-,1.67,53.60%,77.75%,37.66%,6.79,-,1.67,73.33%,-6.90%,39.81,3.38%,3.51%,5962,1.13,37.16%,-3.62%,1.60,231.17,Yes / Yes,1.08,139.17%,-,0.42,181.36,3.19%,33.96%,32.09%,May 30 AMC,2.18M,181.15,-6.81%,-1.65%,-7.74%,"

","925,384",-0.12%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-3.36,12.49%,70.77M,3.99%,296.11M,-,-3.63,-0.47%,62.14M,-0.71%,-218.90M,-,-0.84,113.65%,16.77%,-62.30%,40.56M,7.30,40.00%,-0.93%,7.35,-67.11%,6.46,0.65,-35.33%,-41.82%,10.42M,-84.02%,6.89,0.61,-,-51.86%,3.27,29.03,-72.48%,-,-,-50.05%,-43.66%,-85.64%,1.69,-,9.19,-20.00%,96.66%,27.52%,0.51,-,9.19,21.74%,-527.00%,38.40,8.37%,10.69%,168,0.10,-,-539.70%,2.27,10.70,Yes / Yes,0.09,113.26%,-,0.35,4.47,170.40%,118.25%,-,May 07 BMO,1.42M,4.17,2.84%,-43.16%,-65.54%,"

","490,161",-6.71%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,22.43,2.69,22.26%,260.90M,2.86%,18.65B,11.80,5.11,-0.41%,240.42M,3.16%,838.33M,14.95,1.21,58.31%,3.71%,-2.71%,4.56B,4.09,-3.15%,-0.53%,2.79,-10.95%,26.83,2.25,1.28%,8.90%,8.91M,-16.67%,23.88,2.53,1.50%,11.31%,55.63,75.90,-16.12%,-,11.34,-,10.05%,-20.53%,-0.06,-,4.36,95.81%,74.87%,8.43%,1.25,-,4.36,19565.00%,17.35%,57.60,2.50%,1.98%,7420,0.01,3.13%,18.37%,2.57,74.61,Yes / Yes,0.00,1250.20%,0.00%,0.51,60.09,1.35%,13.52%,3.25%,May 20 AMC,3.20M,60.32,3.23%,0.57%,-5.83%,"

","1,635,692",0.38%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.50,0.53%,99.12M,-4.62%,1.86B,-,-1.71,-14.58%,98.59M,7.25%,-338.95M,-,-0.71,43.95%,3.00%,18.10%,291.07M,6.40,18.24%,-2.03%,4.78,-17.37%,7.83,2.40,39.66%,-31.41%,2.96M,-37.16%,7.57,2.48,-,-38.44%,13.48,32.60,-31.25%,-,-,-16.93%,-44.04%,-42.36%,1.05,-,4.43,2095.12%,62.86%,39.39%,0.83,-,4.63,18.13%,-129.65%,53.77,3.44%,4.32%,2175,0.08,25.94%,-116.45%,1.17,51.46,Yes / Yes,0.01,-7.51%,-,0.44,18.86,15.83%,40.53%,38.78%,Aug 06 AMC,618.53K,18.79,3.89%,0.67%,-11.75%,"

","273,445",-0.37%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.79,8.87%,127.44M,-13.13%,370.85M,4.66,0.62,0.00%,116.14M,-26.52%,-126.89M,-,0.00,0.52%,0.05%,-76.59%,1.20B,0.31,128.60%,-,0.34,-83.03%,2.82,1.03,2411.11%,-4.29%,0.06M,-,2.21,1.32,-,-9.63%,2.86,21.91,-82.16%,-,-,-,-27.40%,-86.72%,-,-,1.63,26.18%,16.84%,1.75%,0.41,-,1.82,18.59%,-4.42%,27.93,9.12%,6.22%,3476,0.28,-3.00%,-10.53%,1.00,15.75,No / Yes,0.04,44.09%,-,0.28,3.00,-5.44%,-26.68%,-8.66%,May 21 BMO,163.37K,2.91,-18.49%,-54.24%,-77.80%,"

","46,110",-3.00%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,24.94,0.36,30.19%,76.17M,3.38%,879.89M,-,-0.14,-0.62%,69.32M,-0.78%,37.58M,2.42,-0.08,55.94%,4.78%,-14.48%,584.21M,1.51,-163.83%,-1.82%,5.95,-40.97%,0.13,69.53,52.56%,5.70%,3.31M,-49.74%,5.17,1.72,10.30%,855.40%,8.01,18.70,-36.26%,-,8.96,-,6.67%,-52.62%,1.19,-,6.58,17.01%,89.88%,10.61%,0.39,-,6.58,-27.43%,12.87%,48.76,5.84%,4.14%,1000,43.95,-32.16%,6.43%,2.62,11.70,Yes / Yes,43.55,-244.08%,0.00%,0.55,9.13,1.01%,-14.17%,-33.48%,Aug 07 AMC,556.27K,8.86,0.48%,-4.14%,-23.93%,"

","303,988",-2.96%,ZIP
