Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,51.07,0.64,17.01%,172.26M,2.91%,5.60B,25.50,1.28,-2.35%,142.74M,3.92%,112.70M,3.56,0.26,84.93%,4.07%,9.96%,1.53B,3.66,18.17%,6.00%,5.72,15.78%,9.30,3.50,11.45%,3.77%,5.81M,56.41%,0.79,40.99,14.35%,6.48%,19.29,33.95,10.78%,0.27 (0.84%),24.09,18.47%,5.28%,-4.04%,1.23,0.30 (0.92%),1.77,1.96%,38.51%,68.90%,0.68,"Feb 16, 2024",3.02,36.01%,14.25%,60.29,2.29%,1.80%,2400,0.34,19.40%,7.36%,2.25,34.86,Yes / Yes,0.33,38.11%,45.61%,0.67,32.13,1.78%,13.04%,4.85%,Feb 06 AMC,1.02M,32.58,3.12%,6.09%,13.38%,"

","677,786",1.40%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.49,7.28%,143.12M,1.21%,1.32B,17.67,0.52,-8.94%,132.70M,13.04%,-68.19M,-,0.07,75.62%,3.89%,4.43%,431.66M,3.05,21.72%,-0.38%,4.08,6.49%,0.88,10.47,29.46%,-9.14%,5.16M,0.00%,3.59,2.56,-,-59.08%,7.05,12.12,-2.23%,-,-,9.40%,-12.86%,-24.17%,1.90,-,2.65,12.97%,70.92%,30.35%,0.33,-,2.37,47.34%,-14.73%,58.37,3.21%,3.59%,1549,3.02,8.98%,-15.80%,1.57,11.57,Yes / Yes,2.97,39.06%,-,0.90,9.12,-0.10%,140.00%,7.40%,Feb 28 AMC,1.26M,9.19,6.18%,5.53%,0.13%,"

","1,140,351",0.77%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,33.72,5.07,0.09%,458.37M,-2.97%,78.29B,26.37,6.48,-8.57%,457.47M,-8.34%,2.34B,3.46,1.36,95.54%,0.82%,-13.08%,8.54B,9.16,8.69%,0.02%,1.52,-6.04%,10.90,15.68,12.13%,16.05%,3.77M,3.12%,4.46,38.36,9.73%,49.86%,151.03,201.92,-13.37%,1.74 (1.02%),48.30,11.57%,19.95%,-15.32%,0.86,1.56 (0.91%),2.00,8.05%,68.28%,13.22%,4.30,"Apr 18, 2024",3.36,12.77%,35.92%,30.29,2.53%,2.30%,14100,1.36,5.74%,27.43%,1.47,227.20,Yes / Yes,1.35,15.54%,30.71%,1.46,172.96,1.13%,-5.80%,8.48%,Feb 13 BMO,2.49M,170.99,-8.04%,-9.70%,-5.56%,"

","3,625,149",-1.14%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,15.20,1.49,0.56%,609.17M,4.34%,13.53B,11.35,1.99,0.00%,595.25M,19.95%,1.23B,0.92,0.34,42.80%,2.62%,11.93%,5.45B,2.48,17.29%,3.62%,4.08,-8.68%,9.82,2.30,15.38%,10.37%,15.59M,-18.26%,4.82,4.69,16.50%,15.21%,15.90,30.05,6.25%,0.70 (3.10%),-,13.36%,13.00%,-24.76%,-0.04,-,1.30,15.63%,30.73%,42.25%,0.74,"Apr 05, 2023",1.34,23.33%,24.42%,76.73,2.94%,3.32%,24888,0.26,3.58%,22.62%,1.10,30.12,Yes / Yes,0.13,2.31%,0.00%,2.35,21.66,-2.59%,-0.99%,5.91%,Mar 19 AMC,3.82M,22.61,11.69%,20.88%,-1.25%,"

","8,974,862",4.39%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.94,40.83%,147.17M,-2.05%,29.57B,60.24,3.28,-0.44%,88.67M,-20.78%,-138.67M,-,0.65,48.21%,4.83%,-11.35%,1.90B,15.60,53.89%,5.60%,1.82,27.25%,6.40,30.82,18.90%,-3.98%,4.28M,87.09%,16.41,12.02,38.21%,-18.64%,84.93,259.61,-10.95%,-,59.05,-17.41%,-6.46%,-24.00%,0.82,-,1.90,53.60%,77.40%,132.31%,8.86,-,1.90,58.51%,-9.70%,35.76,2.80%,3.99%,5962,1.29,40.62%,-7.32%,1.52,261.92,Yes / Yes,1.24,51.94%,-,0.72,195.24,3.42%,30.99%,35.45%,Feb 29 AMC,2.36M,197.30,-7.55%,-13.76%,8.50%,"

","1,692,199",1.06%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-4.56,10.05%,70.77M,-10.75%,972.15M,-,-3.77,-0.41%,63.83M,-0.87%,-292.19M,-,-0.77,109.87%,22.81%,-1.30%,0.00M,-,18.03%,-0.98%,16.76,-38.20%,6.18,2.22,-2.93%,-52.39%,14.56M,-25.75%,6.81,2.01,-,-67.09%,9.56,31.46,-9.57%,-,-,-50.05%,-60.82%,-56.45%,1.72,-,7.16,-20.00%,-,43.31%,1.08,-,7.16,-0.81%,0.00%,47.52,7.06%,8.05%,168,0.10,-,-,1.40,33.56,Yes / Yes,0.10,7.17%,-,0.60,13.92,-,-5.87%,-,Feb 27 BMO,868.55K,13.70,-5.39%,1.19%,-27.76%,"

","517,992",-1.58%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,32.55,2.05,24.32%,260.90M,-2.31%,20.56B,14.49,4.62,-0.46%,232.75M,9.03%,637.46M,21.70,1.20,58.87%,5.08%,-6.31%,4.53B,4.54,-15.87%,-0.54%,3.32,-3.58%,26.07,2.56,5.30%,7.06%,11.84M,-3.52%,22.66,2.95,1.50%,8.96%,58.87,75.90,-7.02%,-,13.97,-,7.90%,-11.92%,-0.07,-,4.38,95.81%,74.72%,13.57%,1.78,-,4.38,516.13%,11.60%,49.91,2.39%,2.72%,7420,0.01,3.06%,14.08%,2.71,78.25,Yes / Yes,0.01,368.46%,0.00%,0.45,66.53,1.54%,23.91%,2.56%,Feb 26 AMC,3.56M,66.86,-0.22%,0.35%,-0.97%,"

","1,592,216",0.50%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.46,0.41%,98.72M,-14.63%,1.70B,-,-1.91,-8.59%,98.31M,-10.55%,-334.62M,-,-0.51,42.47%,4.13%,-42.61%,266.72M,6.37,7.53%,-1.99%,6.17,-32.06%,8.19,2.10,40.30%,-29.66%,4.06M,-43.03%,8.17,2.11,-,-36.34%,17.68,40.42,-37.03%,-,-,-16.93%,-41.61%,-57.42%,1.12,-,4.41,2095.12%,64.08%,-2.69%,1.23,-,4.63,25.17%,-141.19%,35.60,5.52%,5.51%,2175,0.02,24.03%,-125.46%,1.18,53.63,Yes / Yes,0.01,-52.98%,-,1.40,18.27,-8.76%,-90.47%,5.16%,Feb 27 AMC,658.80K,17.21,-13.42%,-19.14%,-32.21%,"

","921,175",-5.80%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.85,9.46%,127.44M,0.66%,2.33B,20.32,0.90,0.00%,115.39M,2.46%,-136.80M,-,-0.06,0.63%,0.01%,18.13%,1.23B,1.90,252.64%,-,0.30,-,2.82,6.49,574.48%,-4.29%,0.02M,-,2.35,7.79,-,-9.63%,15.00,21.91,12.26%,-,-,-,-28.89%,-16.45%,-,-,1.56,39.26%,16.66%,22.07%,1.76,-,1.73,26.52%,-4.62%,49.35,7.95%,9.70%,3956,0.26,-0.20%,-11.13%,1.00,21.38,No / Yes,0.05,63.33%,-,1.04,18.15,-,-,6.47%,Mar 19 BMO,56.20K,18.31,-2.62%,1.30%,4.24%,"

","58,529",0.88%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,25.32,0.47,30.47%,76.17M,-1.75%,1.17B,61.43,0.19,-0.80%,68.89M,-16.89%,49.10M,2.46,-0.06,51.43%,4.54%,-15.04%,645.72M,1.81,-114.22%,-1.83%,5.17,-21.32%,0.08,139.50,393.91%,7.15%,3.13M,-19.00%,5.25,2.25,10.30%,265.50%,10.27,19.29,-15.04%,-,11.44,-,8.77%,-38.78%,1.26,-,6.57,17.01%,89.72%,15.00%,0.48,-,6.57,-9.45%,13.48%,37.19,4.36%,3.97%,1000,66.40,-28.62%,7.60%,2.38,14.00,Yes / Yes,65.87,-67.13%,0.00%,0.81,11.66,6.05%,-32.61%,-35.42%,Feb 22 AMC,604.87K,11.81,-5.44%,-13.57%,-17.86%,"

","489,435",1.29%,ZIP
