Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,43.77,0.77,16.20%,172.26M,3.30%,5.78B,25.65,1.32,-14.98%,143.23M,8.68%,135.60M,2.80,0.32,83.98%,2.89%,9.81%,1.54B,3.75,24.23%,6.04%,4.00,8.58%,9.32,3.63,9.34%,4.67%,4.13M,18.76%,0.95,35.51,15.65%,8.04%,25.09,34.58,14.93%,0.26 (0.78%),20.49,18.47%,6.37%,-2.25%,1.15,0.32 (0.95%),1.75,0.20%,40.45%,34.72%,0.89,"Aug 20, 2024",2.83,183.51%,15.70%,64.07,2.02%,2.24%,2400,0.34,0.50%,8.80%,2.25,36.00,Yes / Yes,0.33,34.01%,45.61%,1.84,33.48,0.70%,5.16%,2.18%,Jul 30 AMC,1.03M,33.80,6.28%,8.34%,9.21%,"

","1,904,504",0.96%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.33,7.77%,151.47M,3.40%,1.34B,15.58,0.57,-8.45%,139.71M,0.00%,-47.27M,-,0.11,75.56%,3.94%,-7.05%,445.68M,3.00,70.20%,-0.36%,4.43,-2.65%,1.27,6.96,0.89%,-6.17%,5.50M,0.80%,3.59,2.46,15.00%,-31.02%,7.05,10.85,-6.06%,-,-,9.40%,-7.99%,-18.62%,1.72,-,2.71,12.97%,68.16%,25.25%,0.33,-,2.71,60.38%,-6.31%,52.26,3.16%,4.21%,1618,2.12,7.33%,-10.61%,1.86,12.00,Yes / Yes,2.08,70.33%,-,1.86,8.80,2.46%,98.33%,6.80%,Aug 21 AMC,1.24M,8.83,1.25%,-0.13%,-2.73%,"

","2,313,800",0.34%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,38.32,5.11,0.09%,458.37M,2.27%,88.67B,30.33,6.45,-0.45%,452.65M,6.53%,2.34B,4.01,1.46,95.66%,1.13%,14.52%,8.91B,9.95,9.66%,0.02%,2.53,14.66%,10.94,17.88,10.61%,16.79%,5.09M,8.58%,3.47,56.33,9.57%,48.88%,144.80,201.92,-0.84%,1.70 (0.87%),42.16,11.57%,20.02%,-3.08%,0.88,1.67 (0.85%),2.09,8.05%,68.32%,35.16%,3.56,"Jul 18, 2024",3.45,7.38%,36.05%,71.85,1.74%,1.61%,14100,1.36,8.43%,26.29%,1.53,221.50,Yes / Yes,1.36,-5.60%,30.71%,0.97,194.25,2.10%,5.04%,8.30%,Aug 06 BMO,2.02M,195.71,5.14%,6.92%,8.90%,"

","1,962,904",0.75%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,15.78,1.42,0.86%,606.77M,2.57%,13.36B,11.11,2.01,0.00%,592.88M,13.52%,1.19B,1.16,0.40,34.69%,2.90%,-0.31%,5.61B,2.38,13.43%,3.61%,7.25,3.09%,10.31,2.17,18.60%,9.95%,17.22M,-11.21%,4.71,4.74,13.57%,14.81%,15.90,25.13,4.98%,0.68 (3.06%),-,13.37%,12.68%,-11.10%,-0.10,0.97 (4.34%),1.22,15.78%,31.13%,40.55%,0.53,"Sep 10, 2024",1.26,-0.18%,24.65%,66.27,1.51%,2.42%,23554,0.30,3.60%,21.14%,1.30,29.00,Yes / Yes,0.12,-3.11%,40.76%,0.92,22.12,0.90%,2.93%,6.28%,Aug 21 BMO,2.38M,22.34,4.82%,10.06%,8.97%,"

","2,188,462",0.99%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.39,38.67%,152.49M,9.25%,25.97B,48.58,3.51,-0.11%,93.52M,-11.71%,-57.71M,-,0.63,46.95%,4.43%,-7.63%,2.17B,11.98,-10.26%,5.50%,2.09,-13.08%,8.36,20.38,22.48%,-1.39%,4.14M,9.11%,15.80,10.78,18.14%,-5.77%,146.59,259.61,-23.13%,-,44.40,-10.72%,-4.38%,-34.39%,0.84,-,1.04,48.57%,77.87%,16.19%,7.06,-,1.04,72.20%,-5.71%,44.70,3.28%,3.15%,7348,0.97,34.07%,-2.66%,1.71,214.44,Yes / Yes,0.04,53.13%,-,0.85,171.78,4.48%,24.95%,30.30%,Sep 03 AMC,1.98M,170.32,-6.19%,-7.17%,-13.75%,"

","1,691,215",-0.85%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.75,13.75%,70.77M,25.38%,291.55M,-,-3.56,-0.13%,61.33M,30.99%,-194.65M,-,-0.89,100.03%,20.02%,-51.13%,40.56M,7.19,35.18%,-1.04%,5.65,-70.42%,5.38,0.76,-22.88%,-34.97%,12.28M,-82.49%,6.00,0.68,-,-42.98%,2.83,23.52,-72.94%,-,-,-50.05%,-45.92%,-82.57%,1.68,-,6.59,-20.00%,96.71%,44.88%,0.44,-,6.59,42.78%,-543.77%,64.07,16.33%,10.71%,168,0.12,-,-479.92%,2.27,9.90,Yes / Yes,0.11,32.87%,-,3.36,3.68,-,-47.48%,-,Aug 09 BMO,2.17M,4.10,27.37%,15.21%,-59.63%,"

","7,309,286",11.41%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,24.40,2.79,15.03%,307.79M,2.11%,20.96B,12.87,5.29,-0.64%,261.54M,17.29%,875.37M,16.27,1.31,59.34%,4.02%,19.60%,4.59B,4.57,2.33%,-0.54%,2.98,2.84%,27.68,2.46,-0.70%,9.01%,10.51M,-4.22%,24.46,2.78,1.50%,11.27%,55.06,74.77,-5.28%,-,12.18,-,10.22%,-8.91%,-0.05,-,4.45,95.81%,74.59%,23.70%,1.57,-,4.45,508.08%,17.80%,62.30,1.93%,2.76%,7420,0.01,2.76%,19.08%,2.54,74.78,Yes / Yes,0.00,17.25%,0.00%,0.65,67.62,1.20%,14.44%,2.09%,Aug 21 AMC,3.52M,68.11,1.35%,10.46%,6.24%,"

","2,304,836",0.72%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.07,0.59%,99.12M,2.32%,2.06B,-,-1.78,-15.22%,98.53M,21.60%,-298.33M,-,-0.76,42.95%,5.01%,9.43%,322.71M,6.38,14.08%,-2.02%,8.53,14.88%,7.18,2.89,39.99%,-28.50%,4.93M,-19.37%,7.37,2.82,-,-36.46%,13.48,31.22,-24.00%,-,-,-16.93%,-42.02%,-33.47%,1.06,-,3.29,2095.12%,62.95%,54.08%,0.89,-,3.46,24.90%,-109.67%,63.19,3.98%,4.28%,2175,0.12,28.16%,-92.44%,1.14,49.39,Yes / Yes,0.01,34.35%,-,0.25,20.68,7.45%,-15.75%,45.95%,Aug 06 AMC,578.17K,20.77,7.62%,12.58%,4.04%,"

","144,632",0.44%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.36,8.84%,127.44M,3.02%,392.62M,15.13,0.20,0.00%,116.59M,-7.53%,-57.85M,-,-0.00,17.20%,0.01%,-8.63%,1.22B,0.32,3.54%,-,0.06,-84.05%,2.73,1.13,336.89%,-4.29%,0.01M,-,2.20,1.40,-,-9.63%,2.62,21.91,-81.18%,-,-,-,-12.58%,-85.99%,-,-,1.61,26.18%,17.21%,17.18%,0.28,-,1.80,69.95%,-3.73%,46.85,7.18%,10.59%,3476,0.26,-1.34%,-4.74%,1.00,4.75,No / Yes,0.04,88.56%,-,0.41,2.99,-2.36%,-133.33%,5.18%,Aug 22 BMO,114.64K,3.07,-3.47%,-3.49%,-72.67%,"

","46,979",2.68%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,35.24,0.29,36.02%,76.17M,12.71%,1.00B,-,-0.19,-0.51%,63.56M,17.69%,30.22M,-,-0.10,51.96%,5.31%,12.33%,537.45M,1.87,-146.24%,-1.82%,6.20,-13.59%,0.25,41.04,11.02%,4.65%,3.38M,-32.82%,5.27,1.92,-,855.40%,7.21,15.35,-27.27%,-,11.56,-,5.26%,-34.14%,1.19,-,7.44,17.01%,89.51%,40.22%,0.42,-,7.44,-44.78%,11.55%,65.50,5.04%,4.14%,1000,22.71,-32.11%,5.62%,2.62,9.10,Yes / Yes,22.52,-50.07%,0.00%,0.99,9.95,5.30%,190.25%,-27.44%,Aug 07 AMC,544.51K,10.11,8.62%,14.57%,-9.59%,"

","538,578",1.61%,ZIP
