Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,51.05,0.79,16.26%,172.26M,2.73%,6.93B,29.98,1.34,-9.34%,142.12M,11.90%,137.70M,3.21,0.28,92.50%,5.49%,25.66%,1.55B,4.46,27.71%,10.10%,4.99,28.64%,9.34,4.31,8.38%,4.94%,7.81M,33.28%,1.09,36.89,15.89%,8.52%,27.55,40.64,36.86%,0.27 (0.66%),25.67,18.47%,6.47%,-0.96%,1.15,0.33 (0.82%),1.71,0.20%,41.40%,46.10%,0.79,"Nov 20, 2024",2.70,28.10%,16.27%,69.17,1.49%,2.13%,2400,0.35,2.55%,8.87%,2.25,38.71,Yes / Yes,0.34,6.98%,45.61%,0.92,39.93,0.95%,5.82%,2.91%,Oct 29 AMC,1.56M,40.25,4.30%,8.82%,22.71%,"

","1,434,724",0.80%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.33,7.50%,153.54M,0.00%,1.53B,17.37,0.57,-8.45%,142.03M,0.41%,-47.27M,-,0.11,72.23%,2.68%,12.24%,445.68M,3.42,70.45%,-2.83%,1.31,3.45%,1.27,7.81,1.33%,-6.17%,3.81M,19.71%,3.53,2.81,15.00%,-31.02%,7.70,10.85,5.32%,-,-,9.40%,-7.99%,-8.76%,1.68,-,2.71,12.97%,68.16%,28.57%,0.08,-,2.71,60.38%,-6.31%,65.26,0.45%,0.37%,1618,2.12,7.33%,-10.61%,3.00,10.00,Yes / Yes,2.08,70.33%,-,0.87,9.94,2.46%,98.33%,6.80%,Aug 21 AMC,2.91M,9.90,-0.04%,5.45%,7.47%,"

","2,527,926",-0.40%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,33.60,5.32,0.08%,458.37M,1.30%,80.74B,28.00,6.38,0.00%,450.80M,-0.72%,2.43B,3.62,1.37,94.83%,0.96%,-1.86%,9.15B,8.82,10.67%,-1.52%,2.07,4.33%,11.59,15.42,8.41%,17.07%,4.32M,-0.83%,3.79,47.11,9.29%,47.13%,144.80,201.92,-9.45%,1.70 (0.95%),34.98,11.57%,20.27%,-11.49%,0.90,1.73 (0.97%),2.27,8.05%,68.49%,23.42%,3.91,"Oct 31, 2024",3.69,8.09%,36.45%,48.83,1.65%,2.28%,14100,1.29,9.33%,26.55%,1.45,222.92,Yes / Yes,1.29,16.43%,30.71%,2.18,176.96,4.34%,8.49%,11.02%,Nov 04 BMO,2.09M,178.71,1.15%,-3.55%,0.33%,"

","4,558,326",0.99%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.29,1.43,0.86%,606.77M,-8.70%,11.36B,10.25,1.85,0.00%,592.88M,-21.63%,1.20B,1.02,0.45,28.52%,3.48%,-9.14%,5.83B,1.95,11.27%,-11.61%,7.04,-22.99%,10.74,1.77,13.73%,9.47%,20.63M,-14.92%,5.47,3.47,13.00%,14.45%,15.90,27.50,-10.76%,0.66 (3.49%),-,13.37%,13.77%,-30.95%,-0.11,0.97 (5.11%),0.94,15.78%,31.29%,19.47%,0.71,"Sep 10, 2024",0.96,-2.64%,24.78%,22.63,3.15%,2.65%,23554,0.30,8.68%,20.51%,1.26,27.37,Yes / Yes,0.01,3.34%,40.76%,2.27,19.28,1.13%,0.45%,17.70%,Nov 19 AMC,2.93M,18.99,-11.90%,-18.87%,-11.82%,"

","6,642,100",-1.50%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.39,38.31%,152.49M,3.73%,32.65B,60.10,3.50,-0.14%,94.07M,13.77%,-57.71M,-,0.63,49.07%,4.59%,6.69%,2.17B,15.06,-10.49%,4.11%,2.39,28.18%,8.36,25.18,22.62%,-1.39%,4.32M,8.98%,15.53,13.55,18.50%,-5.77%,153.45,259.61,-5.03%,-,55.82,-10.72%,-4.38%,-18.95%,0.82,-,1.04,48.57%,77.87%,37.13%,6.43,-,1.04,72.20%,-5.71%,65.40,3.43%,3.05%,7348,0.97,34.07%,-2.66%,1.73,218.05,Yes / Yes,0.04,53.13%,-,0.97,210.96,4.48%,24.95%,30.30%,Dec 02 AMC,1.81M,210.42,6.21%,12.36%,11.67%,"

","1,755,965",-0.26%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.53,13.59%,70.77M,14.75%,253.35M,-,-2.93,-0.11%,61.58M,23.67%,-179.28M,-,-0.56,89.79%,11.45%,14.75%,40.56M,6.25,45.10%,-7.35%,3.43,-70.49%,4.98,0.70,-19.28%,-34.60%,7.05M,-67.74%,5.40,0.65,-,-42.89%,2.66,18.07,-76.90%,-,-,-50.05%,-45.41%,-80.63%,1.78,-,7.29,-20.00%,96.77%,31.58%,0.35,-,7.29,45.45%,-515.94%,52.71,9.01%,11.60%,168,0.12,-,-442.02%,1.89,10.50,Yes / Yes,0.11,28.19%,-,0.42,3.23,-,-47.48%,-,Aug 09 BMO,2.06M,3.50,1.64%,2.54%,-54.25%,"

","869,834",8.36%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,31.89,2.79,15.03%,307.79M,12.80%,28.98B,19.29,4.62,-1.38%,261.53M,22.58%,875.37M,5.32,1.28,57.39%,3.48%,23.82%,4.59B,6.32,-15.87%,-1.47%,2.97,43.46%,27.68,3.22,5.30%,9.01%,9.09M,37.97%,23.13,3.85,6.00%,11.27%,55.06,87.15,23.81%,-,16.84,-,10.22%,2.16%,-0.03,-,4.45,95.81%,74.59%,61.70%,2.54,-,4.45,508.08%,17.80%,72.90,3.61%,2.80%,7420,0.01,2.76%,19.08%,2.49,76.88,Yes / Yes,0.00,17.25%,0.00%,5.45,85.88,1.23%,5.67%,2.09%,Nov 25 AMC,3.06M,89.03,10.76%,20.55%,36.29%,"

","16,674,620",3.67%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.78,0.24%,108.14M,11.60%,3.04B,-,-1.78,-20.95%,107.88M,-13.22%,-270.85M,-,-0.70,43.88%,4.32%,45.32%,355.75M,8.54,20.64%,-8.93%,4.90,52.17%,6.78,4.14,35.31%,-26.70%,4.66M,-0.99%,6.62,4.24,-,-34.98%,13.48,36.60,2.78%,-,-,-16.93%,-40.20%,-23.25%,0.98,-,2.87,2095.12%,63.17%,108.38%,1.77,-,3.01,10.91%,-95.07%,51.38,4.96%,5.04%,2175,0.19,35.01%,-76.13%,1.33,50.19,Yes / Yes,0.01,40.53%,-,1.19,26.43,0.02%,94.89%,47.72%,Nov 12 BMO,951.17K,28.09,-2.80%,5.03%,38.23%,"

","1,130,377",6.28%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.26,8.87%,127.44M,-7.22%,461.95M,18.26,0.20,0.00%,116.94M,-1.37%,-41.45M,-,0.02,17.12%,0.03%,18.81%,1.23B,0.38,25.93%,-0.32%,0.51,-59.60%,2.72,1.32,405.88%,-3.21%,0.04M,-,2.29,1.57,-,-7.35%,2.62,21.91,-77.93%,-,-,-,-9.02%,-83.57%,-,-,1.62,26.18%,17.54%,37.40%,0.23,-,1.81,72.88%,-3.55%,43.11,5.94%,6.17%,3476,0.23,1.40%,-3.38%,1.00,4.55,No / Yes,0.05,59.85%,-,1.27,3.70,-,50.00%,1.80%,Nov 22 BMO,75.95K,3.60,-5.37%,-0.28%,-56.52%,"

","96,724",-2.70%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,300.97,0.03,36.39%,76.17M,3.10%,902.68M,-,-0.18,-0.48%,62.15M,1.53%,3.57M,-,-0.11,53.61%,6.20%,-1.38%,498.90M,1.81,-129.44%,0.36%,8.45,-8.37%,0.14,66.85,-35.01%,0.55%,3.86M,-27.34%,5.13,1.81,-,430.38%,7.21,15.35,-33.09%,-,13.45,-,0.63%,-39.41%,1.18,-,7.35,17.01%,89.13%,28.99%,0.47,-,7.35,-94.10%,5.24%,47.69,4.49%,5.00%,1000,40.75,-30.73%,0.72%,2.62,10.40,Yes / Yes,40.47,-111.35%,0.00%,1.67,9.09,4.27%,70.54%,-24.77%,Nov 06 AMC,456.47K,9.30,-2.75%,-2.72%,-7.41%,"

","763,862",2.31%,ZIP
