Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,47.53,0.79,16.26%,169.85M,-5.31%,6.42B,27.93,1.34,-4.74%,142.12M,-4.75%,137.70M,2.99,0.28,92.47%,5.10%,8.10%,1.55B,4.13,27.64%,9.97%,6.78,26.11%,9.34,4.01,8.39%,4.94%,7.25M,26.41%,1.10,34.15,15.89%,8.52%,27.55,41.15,27.44%,0.33 (0.89%),23.77,18.47%,6.47%,-8.92%,1.16,0.33 (0.88%),1.71,0.20%,41.40%,36.04%,0.79,"Nov 20, 2024",2.70,28.10%,16.27%,36.18,2.61%,1.83%,2400,0.35,2.55%,8.87%,2.25,39.43,Yes / Yes,0.34,6.98%,45.61%,0.52,37.48,0.95%,5.82%,2.91%,Oct 29 AMC,1.07M,37.48,-5.24%,-2.71%,11.70%,"

","554,615",0.00%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.50,7.60%,145.08M,-0.20%,1.52B,17.09,0.58,-8.53%,142.06M,0.10%,-73.97M,-,0.14,72.36%,2.22%,14.57%,452.76M,3.36,71.21%,-3.50%,0.98,7.95%,1.20,8.27,2.65%,-9.16%,3.15M,8.07%,3.64,2.73,15.00%,-47.76%,7.70,10.85,5.43%,-,21.35,9.40%,-12.64%,-8.66%,1.67,-,2.56,12.97%,67.98%,28.70%,0.05,-,2.56,14.25%,-4.07%,53.27,0.37%,0.43%,1618,2.21,6.78%,-16.34%,3.00,10.00,Yes / Yes,2.18,-443.70%,-,0.78,9.91,0.77%,39.13%,6.45%,Dec 09 AMC,3.20M,9.91,-0.28%,0.38%,5.93%,"

","2,497,269",0.00%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,30.89,5.32,0.08%,451.55M,-6.56%,74.72B,25.76,6.38,-0.95%,450.80M,-7.03%,2.43B,3.32,1.38,94.81%,1.21%,-15.18%,9.15B,8.16,10.58%,-1.56%,2.35,-2.20%,11.59,14.17,8.40%,17.07%,5.48M,-15.61%,3.77,43.59,9.29%,47.13%,144.80,200.53,-16.77%,1.73 (1.05%),32.37,11.57%,20.27%,-18.08%,0.89,1.73 (1.05%),2.27,8.05%,68.49%,13.45%,3.86,"Jan 21, 2025",3.69,8.09%,36.45%,30.08,2.63%,2.11%,14100,1.29,9.33%,26.55%,1.43,220.60,Yes / Yes,1.29,16.43%,30.71%,1.04,164.84,4.34%,8.49%,11.02%,Nov 04 BMO,2.33M,164.28,-5.64%,-7.84%,-6.96%,"

","2,437,776",-0.34%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.86,1.43,0.86%,598.04M,2.22%,11.84B,11.06,1.79,0.00%,592.88M,-0.10%,1.20B,1.19,0.45,28.44%,2.89%,-14.17%,5.83B,2.03,10.68%,-10.88%,5.20,-8.12%,10.74,1.84,11.38%,9.47%,17.15M,-1.05%,5.47,3.62,11.68%,14.45%,15.90,27.50,-6.95%,0.66 (3.33%),-,13.37%,13.77%,-28.00%,-0.15,0.97 (4.90%),0.94,15.78%,31.29%,24.57%,0.56,"Sep 10, 2024",0.96,-2.64%,24.78%,48.32,2.36%,2.22%,23554,0.30,8.68%,20.51%,1.26,26.43,Yes / Yes,0.01,3.34%,40.76%,0.34,19.83,1.13%,0.45%,17.70%,Nov 19 AMC,3.30M,19.80,3.28%,-7.48%,-8.08%,"

","1,123,773",-0.15%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.24,38.10%,153.41M,-9.04%,29.18B,52.53,3.54,-0.12%,94.98M,-10.30%,-36.27M,-,0.69,48.88%,4.20%,6.77%,2.30B,12.69,-6.50%,4.54%,2.19,1.87%,9.31,19.97,18.68%,-0.87%,3.99M,-15.99%,17.26,10.78,16.32%,-3.24%,153.45,259.61,-16.08%,-,44.75,-10.72%,-2.47%,-28.38%,0.85,-,1.09,48.57%,77.81%,21.17%,7.84,-,1.09,79.05%,-4.74%,39.93,4.48%,3.83%,7348,0.87,30.77%,-1.58%,1.82,226.37,Yes / Yes,0.03,65.17%,-,0.70,187.38,3.71%,22.75%,26.42%,Dec 02 AMC,1.82M,185.94,-7.74%,-5.67%,0.19%,"

","1,264,784",-0.77%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.53,19.17%,71.15M,2.58%,232.04M,-,-2.93,-0.01%,57.60M,0.00%,-179.28M,-,-0.79,83.16%,8.11%,-20.90%,40.56M,5.72,45.10%,-14.52%,3.65,-24.29%,4.98,0.64,-19.28%,-34.60%,4.67M,-77.76%,5.36,0.59,-,-42.89%,2.66,18.07,-79.01%,-,-,-50.05%,-45.41%,-82.40%,1.86,-,7.29,-20.00%,96.77%,19.55%,0.29,-,7.29,45.45%,-515.94%,47.01,9.17%,8.20%,168,0.12,-,-442.02%,1.89,10.50,Yes / Yes,0.11,28.19%,-,0.77,3.00,-,38.39%,-,Nov 06,1.28M,3.18,-5.00%,-4.06%,-52.20%,"

","983,517",6.00%,ZNTL
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,28.46,3.00,14.68%,306.50M,1.75%,26.62B,15.93,5.35,-1.78%,261.49M,5.01%,941.21M,4.15,1.30,57.72%,3.46%,22.81%,4.63B,5.75,4.32%,-1.36%,2.77,47.55%,28.31,3.01,-1.51%,9.41%,9.04M,18.60%,24.70,3.45,6.85%,11.70%,55.06,92.80,18.58%,-,15.43,-,10.80%,-8.11%,-0.03,-,4.50,95.81%,74.54%,54.87%,2.66,-,4.50,296.12%,17.93%,55.31,3.04%,3.19%,7420,0.01,2.87%,20.34%,2.40,91.76,Yes / Yes,0.00,44.84%,0.00%,0.73,85.60,1.23%,5.67%,3.59%,Nov 25 AMC,3.26M,85.27,0.81%,6.79%,27.07%,"

","2,374,158",-0.39%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.78,0.22%,108.94M,1.38%,2.89B,-,-1.78,-22.30%,108.70M,3.27%,-270.85M,-,-0.70,42.17%,4.75%,23.04%,355.75M,8.13,21.50%,-8.02%,5.19,43.30%,6.78,3.91,34.63%,-26.70%,5.17M,2.08%,6.57,4.04,-,-34.98%,13.48,36.60,-2.89%,-,-,-16.93%,-40.20%,-27.49%,0.99,-,2.87,2095.12%,63.17%,96.88%,1.30,-,3.01,10.91%,-95.07%,45.11,4.18%,4.17%,2175,0.19,35.01%,-76.13%,1.36,50.19,Yes / Yes,0.01,40.53%,-,0.25,26.72,0.02%,94.89%,47.72%,Nov 12 BMO,995.34K,26.54,-3.82%,-6.23%,26.10%,"

","244,397",-0.67%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.26,8.87%,128.32M,-4.21%,437.57M,34.37,0.10,0.00%,116.94M,-10.50%,-41.45M,-,-0.01,17.12%,0.01%,23.55%,1.23B,0.36,-96.08%,-0.26%,0.19,-12.56%,2.72,1.25,158.61%,-3.21%,0.01M,-78.18%,2.29,1.49,-,-7.35%,2.62,21.91,-79.09%,-,-,-,-9.02%,-84.44%,-0.17,-,1.62,26.18%,17.54%,30.15%,0.27,-,1.81,72.88%,-3.55%,43.44,9.46%,8.01%,3476,0.23,1.40%,-3.38%,1.00,4.32,No / Yes,0.05,59.85%,-,0.94,3.70,-,50.00%,1.80%,Nov 22 BMO,72.96K,3.41,-3.28%,-7.31%,-50.03%,"

","68,566",-7.84%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,228.80,0.03,28.90%,75.06M,-11.85%,666.46M,-,-0.18,-0.61%,69.36M,-22.73%,3.57M,-,-0.11,53.63%,4.82%,-24.63%,498.90M,1.34,-129.44%,1.70%,7.47,-18.55%,0.14,50.82,-35.01%,0.55%,3.34M,-50.42%,5.28,1.34,-,430.38%,7.08,15.35,-49.14%,-,9.93,-,0.63%,-53.94%,1.19,-,7.35,17.01%,89.13%,-0.16%,0.40,-,7.35,-94.10%,5.24%,25.93,5.69%,4.69%,1000,40.75,-30.73%,0.72%,2.62,10.40,Yes / Yes,40.47,-111.35%,0.00%,1.03,7.13,4.27%,70.54%,-24.77%,Nov 06 AMC,447.55K,7.07,-13.72%,-21.59%,-26.01%,"

","462,493",-0.84%,ZIP
