Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.98,3.44%,74.85M,11.63%,1.41B,-,-1.00,7.61%,73.13M,17.55%,1.15B,-,-0.29,102.22%,9.46%,28.59%,-73.68M,11.48,45.95%,0.63%,12.92,70.20%,122.87M,4.20,-14.67%,-15.95%,6.92M,27.19%,4.44,5.01,4.46%,-19.89%,19.50 -4.51%,41.06%,3.72,-,26.71% 15.81%,-21.07%,9.03 106.20%,211.89%,-,-,41.95% 20.90%,89.52%,5.01%,3.95%,-59.18%,-,9.34,35.69%,-67.32%,0.72,-,-,7.69,95.94%,-59.96%,76.18,1.18,- -,7.69,106.06%,9.66%,1.46,24.55,-,0.06,153.21%,20.48%,1.00,18.23,286,0.05,Aug 07 AMC,37.57%,535.51K,18.62,"Apr 28, 2017",Yes / Yes,106.22% 182.52%,"

","536,730",2.14%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,46.11,1.01,11.53%,167.66M,-1.39%,7.82B,29.63,1.57,-1.72%,148.24M,-1.29%,8.17B,4.57,0.40,91.66%,3.96%,25.02%,174.00M,4.84,11.82%,-0.87%,5.37,58.47%,1.61B,5.00,10.04%,6.40%,5.86M,25.12%,9.33,38.73,10.08%,10.81%,48.42 -3.61%,27.79%,1.20,27.78,32.18% -7.41%,8.26%,27.74 68.24%,89.41%,0.37 (0.78%),22.78,19.81% -5.41%,41.82%,2.55%,2.02%,189.82%,0.36 (0.77%),5.06,30.64%,16.77%,0.98,415.77%,"Aug 20, 2025",1.72,4.74%,10.78%,52.54,2.44,3.23% 0.62%,2.71,12.98%,-0.20%,1.15,47.43,35.98%,0.36,7.89%,1.21%,0.84,46.37,2500,0.35,Jul 29 AMC,21.47%,1.09M,46.67,"Mar 29, 2012",Yes / Yes,17.06% 4.65%,"

","921,699",0.65%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,24.45,5.81,0.18%,443.95M,-0.95%,62.99B,20.58,6.91,-0.08%,442.41M,-3.62%,68.34B,2.87,1.62,97.57%,1.80%,-5.27%,2.61B,6.71,7.28%,0.53%,2.58,-4.76%,9.38B,12.68,8.75%,18.24%,7.99M,-12.77%,11.21,43.89,8.53%,52.54%,196.55 -27.69%,-25.23%,3.24,28.38,8.55% 11.91%,25.07%,139.34 2.00%,-2.51%,1.99 (1.40%),17.06,5.98% 8.14%,70.03%,1.76%,1.97%,-12.90%,1.93 (1.36%),7.28,13.72%,37.51%,2.83,233.07%,"Oct 31, 2025",1.04,5.27%,27.83%,39.82,1.57,18.93% 21.14%,1.76,17.78%,-1.30%,0.90,194.14,32.86%,1.36,4.19%,-4.44%,1.03,143.46,13800,1.09,Nov 04 BMO,-9.93%,3.10M,142.12,"Feb 01, 2013",Yes / Yes,8.60% 2.10%,"

","3,180,834",-0.93%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,12.99,1.46,0.00%,593.65M,-0.58%,11.27B,11.23,1.69,-,593.65M,-2.11%,10.29B,1.65,0.35,14.66%,3.06%,3.60%,1.21B,1.76,-0.77%,-8.55%,9.25,1.28%,6.42B,1.70,13.47%,9.38%,18.17M,-2.86%,11.20,3.04,7.88%,13.98%,25.70 -26.11%,-26.93%,6.24,-,18.24% 8.45%,13.37%,16.34 16.22%,-16.54%,0.62 (3.29%),5.59,9.28% 13.97%,27.49%,2.94%,2.35%,-32.25%,0.65 (3.42%),1.60,2.41%,21.97%,0.47,-,"Sep 30, 2025",1.19,14.40%,18.81%,50.32,1.44,- -,1.21,-25.19%,0.15%,-0.18,23.17,45.76%,0.29,10.45%,-0.85%,0.81,18.62,24471,0.01,Aug 19 AMC,0.32%,1.96M,18.99,"Oct 27, 2016",Yes / Yes,-17.31% -2.87%,"

","1,586,718",1.99%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.27,37.20%,158.30M,-3.68%,47.86B,68.82,4.39,-0.56%,99.42M,7.23%,46.09B,-,0.86,53.29%,5.71%,5.61%,-41.48M,17.91,11.37%,-0.87%,3.56,47.75%,2.67B,26.60,20.27%,-0.75%,5.67M,67.59%,11.37,13.40,18.14%,-2.70%,319.89 -5.48%,52.50%,22.57,65.86,54.06% 21.31%,-1.17%,164.78 83.49%,92.36%,-,30121.85,34.81% 44.03%,76.82%,2.59%,3.09%,104.76%,-,17.24,31.04%,-4.48%,9.78,-,-,1.94,23.31%,-1.55%,53.77,1.60,- -,1.94,-14.36%,0.78%,1.06,327.15,-,1.00,21.31%,5.82%,0.69,301.80,7923,0.97,Sep 02 AMC,21.97%,1.59M,302.35,"Mar 16, 2018",Yes / Yes,11.25% 1.74%,"

","1,103,032",0.18%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,20.94,3.80,11.17%,267.28M,-0.43%,23.80B,13.42,5.93,-0.81%,265.85M,-6.68%,16.06B,5.02,1.44,64.20%,1.84%,6.58%,1.19B,5.01,5.56%,0.27%,1.47,9.82%,4.75B,2.67,1.34%,11.03%,4.90M,-2.57%,29.82,3.06,4.17%,13.60%,92.80 -14.32%,12.49%,26.02,12.90,-10.66% 106.45%,13.23%,64.41 23.44%,7.85%,-,13.65,4.40% 49.60%,76.38%,3.09%,2.44%,-83.39%,-,3.38,36.57%,20.43%,2.03,-,-,4.36,3.63%,24.99%,43.73,2.26,- -,4.36,66.82%,-3.07%,0.79,92.80,0.00%,0.01,4.71%,-0.67%,0.70,79.32,7412,0.00,Aug 21 AMC,1.27%,3.33M,79.51,"Apr 18, 2019",Yes / Yes,11.14% 1.58%,"

","2,344,363",0.24%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.05,2.08%,109.91M,-12.76%,3.27B,90.18,0.33,-17.58%,108.95M,-9.01%,2.63B,-,-0.23,37.42%,4.50%,-18.38%,-212.37M,7.64,44.89%,-3.27%,6.84,-3.26%,427.80M,4.08,122.74%,-19.74%,4.90M,12.22%,7.20,3.93,-,-28.39%,44.34 -33.72%,16.03%,7.48,-,30.02% -3.16%,-26.45%,23.82 23.38%,-4.42%,-,-,40.31% 98.33%,62.39%,5.16%,3.27%,-67.98%,-,6.15,33.47%,-57.71%,1.41,-,-,2.93,32.38%,-49.64%,37.48,1.29,- -,3.12,54.50%,-9.33%,1.10,53.97,-,0.24,9.81%,-10.93%,0.81,29.40,1869,0.01,Aug 07 BMO,-9.87%,716.01K,29.39,"Sep 20, 2017",Yes / Yes,-3.27% -11.98%,"

","579,135",-0.03%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.84,-,253.10M,-3.51%,7.48B,14.12,2.07,-,-,-2.34%,10.96B,-,-0.23,4.28%,-,-3.31%,-462.32M,0.60,56.03%,0.91%,1.14,49.72%,12.55B,-,222.69%,-7.04%,0.64M,2.82%,-13.26,5.25,-,-,33.32 -12.42%,22.35%,5.56,-,5.46% -,-,17.91 62.93%,-,-,-,118.43% 118.66%,18.90%,2.84%,2.07%,-,-,0.87,62.51%,-4.64%,0.86,-,-,0.49,39.14%,-3.68%,48.15,1.00,- -,0.59,82.59%,-1.02%,0.21,35.45,-,-,37.06%,-1.19%,0.98,28.48,17439,-,Aug 14 BMO,8.29%,565.19K,29.18,"May 10, 2024",Yes / Yes,72.37% -0.14%,"

","551,455",2.46%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.86,5.48,1.54%,147.60M,-3.69%,7.98B,9.23,5.85,-0.01%,145.34M,-4.37%,-,1.20,1.47,78.99%,4.08%,-4.22%,807.00M,1.60,15.41%,0.15%,3.98,23.38%,4.97B,1.22,2.43%,0.95%,5.92M,-0.41%,44.24,-,8.21%,13.23%,63.22 -14.54%,8.12%,-,9.96,-9.99% 3.54%,10.37%,39.32 37.41%,8.17%,1.75 (3.23%),-,19.10% 8.98%,-,3.85%,2.81%,68.11%,1.74 (3.22%),-,32.07%,22.09%,1.61,88.13%,"Aug 14, 2025",-,2.64%,16.23%,41.12,2.78,4.85% 5.34%,0.13,27.04%,-4.23%,0.96,62.55,33.52%,1.10,-1.04%,-3.29%,1.02,55.27,9406,0.18,Oct 20 AMC,3.16%,1.49M,54.03,"Mar 17, 1980",Yes / Yes,24.68% 3.35%,"

","1,518,526",-2.24%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.82,16.63,1.18%,120.46M,-0.37%,1.64B,-,-3.34,0.00%,119.04M,-6.47%,5.78B,-,0.92,52.78%,18.09%,-11.82%,2.00B,0.19,-83.21%,1.59%,4.41,-1.88%,8.58B,0.42,-211.54%,19.27%,21.53M,-36.75%,32.35,0.92,-,59.06%,29.00 -53.17%,-28.70%,14.72,0.50,-23.79% -,23.31%,11.03 23.06%,-42.07%,1.06 (7.83%),1.56,-7.73% 20.63%,32.33%,5.37%,3.49%,-,6.78 (49.93%),0.67,202.12%,28.74%,0.53,-,"Sep 02, 2025",1.11,43.57%,23.37%,47.55,3.78,16.67% -,1.20,-93.86%,-1.47%,1.65,13.50,22.25%,1.52,-15.36%,-5.70%,0.82,13.43,6700,1.21,Aug 20 BMO,-17.37%,4.88M,13.58,"Jan 28, 2021",Yes / Yes,-76.51% -5.63%,"

","3,994,368",1.12%,ZIM
