Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,44.02,1.01,11.56%,167.66M,0.68%,7.46B,28.33,1.57,-58.29%,148.17M,18.04%,7.82B,4.37,0.40,93.00%,3.27%,30.07%,174.00M,4.62,11.72%,1.77%,5.34,16.96%,1.61B,4.77,9.97%,6.40%,4.85M,19.44%,9.33,36.97,10.08%,10.81%,45.00 -1.00%,50.00%,1.20,26.52,32.18% -7.41%,8.26%,27.74 60.60%,58.60%,0.37 (0.82%),21.79,19.81% -5.41%,41.82%,2.52%,2.45%,203.87%,0.35 (0.79%),4.84,30.64%,16.77%,1.14,310.02%,"Aug 20, 2025",1.72,4.74%,10.78%,75.87,2.25,3.23% 0.62%,2.71,12.98%,11.82%,1.09,45.57,35.98%,0.36,7.89%,17.81%,0.87,44.34,2500,0.35,Jul 29 AMC,21.70%,908.92K,44.55,"Mar 29, 2012",Yes / Yes,17.06% 4.65%,"

","792,119",0.47%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,25.51,5.81,0.10%,443.95M,1.68%,65.70B,21.51,6.89,-0.65%,442.72M,-6.34%,71.05B,2.99,1.65,96.02%,1.77%,-4.97%,2.61B,7.00,6.31%,-0.33%,2.41,-15.61%,9.38B,13.22,9.50%,18.24%,7.85M,-9.02%,11.21,45.78,8.54%,52.54%,200.33 -26.00%,-15.20%,3.24,29.61,8.55% 11.91%,25.07%,139.70 6.11%,-17.11%,1.99 (1.35%),17.74,5.98% 8.14%,70.03%,3.75%,2.41%,-2.27%,1.93 (1.30%),7.57,13.72%,37.51%,3.96,205.33%,"Jul 18, 2025",1.04,5.27%,27.83%,42.89,1.55,18.93% 21.14%,1.76,17.78%,-1.40%,0.88,195.36,32.86%,1.36,4.19%,-5.87%,1.15,146.50,13800,1.09,Aug 05 BMO,-9.85%,3.26M,148.24,"Feb 01, 2013",Yes / Yes,8.60% 2.10%,"

","3,759,303",1.19%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.20,1.57,0.86%,593.65M,5.28%,12.31B,11.90,1.74,0.00%,588.53M,17.12%,11.57B,1.48,0.40,20.76%,2.23%,9.74%,1.30B,1.96,4.14%,-8.62%,5.35,9.34%,6.26B,1.93,12.25%,10.29%,13.13M,6.04%,10.73,3.87,8.93%,15.68%,27.50 -24.62%,8.14%,5.35,-,18.24% 8.45%,15.06%,16.34 26.87%,-17.29%,0.67 (3.22%),5.99,9.28% 13.97%,29.66%,1.81%,2.09%,-42.27%,0.70 (3.38%),1.85,10.00%,24.06%,0.60,-,"Apr 10, 2025",1.02,13.41%,20.76%,64.70,1.48,- -,1.05,38.73%,6.36%,-0.13,22.84,45.76%,0.27,8.02%,12.85%,1.10,19.95,24471,0.01,Aug 19 AMC,6.92%,2.45M,20.73,"Oct 27, 2016",Yes / Yes,-15.96% -9.78%,"

","2,703,115",3.91%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.25,37.22%,155.70M,-4.57%,42.43B,74.53,3.66,-0.86%,97.74M,-13.90%,40.65B,-,0.80,54.89%,6.32%,16.68%,-38.78M,16.66,0.04%,9.80%,2.60,32.93%,2.55B,23.51,14.57%,-0.81%,6.18M,51.04%,11.59,14.12,11.75%,-2.68%,318.46 -14.43%,64.92%,19.30,61.39,41.55% -10.72%,-2.11%,153.45 77.58%,72.71%,-,-,47.68% 48.24%,77.33%,4.07%,2.92%,109.86%,-,15.96,49.20%,-4.59%,8.78,-,-,1.18,25.46%,-1.52%,36.52,1.67,- -,1.18,-121.43%,-4.77%,1.05,317.24,-,0.68,22.57%,-7.69%,1.34,289.32,7348,0.02,May 29 AMC,20.27%,2.38M,272.50,"Mar 16, 2018",Yes / Yes,11.64% 1.74%,"

","3,190,739",-5.81%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,21.50,3.33,14.19%,261.11M,-3.31%,21.66B,12.61,5.68,-0.82%,259.62M,-7.47%,13.91B,8.11,1.38,62.77%,2.75%,-8.95%,1.05B,4.61,1.20%,-0.57%,2.46,-16.73%,4.70B,2.44,1.25%,9.87%,7.14M,-12.27%,29.34,2.77,2.65%,12.19%,92.80 -22.84%,28.71%,25.82,12.72,-10.66% 106.45%,11.73%,55.06 30.04%,-33.80%,-,13.20,4.40% 49.60%,75.85%,2.70%,2.02%,-71.80%,-,2.96,24.11%,18.13%,1.59,-,-,4.48,2.98%,22.31%,36.95,2.32,- -,4.48,18.68%,-3.29%,0.56,90.68,0.00%,0.01,2.93%,-6.62%,0.84,73.17,7412,0.00,Aug 21 AMC,-8.98%,2.90M,71.60,"Apr 18, 2019",Yes / Yes,9.22% 0.72%,"

","2,438,226",-2.15%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.50,1.31%,110.59M,-9.84%,3.77B,55.25,0.62,-24.47%,109.14M,-4.43%,3.10B,-,-0.28,47.51%,3.65%,20.17%,-251.78M,9.02,48.39%,-2.87%,4.47,26.55%,417.94M,4.56,145.97%,-23.29%,3.98M,30.13%,7.48,4.40,-,-32.01%,44.34 -23.14%,93.20%,7.75,-,29.99% -3.19%,-30.59%,16.01 112.87%,-11.37%,-,-,40.38% 98.40%,63.45%,2.99%,3.22%,-55.22%,-,7.43,28.72%,-64.10%,2.01,-,-,3.09,43.59%,-60.24%,42.58,1.31,- -,3.26,18.43%,-7.14%,1.04,54.71,-,0.24,22.19%,-6.12%,1.88,38.72,1869,0.02,Aug 07 BMO,7.99%,890.32K,34.08,"Sep 20, 2017",Yes / Yes,10.84% -11.98%,"

","1,671,962",-11.98%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-2.84,-,253.10M,2.48%,7.32B,14.69,1.97,-,-,11.44%,10.85B,-,-0.78,3.82%,-,14.89%,-710.26M,0.64,35.34%,-3.45%,1.30,15.12%,11.52B,-,180.11%,-11.48%,0.78M,1.97%,-12.89,5.37,-,-,33.32 -13.14%,96.07%,5.39,-,5.46% -,-,13.00 122.62%,-,-,-,118.43% 118.66%,17.93%,2.10%,2.50%,-,-,0.94,37.41%,-7.36%,0.68,-,-,0.45,43.08%,-6.16%,57.77,1.00,- -,0.59,66.34%,0.01%,0.08,35.40,-,-,47.60%,5.93%,0.32,28.84,17439,-,Aug 14 BMO,11.38%,596.59K,28.94,"May 10, 2024",Yes / Yes,-136.23% 19.27%,"

","190,164",0.35%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.34,5.48,1.62%,147.60M,-4.51%,7.56B,8.74,5.86,-1.37%,145.17M,-8.00%,-,1.22,1.46,79.04%,4.04%,12.80%,810.00M,1.52,15.11%,2.21%,4.25,-10.85%,4.97B,1.16,2.84%,0.95%,5.86M,-5.62%,44.24,-,7.63%,13.28%,63.22 -19.01%,11.26%,-,7.73,-9.99% 3.54%,10.71%,39.32 30.21%,-3.58%,1.74 (3.40%),-,19.10% 8.98%,-,2.79%,2.51%,57.68%,1.70 (3.32%),-,32.56%,22.09%,1.37,63.01%,"Aug 14, 2025",-,2.64%,16.29%,36.47,2.84,4.85% 5.34%,0.12,26.88%,-6.44%,0.95,61.20,33.52%,1.07,-1.04%,-1.68%,1.71,51.52,9406,0.15,Jul 21 AMC,-2.46%,1.38M,51.20,"Mar 17, 1980",Yes / Yes,24.68% 3.35%,"

","2,352,232",-0.62%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.82,19.53,1.18%,120.46M,0.50%,1.92B,-,-1.83,0.00%,119.04M,0.44%,5.49B,-,1.34,48.69%,20.75%,17.13%,2.35B,0.22,-79.98%,-9.80%,4.16,-11.79%,8.87B,0.48,-151.35%,23.04%,24.70M,-25.80%,32.86,0.83,-,72.40%,29.00 -45.07%,-11.01%,19.19,0.54,-23.79% -,27.51%,11.03 44.36%,-66.90%,1.28 (8.04%),1.38,-7.73% 20.63%,34.71%,3.17%,2.65%,-,7.62 (47.80%),0.62,192.29%,31.33%,0.54,-,"Jun 02, 2025",1.10,65.83%,26.52%,48.51,4.00,16.67% -,1.18,226.86%,0.14%,1.68,15.44,22.25%,1.49,28.46%,-2.61%,0.64,15.79,6700,1.16,Aug 20 BMO,-12.61%,5.94M,15.93,"Jan 28, 2021",Yes / Yes,30.79% 9.06%,"

","3,783,581",0.89%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,23.72,0.33,78.19%,252.58M,-3.23%,3.17B,15.98,0.49,0.00%,55.08M,-13.07%,4.01B,1.16,-,22.60%,6.93%,-2.38%,83.40M,1.51,12.43%,-5.33%,3.08,-13.07%,2.11B,2.07,23.69%,2.78%,3.82M,-5.81%,3.76,10.46,20.47%,8.89%,10.82 -28.10%,-27.22%,0.74,16.36,- -,4.94%,6.05 28.60%,-27.29%,0.14 (1.80%),9.07,11.29% -,55.89%,3.27%,3.08%,-,0.14 (1.83%),1.90,-37.52%,9.45%,0.29,-,"Jul 07, 2025",0.80,2.26%,3.96%,32.53,2.14,15.87% -,1.41,-54950.00%,-9.68%,0.72,9.18,42.68%,1.13,-,-10.57%,0.54,7.80,7395,0.78,Jul 30 BMO,-5.10%,1.24M,7.78,"Dec 20, 2021",Yes / Yes,-2.99% -4.68%,"

","667,349",-0.26%,ZGN
