Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,3.74%,75.14M,-4.97%,1.69B,36.23,0.62,-6.25%,72.59M,-16.31%,1.45B,0.68,-0.47,99.99%,5.27%,15.96%,-63.43M,12.55,40.00%,-2.51%,3.25,72.95%,134.48M,5.29,163.55%,-14.34%,3.82M,-15.00%,4.23,6.70,53.59%,-18.46%,28.49 -21.45%,53.71%,3.34,-,26.71% 15.81%,-18.90%,9.03 147.84%,127.90%,-,-,41.95% 20.90%,90.49%,2.89%,4.75%,-57.09%,-,10.82,43.93%,-52.51%,1.05,-,-,6.94,116.21%,-47.16%,37.68,1.00,- -,6.94,34.02%,-6.32%,1.24,35.62,-,0.06,72.59%,-10.61%,0.53,22.31,286,0.05,Nov 06 AMC,31.44%,1.18M,22.38,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","625,269",0.31%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,41.40,1.12,11.52%,167.47M,-2.19%,7.79B,28.06,1.66,-1.75%,148.06M,-2.62%,8.08B,2.29,0.34,94.01%,3.24%,1.06%,192.30M,4.69,17.55%,1.87%,5.56,8.34%,1.66B,4.90,10.19%,6.93%,4.79M,0.06%,9.50,29.93,12.23%,11.76%,50.03 -7.02%,18.19%,1.55,26.98,32.18% -7.41%,9.03%,27.74 67.70%,117.89%,0.37 (0.80%),22.12,19.81% -5.41%,41.36%,2.27%,2.22%,117.42%,0.38 (0.82%),4.87,42.07%,16.69%,1.03,526.61%,"Nov 20, 2025",1.83,6.88%,11.59%,47.56,2.25,3.23% 0.62%,2.78,44.39%,-0.16%,1.10,51.22,35.98%,0.35,11.07%,-0.77%,1.70,46.15,2500,0.34,Feb 03 AMC,9.30%,861.83K,46.52,"Mar 29, 2012",Yes / Yes,8.64% 2.88%,"

","1,467,705",0.80%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,20.51,5.93,0.18%,441.46M,-2.15%,53.64B,17.83,6.83,0.00%,439.89M,-3.38%,58.83B,2.28,1.40,99.19%,3.54%,-16.29%,2.65B,5.71,7.10%,-0.16%,2.93,-18.20%,9.40B,9.95,7.68%,17.96%,15.56M,-3.26%,12.23,25.74,7.83%,49.87%,177.40 -31.39%,-28.58%,4.73,23.95,8.55% 11.91%,20.92%,115.25 5.61%,-26.63%,1.99 (1.64%),14.62,5.98% 8.14%,70.29%,2.03%,2.27%,-25.48%,2.03 (1.67%),6.26,11.51%,37.63%,2.81,182.54%,"Jan 20, 2026",2.28,2.68%,28.21%,40.71,1.73,18.93% 21.14%,3.64,8.17%,-2.82%,0.96,155.27,32.86%,1.35,0.50%,-1.33%,0.89,121.93,13800,1.35,Feb 12 BMO,-15.62%,5.32M,121.72,"Feb 01, 2013",Yes / Yes,4.88% -0.41%,"

","4,728,168",-0.17%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.91,1.49,0.00%,591.63M,-0.36%,12.96B,12.22,1.82,-,582.69M,5.15%,11.23B,1.30,0.45,11.58%,2.92%,15.71%,1.23B,1.97,5.63%,-2.15%,9.35,11.31%,6.59B,1.95,11.83%,9.42%,17.00M,6.46%,11.39,3.64,9.38%,13.83%,22.69 -2.00%,16.99%,6.10,-,18.24% 8.45%,13.37%,16.34 36.11%,-21.83%,0.68 (3.05%),6.26,9.28% 13.97%,26.00%,1.92%,1.75%,-30.54%,0.65 (2.92%),1.71,3.12%,20.42%,0.46,-,"Sep 30, 2025",1.34,12.90%,18.61%,58.82,1.45,- -,1.38,7.47%,1.54%,-0.17,23.81,45.76%,0.19,11.30%,5.09%,1.43,21.97,24471,0.01,Nov 19 AMC,15.01%,1.82M,22.24,"Oct 27, 2016",Yes / Yes,23.62% 0.50%,"

","2,595,178",1.23%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.26,35.68%,159.47M,-3.69%,31.99B,44.81,4.48,-0.14%,102.56M,-12.01%,30.51B,2.42,0.89,52.54%,6.76%,-39.01%,-41.04M,11.29,16.26%,-1.50%,3.85,-30.27%,2.83B,16.14,17.41%,-0.73%,6.93M,-10.80%,12.43,9.63,18.48%,-2.41%,336.99 -40.46%,-1.98%,20.83,37.76,54.06% 21.31%,-1.10%,164.78 21.76%,63.58%,-,1565.29,34.81% 44.03%,76.55%,3.92%,3.26%,-7.70%,-,10.77,-8.83%,-4.14%,8.02,-,-,1.74,23.24%,-1.45%,32.01,1.48,- -,1.74,7.34%,-6.95%,1.02,318.49,-,0.93,25.50%,-14.80%,1.71,213.95,7923,0.89,Nov 25 AMC,-25.87%,1.80M,200.63,"Mar 16, 2018",Yes / Yes,12.10% 1.92%,"

","3,087,697",-6.23%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,17.99,5.15,10.52%,266.35M,9.37%,27.41B,15.26,6.07,-2.45%,264.96M,7.24%,19.51B,3.37,1.49,69.44%,2.07%,9.06%,1.59B,5.70,7.74%,3.32%,1.83,24.70%,4.81B,2.96,1.63%,14.44%,5.49M,7.29%,31.27,3.45,4.53%,17.74%,97.58 -5.12%,4.44%,26.87,13.69,-10.66% 106.45%,17.11%,64.41 43.74%,33.34%,-,14.96,4.40% 49.60%,76.89%,5.38%,3.40%,-75.85%,-,4.06,72.42%,22.86%,3.22,-,-,4.36,3.85%,33.17%,60.53,2.18,- -,4.36,204.90%,7.27%,0.91,97.00,0.00%,0.01,4.44%,7.57%,1.35,96.22,7412,0.00,Nov 24 AMC,14.47%,3.01M,92.58,"Apr 18, 2019",Yes / Yes,5.65% 1.25%,"

","4,075,415",-3.78%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-1.95,2.12%,110.59M,-6.10%,1.92B,-,-1.57,-9.17%,108.86M,-3.20%,1.32B,-,-0.35,28.46%,3.56%,-32.11%,-206.71M,4.34,36.41%,-4.15%,4.42,-55.28%,441.78M,2.51,5.07%,-19.28%,3.87M,-2.21%,6.87,2.35,-,-28.96%,44.34 -61.10%,-35.34%,7.35,-,30.02% -3.16%,-26.82%,16.82 2.56%,-62.12%,-,-,40.31% 98.33%,61.31%,3.21%,3.25%,-90.51%,-,2.99,30.16%,-51.59%,0.73,-,-,2.68,23.73%,-46.79%,38.25,1.50,- -,2.87,23.67%,-5.49%,0.88,40.37,-,0.29,12.75%,-7.45%,0.68,17.20,1869,0.01,Nov 06 BMO,-40.61%,876.74K,17.25,"Sep 20, 2017",Yes / Yes,-14.23% -18.07%,"

","599,132",0.29%,ZLAB
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.89,6.01,1.46%,147.65M,-2.62%,8.77B,9.06,6.56,-0.11%,145.49M,1.02%,-,2.17,1.41,81.30%,4.40%,13.76%,887.00M,1.77,3.69%,1.91%,4.13,9.63%,4.94B,1.23,5.29%,1.00%,6.40M,1.52%,48.18,-,4.17%,13.39%,62.26 -4.55%,2.87%,-,8.54,1.25% 14.72%,10.25%,39.32 51.14%,14.80%,1.82 (3.05%),-,14.19% 10.90%,-,2.31%,2.30%,23.50%,1.76 (2.96%),-,21.59%,23.77%,1.39,181.79%,"Nov 13, 2025",-,-1.00%,17.94%,52.13,2.69,3.66% 5.29%,0.15,30.96%,-0.36%,0.84,66.27,29.28%,0.64,-0.08%,3.46%,0.92,58.33,9195,0.21,Jan 20 AMC,11.20%,1.55M,59.43,"Mar 17, 1980",Yes / Yes,11.82% 3.04%,"

","1,419,201",1.89%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,2.79,8.32,1.17%,120.46M,5.08%,2.79B,-,-2.57,0.00%,119.05M,9.29%,6.51B,-,-0.32,44.10%,16.39%,56.30%,1.00B,0.37,-82.23%,-8.19%,4.15,45.42%,7.59B,0.70,-181.01%,9.16%,19.52M,9.19%,33.34,1.43,-,25.25%,24.47 -5.25%,37.24%,16.19,1.15,-23.79% -,11.79%,11.03 110.06%,28.94%,1.24 (5.37%),2.35,-7.73% 20.63%,23.74%,4.17%,4.80%,-,4.28 (18.46%),0.86,-30.30%,19.63%,1.04,-,"Dec 01, 2025",1.22,1.63%,13.21%,60.63,3.83,16.67% -,1.30,-89.07%,4.06%,1.63,16.68,22.25%,1.41,-35.73%,12.71%,0.49,23.24,6700,1.12,Nov 20 BMO,39.47%,4.71M,23.18,"Jan 28, 2021",Yes / Yes,33.09% 2.34%,"

","2,318,876",-0.26%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,22.07,0.41,75.38%,254.09M,-9.42%,3.66B,18.55,0.48,0.00%,62.55M,-13.96%,4.68B,0.93,-,24.22%,5.30%,-13.96%,103.34M,1.76,21.28%,0.98%,5.65,6.30%,2.08B,2.19,10.67%,3.34%,3.32M,-12.78%,4.09,13.58,20.01%,10.58%,11.07 -19.28%,-3.46%,0.66,19.77,- -,5.45%,6.05 47.77%,-20.88%,0.14 (1.59%),10.50,11.29% -,55.55%,3.44%,3.72%,-16.06%,0.14 (1.59%),2.25,-5.94%,8.97%,0.38,-,"Jul 07, 2025",0.79,-1.88%,4.97%,32.07,2.00,15.87% -,1.42,-54950.00%,-11.73%,0.74,11.63,42.68%,1.17,-,-13.10%,0.96,8.86,7395,0.82,Sep 05 BMO,-2.87%,587.58K,8.94,"Dec 20, 2021",Yes / Yes,73.56% 1.72%,"

","566,871",0.90%,ZGN
