Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,3.74%,75.14M,2.20%,1.78B,38.32,0.62,-6.54%,72.59M,-7.50%,1.55B,0.72,-0.47,98.65%,4.96%,28.64%,-63.43M,13.27,40.00%,-3.82%,2.96,65.29%,134.48M,5.60,163.55%,-14.34%,3.60M,-10.10%,4.23,7.08,53.59%,-18.46%,28.49 -16.92%,69.19%,3.34,-,26.71% 15.81%,-18.90%,9.03 162.13%,173.01%,-,-,41.95% 20.90%,90.49%,5.47%,4.88%,-56.17%,-,11.54,43.93%,-52.51%,1.26,-,-,6.94,116.21%,-47.16%,43.67,1.00,- -,6.94,34.02%,-6.23%,1.25,35.62,-,0.06,72.59%,-2.89%,0.53,23.47,286,0.05,Nov 06 AMC,42.72%,1.22M,23.67,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","644,927",0.85%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,41.16,1.12,11.52%,167.47M,0.22%,7.74B,27.90,1.66,-1.75%,148.07M,-0.84%,8.03B,2.26,0.34,93.95%,3.21%,1.11%,192.30M,4.66,17.55%,1.57%,5.56,25.03%,1.66B,4.87,10.19%,6.93%,4.76M,-0.52%,9.50,29.76,12.32%,11.76%,50.03 -7.56%,22.29%,1.55,26.82,32.18% -7.41%,9.03%,27.74 66.73%,102.94%,0.37 (0.81%),22.00,19.81% -5.41%,41.36%,2.00%,1.91%,95.36%,0.38 (0.82%),4.84,42.07%,16.69%,0.98,483.97%,"Nov 20, 2025",1.83,6.88%,11.59%,44.42,2.27,3.23% 0.62%,2.78,44.39%,-1.43%,1.10,51.22,35.98%,0.35,11.07%,-1.47%,1.35,47.27,2500,0.34,Oct 28 AMC,10.23%,856.30K,46.25,"Mar 29, 2012",Yes / Yes,8.64% 2.88%,"

","1,157,928",-2.16%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,20.77,5.93,0.18%,441.46M,-1.66%,54.31B,18.11,6.80,0.00%,439.89M,0.81%,59.50B,2.35,1.40,99.31%,3.12%,-14.45%,2.65B,5.78,7.08%,-0.29%,2.74,-16.37%,9.40B,10.08,7.32%,17.96%,13.74M,-2.05%,12.23,26.06,7.71%,49.87%,177.40 -30.53%,-27.24%,4.73,24.25,8.55% 11.91%,20.92%,115.25 6.93%,-22.93%,1.99 (1.62%),14.78,5.98% 8.14%,70.29%,2.22%,2.15%,-25.81%,2.03 (1.65%),6.33,11.51%,37.63%,2.89,176.45%,"Jan 20, 2026",2.28,2.68%,28.21%,44.07,1.64,18.93% 21.14%,3.64,8.17%,-1.91%,0.96,159.27,32.86%,1.35,0.50%,0.27%,1.08,124.65,13800,1.35,Feb 12 BMO,-15.13%,5.02M,123.24,"Feb 01, 2013",Yes / Yes,4.88% -0.41%,"

","5,416,030",-1.13%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.85,1.49,0.00%,591.63M,1.33%,12.91B,12.17,1.82,-,582.69M,4.68%,11.18B,1.29,0.45,11.58%,2.68%,16.70%,1.23B,1.96,5.82%,-2.02%,9.17,17.07%,6.59B,1.94,11.83%,9.42%,15.63M,6.03%,11.39,3.63,9.44%,13.83%,22.69 -2.40%,17.76%,6.10,-,18.24% 8.45%,13.37%,16.34 35.56%,-21.07%,0.68 (3.06%),6.23,9.28% 13.97%,26.00%,2.04%,1.62%,-24.52%,0.65 (2.93%),1.70,3.12%,20.42%,0.43,-,"Sep 30, 2025",1.34,12.89%,18.61%,61.43,1.45,- -,1.38,7.47%,2.38%,-0.17,23.82,45.76%,0.19,11.30%,6.79%,0.47,22.32,24471,0.01,Nov 19 AMC,15.40%,1.70M,22.15,"Oct 27, 2016",Yes / Yes,23.62% 0.50%,"

","805,648",-0.76%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.26,35.68%,159.47M,-4.76%,32.90B,46.09,4.48,-0.14%,102.57M,-8.88%,31.41B,2.49,0.89,52.46%,6.85%,-31.28%,-41.04M,11.61,16.26%,-1.43%,4.11,-28.47%,2.83B,16.60,17.40%,-0.73%,7.03M,-8.27%,12.43,9.91,18.48%,-2.41%,336.99 -38.78%,10.01%,20.83,38.83,54.06% 21.31%,-1.10%,164.78 25.21%,97.13%,-,1611.85,34.81% 44.03%,76.55%,3.65%,2.64%,0.20%,-,11.09,-8.83%,-4.14%,7.19,-,-,1.74,23.24%,-1.45%,27.80,1.48,- -,1.74,7.34%,-7.20%,1.02,318.49,-,0.93,25.50%,-17.61%,0.99,213.98,7923,0.89,Nov 25 AMC,-23.55%,1.71M,206.32,"Mar 16, 2018",Yes / Yes,12.10% 1.92%,"

","1,694,457",-3.58%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,15.80,5.15,10.53%,266.35M,-6.26%,24.08B,13.41,6.07,-2.42%,264.91M,-8.37%,16.17B,2.96,1.49,69.68%,2.53%,1.64%,1.59B,5.01,7.74%,3.74%,2.43,9.18%,4.81B,2.60,1.63%,14.44%,6.70M,-5.76%,31.27,3.03,4.53%,17.74%,91.43 -11.05%,2.37%,26.87,12.03,-10.66% 106.45%,17.11%,64.41 26.25%,16.32%,-,12.40,4.40% 49.60%,76.89%,2.77%,2.42%,-77.21%,-,3.37,72.42%,22.86%,2.24,-,-,4.36,3.85%,33.17%,38.17,2.15,- -,4.36,204.90%,-4.96%,0.90,96.40,0.00%,0.01,4.44%,-4.50%,0.85,80.96,7412,0.00,Nov 24 AMC,1.44%,2.76M,81.32,"Apr 18, 2019",Yes / Yes,5.65% 1.25%,"

","2,357,840",0.44%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-1.95,2.12%,110.59M,2.83%,2.10B,-,-1.57,-9.17%,108.86M,9.81%,1.51B,-,-0.35,28.51%,3.90%,-33.16%,-206.71M,4.76,37.03%,-2.19%,4.75,-45.44%,441.78M,2.75,4.30%,-19.28%,4.25M,7.20%,6.87,2.57,-,-28.96%,44.34 -57.35%,-25.49%,7.35,-,30.02% -3.16%,-26.82%,16.82 12.43%,-53.30%,-,-,40.31% 98.33%,61.31%,3.38%,3.36%,-87.50%,-,3.41,30.16%,-51.59%,0.78,-,-,2.68,23.73%,-46.79%,51.02,1.55,- -,2.87,23.67%,3.34%,0.88,39.93,-,0.29,12.75%,-1.67%,0.66,18.58,1869,0.01,Nov 06 BMO,-35.78%,893.76K,18.91,"Sep 20, 2017",Yes / Yes,-14.23% -18.07%,"

","585,825",1.78%,ZLAB
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.57,5.59,1.46%,147.64M,-0.45%,8.72B,9.15,6.46,-0.11%,145.49M,-0.34%,-,1.76,1.39,80.82%,4.43%,18.97%,823.00M,1.76,1.74%,2.40%,3.75,4.42%,4.95B,1.28,5.64%,0.96%,6.44M,0.94%,46.05,-,5.21%,12.71%,61.57 -4.03%,3.16%,-,8.49,-9.99% 3.54%,9.59%,39.32 50.28%,14.85%,1.82 (3.08%),-,19.10% 8.98%,-,2.17%,1.98%,17.34%,1.76 (2.98%),-,27.30%,22.37%,1.28,145.09%,"Nov 13, 2025",-,0.12%,16.64%,52.87,2.69,4.85% 5.34%,0.16,7.93%,-0.78%,0.84,65.41,33.52%,0.80,-2.03%,4.86%,1.71,59.62,9406,0.25,Jan 20 AMC,11.79%,1.72M,59.09,"Mar 17, 1980",Yes / Yes,11.82% 3.04%,"

","2,937,907",-0.89%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,2.59,8.32,1.17%,120.46M,-7.48%,2.59B,-,-2.71,0.00%,119.05M,10.07%,6.31B,-,-0.68,45.97%,15.54%,60.07%,1.00B,0.34,-83.22%,-8.34%,3.90,39.53%,7.59B,0.65,-190.53%,9.16%,18.50M,1.41%,33.34,1.33,-,25.25%,24.47 -12.00%,29.54%,16.19,1.07,-23.79% -,11.79%,11.03 95.11%,30.59%,1.24 (5.78%),2.28,-7.73% 20.63%,23.74%,5.75%,4.73%,-,4.28 (19.88%),0.83,-30.30%,19.63%,1.09,-,"Dec 01, 2025",1.22,1.63%,13.21%,52.95,3.83,16.67% -,1.30,-89.07%,-0.22%,1.62,16.68,22.25%,1.41,-35.73%,10.15%,0.92,21.36,6700,1.12,Nov 20 BMO,32.26%,4.74M,21.53,"Jan 28, 2021",Yes / Yes,33.09% 2.34%,"

","4,365,597",0.80%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,23.60,0.41,75.38%,254.09M,-10.40%,3.91B,19.90,0.48,0.00%,62.55M,-6.73%,4.94B,0.98,-,24.06%,5.38%,-8.43%,103.34M,1.88,22.39%,0.88%,5.72,6.82%,2.08B,2.34,11.63%,3.34%,3.36M,-6.73%,4.09,14.52,20.31%,10.58%,11.07 -13.68%,17.73%,0.66,21.15,- -,5.45%,6.05 58.02%,-13.80%,0.14 (1.48%),11.06,11.29% -,55.55%,4.74%,3.16%,-8.52%,0.14 (1.49%),2.37,-5.94%,8.97%,0.39,-,"Jul 07, 2025",0.79,-1.88%,4.97%,34.81,2.00,15.87% -,1.42,-54950.00%,-8.87%,0.75,11.30,42.68%,1.17,-,-7.72%,2.20,9.56,7395,0.82,Sep 05 BMO,5.00%,587.68K,9.56,"Dec 20, 2021",Yes / Yes,73.56% 1.72%,"

","1,290,574",0.00%,ZGN
