Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-1.62,4.07%,68.96M,-9.07%,842.41M,-,-0.50,49.69%,66.62M,-14.82%,-122.70M,-,-0.36,96.25%,5.76%,-16.34%,76.30M,11.04,12.72%,-2.41%,8.28,5.30%,4.87,2.49,64.78%,-23.51%,3.84M,-3.04%,3.25,3.73,-2.80%,-30.54%,7.97,17.70,-17.14%,-,-,15.81%,-34.61%,-31.47%,1.16,-,3.40,341.20%,85.33%,52.20%,0.76,-,3.40,-148.23%,-157.03%,34.85,5.57%,5.29%,286,0.05,0.38%,-160.80%,1.33,21.00,Yes / Yes,0.05,-53.94%,-,3.00,13.18,-31.34%,-211.87%,83.33%,Mar 05 AMC,463.38K,12.13,-12.54%,-14.42%,-1.12%,"

","1,391,596",-7.97%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,37.58,0.92,11.49%,170.31M,-1.34%,5.88B,23.05,1.50,-58.33%,150.52M,-12.26%,160.20M,3.87,0.29,90.10%,3.24%,-14.15%,1.57B,3.75,4.92%,-2.56%,4.99,10.51%,9.32,3.71,11.71%,5.98%,4.88M,7.86%,1.16,29.70,9.71%,9.96%,28.25,41.15,-7.29%,0.37 (1.07%),21.64,-7.41%,7.54%,-15.97%,1.09,0.34 (0.98%),1.81,0.56%,41.36%,22.41%,0.81,"Feb 20, 2025",2.91,44.23%,16.48%,36.47,2.46%,2.23%,2500,0.35,2.35%,10.23%,2.25,40.57,Yes / Yes,0.34,166.58%,35.98%,1.02,34.27,1.11%,14.78%,3.90%,Feb 04 AMC,978.82K,34.58,-3.12%,-6.70%,-0.47%,"

","1,001,474",0.90%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,30.60,5.47,0.10%,448.47M,1.38%,74.89B,24.53,6.82,-0.93%,447.34M,-2.90%,2.49B,3.75,1.41,95.20%,1.84%,-5.41%,9.26B,8.09,3.45%,-0.78%,2.73,-8.89%,10.64,15.72,11.32%,17.43%,8.23M,-10.97%,4.44,37.69,8.17%,50.91%,144.80,200.33,2.65%,1.96 (1.17%),32.59,11.91%,24.46%,-16.51%,0.94,1.80 (1.07%),1.08,8.22%,69.10%,15.50%,4.52,"Apr 21, 2025",1.75,7.70%,36.65%,50.49,2.79%,2.71%,13800,1.42,8.33%,26.86%,1.50,209.93,Yes / Yes,1.13,12.87%,32.86%,1.00,167.00,0.86%,2.77%,4.70%,Feb 13 BMO,3.01M,167.25,0.61%,0.30%,-5.59%,"

","3,011,417",0.15%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.35,1.43,0.86%,598.04M,4.22%,12.26B,11.41,1.80,0.00%,592.88M,9.04%,1.20B,1.28,0.45,25.13%,3.09%,8.01%,5.83B,2.10,10.74%,-6.78%,7.21,-7.45%,10.74,1.91,10.98%,9.47%,18.33M,0.24%,5.47,3.75,11.21%,14.45%,17.89,27.50,4.86%,0.66 (3.21%),-,13.37%,13.77%,-25.45%,-0.03,0.97 (4.73%),0.94,14.65%,31.29%,14.59%,0.58,"Sep 10, 2024",0.96,-2.64%,24.78%,58.11,2.45%,2.28%,23554,0.30,8.68%,20.51%,1.35,26.42,Yes / Yes,0.01,3.34%,40.76%,1.35,20.80,1.13%,0.45%,17.70%,Mar 18 AMC,2.54M,20.50,3.16%,5.99%,-2.99%,"

","3,426,950",-1.44%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.10,38.05%,153.44M,5.28%,31.02B,56.74,3.56,-0.12%,95.05M,-0.77%,-15.53M,-,0.75,50.22%,6.18%,-3.05%,2.42B,12.81,-3.79%,2.61%,3.53,4.64%,9.31,21.71,16.10%,-0.35%,5.87M,-5.63%,18.77,10.77,10.23%,-1.21%,153.45,217.84,12.06%,-,42.79,-10.72%,-0.94%,-7.20%,1.15,-,1.09,48.57%,80.77%,31.74%,8.35,-,1.15,79.05%,-4.22%,52.60,5.33%,3.76%,7348,0.77,27.77%,-0.64%,1.78,235.71,Yes / Yes,0.03,73.68%,-,3.92,196.45,2.13%,13.49%,23.41%,Mar 05 AMC,1.66M,202.16,-0.48%,3.19%,7.17%,"

","6,517,747",2.91%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,23.57,3.20,14.20%,263.11M,3.57%,23.00B,13.63,5.54,-2.58%,261.45M,-12.42%,1.01B,17.99,1.31,62.31%,3.49%,-9.18%,4.67B,4.93,-2.44%,6.71%,3.34,9.66%,29.22,2.58,2.47%,9.66%,9.11M,8.28%,25.61,2.95,1.31%,11.92%,55.06,92.80,-7.51%,-,12.72,106.45%,11.26%,-18.66%,0.68,-,4.46,78.74%,75.94%,37.09%,2.64,-,4.46,55.96%,19.00%,35.42,2.93%,3.07%,7412,0.01,3.05%,21.65%,2.34,91.96,Yes / Yes,0.00,21.68%,0.00%,1.13,75.60,0.80%,8.10%,3.29%,Feb 24 AMC,2.73M,75.48,-6.22%,-7.74%,5.61%,"

","3,075,047",-0.16%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.60,0.95%,109.14M,2.94%,3.86B,90.97,0.39,-12.29%,108.11M,32.20%,-257.10M,-,-0.51,51.30%,7.01%,21.20%,398.99M,9.68,40.51%,14.97%,9.29,82.89%,7.80,4.54,125.15%,-23.14%,7.58M,73.31%,8.06,4.39,-,-31.41%,13.48,36.60,35.13%,-,-,-3.18%,-30.08%,-3.31%,1.14,-,3.38,118.89%,62.94%,162.54%,1.92,-,3.51,24.92%,-70.71%,65.91,6.69%,5.18%,1869,0.18,49.59%,-64.44%,1.33,51.64,Yes / Yes,0.02,18.42%,-,1.05,35.91,-0.24%,-22.87%,65.68%,Feb 27 BMO,815.83K,35.39,12.30%,25.07%,48.63%,"

","855,930",-1.45%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-4.75,-,247.58M,14.32%,7.43B,-,-0.55,-,-,18.85%,-1166.93M,-,-0.31,4.15%,-,25.25%,9.64B,0.77,35.59%,71.69%,2.60,88.15%,-6.12,-,82.58%,-28.75%,1.64M,-,4.78,6.28,-,-,13.00,32.76,5.74%,-,-,-,-,-8.39%,-,-,0.52,180.45%,15.31%,130.85%,1.92,-,0.64,-4.45%,-11.88%,65.53,9.19%,7.08%,16645,-,39.99%,-12.10%,1.00,36.39,Yes / Yes,-,17.20%,-,2.08,28.62,-8.56%,12.14%,32.16%,Mar 20 BMO,630.65K,30.01,16.68%,13.14%,33.07%,"

","1,313,774",4.86%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.15,4.96,1.61%,147.87M,-6.17%,7.44B,8.75,5.75,-2.19%,145.52M,-11.81%,730.00M,1.82,1.18,78.47%,3.57%,-16.00%,4.99B,1.49,6.57%,2.66%,3.86,3.47%,40.97,1.23,9.01%,0.88%,5.20M,28.49%,-,-,5.57%,13.15%,39.05,63.22,-7.23%,1.73 (3.43%),7.67,3.54%,9.98%,-20.39%,0.90,1.68 (3.34%),-,10.13%,-,28.89%,1.70,"Feb 13, 2025",0.35,13.79%,20.26%,29.90,3.75%,2.86%,9406,0.82,7.91%,14.62%,2.82,63.88,Yes / Yes,0.19,72.54%,33.52%,1.17,51.28,4.18%,6.00%,4.59%,Jan 21 AMC,1.35M,50.33,-7.58%,-9.37%,-0.86%,"

","1,578,721",-1.85%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,1.66,11.93,1.07%,120.39M,-2.90%,2.38B,6.48,3.05,0.00%,119.07M,12.52%,1.44B,0.02,3.49,52.64%,13.88%,-0.20%,7.47B,0.32,168.71%,12.83%,3.14,18.33%,32.61,0.61,-80.21%,14.97%,16.53M,87.70%,19.24,1.03,71.28%,44.28%,8.73,29.00,-7.92%,5.87 (29.71%),1.12,-,17.37%,-31.83%,1.64,3.93 (19.86%),1.26,36.98%,27.42%,126.36%,1.13,"Dec 02, 2024",1.33,167.33%,23.81%,49.97,5.80%,5.59%,6460,1.49,21.47%,19.26%,4.00,17.77,Yes / Yes,1.11,149.38%,-,1.90,18.92,15.59%,34.46%,117.22%,Mar 12 BMO,5.26M,19.77,-1.69%,1.64%,-0.06%,"

","10,000,115",4.49%,ZIM
