Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,46.52,0.77,16.06%,172.26M,-1.62%,6.14B,27.24,1.32,-8.58%,143.47M,-0.06%,135.60M,3.04,0.27,84.05%,5.54%,10.66%,1.54B,3.98,25.00%,6.63%,5.39,14.83%,9.32,3.85,8.76%,4.67%,7.95M,39.33%,0.95,37.74,15.32%,8.04%,25.54,38.11,22.14%,0.26 (0.73%),21.78,18.47%,6.37%,-5.75%,1.16,0.32 (0.89%),1.75,0.20%,40.45%,40.64%,0.73,"Nov 20, 2024",2.83,183.51%,15.70%,51.39,1.83%,1.87%,2400,0.34,0.50%,8.80%,2.25,37.43,Yes / Yes,0.33,34.01%,45.61%,0.95,36.06,0.95%,5.82%,2.18%,Oct 29 AMC,1.48M,35.92,-1.56%,4.52%,12.28%,"

","1,397,017",-0.39%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.33,7.77%,153.54M,0.40%,1.52B,17.40,0.57,-6.66%,141.61M,15.08%,-47.27M,-,0.11,74.68%,4.12%,9.37%,445.68M,3.42,70.45%,4.65%,2.47,0.61%,1.27,7.82,1.33%,-6.17%,5.84M,36.26%,3.54,2.80,15.00%,-31.02%,7.05,10.85,5.53%,-,-,9.40%,-7.99%,-8.57%,1.72,-,2.71,12.97%,68.16%,40.71%,0.19,-,2.71,60.38%,-6.31%,75.74,0.46%,2.08%,1618,2.12,7.33%,-10.61%,3.00,10.00,Yes / Yes,2.08,70.33%,-,1.62,9.88,2.46%,98.33%,6.80%,Aug 21 AMC,2.36M,9.92,6.72%,11.03%,8.81%,"

","3,821,461",0.40%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,35.50,5.11,0.08%,458.37M,-4.35%,82.12B,28.01,6.47,0.00%,452.68M,-7.22%,2.34B,3.72,1.46,95.60%,0.97%,0.68%,8.91B,9.21,9.57%,-0.65%,2.39,13.83%,10.94,16.57,11.03%,16.79%,4.38M,16.18%,3.47,52.18,9.55%,48.88%,144.80,201.92,-8.16%,1.71 (0.94%),39.05,11.57%,20.02%,-10.23%,0.89,1.67 (0.92%),2.09,8.05%,68.32%,25.19%,3.67,"Oct 31, 2024",3.45,7.38%,36.05%,36.10,2.07%,1.85%,14100,1.36,8.43%,26.29%,1.50,223.69,Yes / Yes,1.36,-5.60%,30.71%,0.92,182.76,2.10%,5.04%,8.30%,Nov 04 BMO,1.83M,181.27,-3.99%,-4.10%,0.97%,"

","1,679,544",-0.82%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,16.78,1.42,0.86%,606.77M,-5.60%,14.21B,11.83,2.01,0.00%,592.88M,-4.08%,1.19B,1.29,0.40,34.50%,3.09%,25.38%,5.61B,2.53,14.01%,-1.59%,6.74,13.20%,10.31,2.30,18.45%,9.95%,18.33M,0.89%,4.71,5.05,13.00%,14.81%,15.90,27.50,11.65%,0.69 (2.92%),-,13.37%,12.68%,-13.60%,-0.09,0.97 (4.08%),1.22,15.78%,31.13%,49.48%,0.83,"Sep 10, 2024",1.26,-0.18%,24.65%,43.95,2.70%,2.56%,23554,0.30,3.60%,21.14%,1.31,29.43,Yes / Yes,0.12,-3.11%,40.76%,0.72,24.50,0.90%,2.93%,6.28%,Nov 19 AMC,2.72M,23.76,-6.59%,1.64%,12.45%,"

","1,954,470",-3.02%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.39,38.31%,152.49M,1.98%,28.95B,54.36,3.49,-0.15%,94.08M,11.06%,-57.71M,-,0.63,46.98%,5.14%,5.85%,2.17B,13.35,-10.59%,-0.90%,2.72,9.78%,8.36,22.72,22.45%,-1.39%,4.84M,22.98%,15.80,12.01,18.50%,-5.77%,152.60,259.61,-14.31%,-,49.49,-10.72%,-4.38%,-26.87%,0.82,-,1.04,48.57%,77.87%,24.41%,5.24,-,1.04,72.20%,-5.71%,58.02,2.46%,2.86%,7348,0.97,34.07%,-2.66%,1.75,213.24,Yes / Yes,0.04,53.13%,-,0.73,187.00,4.48%,24.95%,30.30%,Sep 03 AMC,1.78M,189.85,2.48%,5.16%,-1.24%,"

","1,292,804",1.52%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.75,13.67%,70.77M,-8.97%,201.95M,-,-3.57,-0.15%,61.39M,-22.83%,-194.65M,-,-0.91,97.57%,12.48%,-26.99%,40.56M,4.98,32.96%,-17.99%,4.23,-74.32%,5.38,0.53,-19.17%,-34.97%,7.66M,-82.47%,6.00,0.47,-,-42.98%,2.82,18.24,-81.25%,-,-,-50.05%,-45.92%,-84.43%,1.71,-,6.59,-20.00%,96.71%,0.71%,0.24,-,6.59,42.78%,-543.77%,38.39,9.00%,6.50%,168,0.12,-,-479.92%,2.11,11.00,Yes / Yes,0.11,32.87%,-,1.16,2.83,-,-47.48%,-,Aug 09 BMO,1.81M,2.84,-7.30%,-14.28%,-66.60%,"

","2,098,744",0.35%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,27.05,2.79,15.02%,307.79M,4.54%,23.24B,14.24,5.30,-0.91%,261.57M,8.26%,875.37M,4.51,1.31,59.39%,3.32%,25.00%,4.59B,5.07,2.35%,0.52%,2.69,23.57%,27.68,2.73,-0.54%,9.01%,8.68M,27.34%,24.46,3.09,6.00%,11.27%,55.06,74.77,4.99%,-,13.51,-,10.22%,0.98%,-0.05,-,4.45,95.81%,74.59%,37.12%,1.55,-,4.45,508.08%,17.80%,73.80,2.20%,2.20%,7420,0.01,2.76%,19.08%,2.49,75.79,Yes / Yes,0.00,17.25%,0.00%,1.10,73.85,1.20%,14.44%,2.09%,Aug 21 AMC,3.23M,75.50,7.17%,9.58%,17.97%,"

","3,553,400",2.23%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.07,0.59%,99.12M,9.06%,3.12B,-,-1.82,-11.45%,98.53M,30.20%,-298.33M,-,-0.78,42.58%,4.82%,65.16%,322.71M,9.65,13.14%,4.74%,6.41,98.92%,7.18,4.38,39.32%,-28.50%,4.75M,33.74%,7.37,4.27,-,-36.46%,13.48,36.60,15.00%,-,-,-16.93%,-42.02%,-14.13%,1.07,-,3.29,2095.12%,62.95%,133.16%,1.69,-,3.46,24.90%,-109.67%,70.82,5.83%,5.24%,2175,0.12,28.16%,-92.44%,1.13,51.24,Yes / Yes,0.01,34.35%,-,1.08,32.54,7.45%,-15.75%,45.95%,Nov 12 BMO,740.81K,31.43,14.73%,35.51%,59.54%,"

","797,625",-3.41%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.36,8.84%,127.44M,-4.97%,464.24M,18.41,0.20,0.00%,116.59M,-1.63%,-57.85M,-,-0.00,17.19%,0.03%,21.40%,1.22B,0.38,27.05%,99.53%,0.41,-68.43%,2.73,1.33,405.88%,-4.29%,0.03M,-,2.20,1.65,-,-9.63%,2.62,21.91,-77.74%,-,-,-,-12.58%,-83.44%,-,-,1.61,26.18%,17.21%,38.55%,0.24,-,1.80,69.95%,-3.73%,52.42,5.05%,7.27%,3476,0.26,-1.34%,-4.74%,1.00,4.55,No / Yes,0.04,88.56%,-,0.98,3.72,-2.36%,-133.33%,5.18%,Aug 22 BMO,76.64K,3.63,-1.33%,7.99%,-62.03%,"

","75,212",-2.42%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,32.97,0.29,36.08%,76.17M,-0.84%,939.76M,-,-0.19,-0.48%,63.49M,-0.42%,30.22M,-,-0.10,51.90%,6.16%,3.28%,537.45M,1.75,-146.15%,2.80%,7.80,-7.98%,0.25,38.40,11.05%,4.65%,3.91M,-8.42%,5.27,1.80,-,855.40%,7.21,15.35,-31.94%,-,10.82,-,5.26%,-38.37%,1.20,-,7.44,17.01%,89.51%,31.21%,0.36,-,7.44,-44.78%,11.55%,49.60,4.02%,3.56%,1000,22.71,-32.11%,5.62%,2.62,9.10,Yes / Yes,22.52,-50.07%,0.00%,0.95,9.18,5.30%,189.99%,-27.44%,Nov 06 AMC,501.03K,9.46,-0.96%,-0.05%,-10.00%,"

","477,686",3.05%,ZIP
