Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,3.30%,75.14M,0.15%,1.98B,69.31,0.38,0.00%,72.92M,38.80%,1.74B,-,-0.47,99.42%,11.71%,86.22%,-63.43M,14.70,39.77%,-1.89%,7.62,114.92%,134.48M,6.20,138.77%,-14.34%,8.54M,79.10%,4.23,7.85,55.77%,-18.46%,28.49 -7.97%,86.09%,3.34,-,26.71% 15.81%,-18.90%,9.03 190.37%,234.87%,-,-,41.95% 20.90%,90.49%,6.03%,6.34%,-45.99%,-,12.97,43.93%,-52.51%,1.46,-,-,6.94,116.21%,-47.16%,67.29,1.15,- -,6.94,34.02%,17.47%,1.30,34.50,-,0.06,72.59%,33.94%,0.60,25.10,286,0.05,Nov 06 AMC,79.44%,1.12M,26.22,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","669,587",4.46%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,42.23,1.12,11.56%,167.47M,-1.19%,7.94B,28.79,1.65,-1.75%,148.00M,0.87%,8.24B,3.47,0.34,93.87%,3.73%,3.26%,192.30M,4.79,17.49%,1.54%,6.11,31.22%,1.66B,4.99,9.60%,6.93%,5.53M,27.21%,9.50,30.53,12.16%,11.76%,50.03 -5.16%,19.16%,1.55,27.51,32.18% -7.41%,9.03%,27.74 71.05%,99.29%,0.37 (0.78%),22.55,19.81% -5.41%,41.36%,1.94%,2.40%,144.43%,0.38 (0.80%),4.96,42.07%,16.69%,1.13,361.43%,"Nov 20, 2025",1.83,6.88%,11.59%,53.81,2.25,3.23% 0.62%,2.78,44.39%,0.91%,1.11,50.29,35.98%,0.35,11.07%,1.41%,0.76,47.82,2500,0.34,Oct 28 AMC,18.71%,904.38K,47.45,"Mar 29, 2012",Yes / Yes,8.64% 2.88%,"

","688,259",-0.77%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,20.65,5.93,0.18%,441.46M,-4.16%,54.02B,18.02,6.80,-0.08%,439.89M,-15.09%,59.20B,2.68,1.40,96.72%,1.88%,-19.99%,2.65B,5.75,7.09%,-1.75%,2.21,-27.30%,9.40B,10.02,7.31%,17.96%,8.25M,-24.77%,12.23,25.92,7.71%,49.87%,181.85 -32.60%,-30.06%,4.73,24.11,8.55% 11.91%,20.92%,115.25 6.35%,-17.26%,1.99 (1.63%),14.71,5.98% 8.14%,70.29%,2.28%,2.70%,-23.48%,2.00 (1.63%),6.30,11.51%,37.63%,3.48,161.18%,"Oct 31, 2025",2.28,2.68%,28.21%,39.58,1.57,18.93% 21.14%,3.64,8.17%,0.62%,0.97,166.00,32.86%,1.35,0.50%,-9.17%,1.35,124.44,13800,1.35,Nov 04 BMO,-19.11%,3.73M,122.57,"Feb 01, 2013",Yes / Yes,4.88% -0.41%,"

","5,019,656",-1.50%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.83,1.49,0.00%,591.63M,0.54%,12.22B,11.65,1.77,-,591.63M,9.72%,10.49B,1.53,0.44,11.46%,3.09%,13.52%,1.23B,1.85,4.67%,-5.82%,11.64,21.11%,6.59B,1.81,11.99%,9.43%,18.26M,5.63%,11.39,3.44,9.01%,13.84%,22.01 -6.18%,8.68%,6.01,-,18.24% 8.45%,13.38%,16.34 26.38%,-11.13%,0.67 (3.24%),5.84,9.28% 13.97%,26.00%,1.67%,2.09%,-27.67%,0.65 (3.15%),1.59,3.22%,20.42%,0.44,-,"Sep 30, 2025",1.34,13.00%,18.61%,68.56,1.53,- -,1.38,7.47%,5.72%,-0.20,23.46,45.76%,0.19,11.30%,7.42%,0.69,20.55,24471,0.01,Nov 19 AMC,8.81%,1.57M,20.65,"Oct 27, 2016",Yes / Yes,23.62% 0.50%,"

","1,086,664",0.49%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.26,36.06%,159.47M,-15.90%,38.86B,54.58,4.46,-0.53%,101.97M,-27.54%,37.37B,-,0.89,52.48%,5.43%,-9.17%,-41.04M,13.71,16.03%,-1.71%,3.24,-17.92%,2.83B,19.60,17.30%,-0.73%,5.54M,35.06%,12.43,11.70,18.37%,-2.41%,336.99 -27.70%,17.94%,20.83,45.85,54.06% 21.31%,-1.10%,164.78 47.87%,78.22%,-,1917.37,34.81% 44.03%,76.55%,3.49%,3.71%,65.82%,-,13.19,-8.83%,-4.14%,11.45,-,-,1.74,23.24%,-1.45%,26.86,1.57,- -,1.74,7.34%,-15.75%,1.02,328.81,-,0.93,25.50%,-19.20%,1.30,241.68,7923,0.89,Nov 25 AMC,-8.31%,1.71M,243.66,"Mar 16, 2018",Yes / Yes,12.10% 1.92%,"

","2,220,407",0.82%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,16.64,5.15,10.57%,266.35M,-0.81%,25.36B,14.13,6.06,-1.97%,264.93M,-0.74%,17.45B,3.84,1.49,68.67%,2.57%,3.44%,1.59B,5.28,7.73%,4.41%,2.27,6.15%,4.81B,2.74,1.52%,14.44%,6.81M,4.94%,31.27,3.19,4.33%,17.74%,91.04 -5.93%,3.57%,26.87,12.67,-10.66% 106.45%,17.11%,64.41 32.96%,19.63%,-,13.38,4.40% 49.60%,76.89%,2.78%,2.99%,-80.70%,-,3.63,72.42%,22.86%,2.73,-,-,4.36,3.85%,33.17%,57.66,2.26,- -,4.36,204.90%,3.27%,0.87,94.56,0.00%,0.01,4.44%,3.64%,0.66,84.56,7412,0.00,Nov 24 AMC,9.03%,3.00M,85.64,"Apr 18, 2019",Yes / Yes,5.65% 1.25%,"

","1,988,090",1.28%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-1.95,2.12%,110.59M,-0.75%,2.20B,-,-1.38,-10.89%,108.86M,-26.17%,1.60B,-,-0.29,30.63%,4.23%,-34.17%,-206.71M,4.97,40.80%,0.20%,5.45,-45.26%,441.78M,2.87,10.65%,-19.28%,4.60M,-24.59%,6.87,2.69,-,-28.96%,44.34 -55.46%,-31.54%,7.35,-,30.02% -3.16%,-26.82%,19.40 1.79%,-36.39%,-,-,40.31% 98.33%,61.31%,2.28%,3.30%,-81.49%,-,3.62,30.16%,-51.59%,0.80,-,-,2.68,23.73%,-46.79%,25.00,1.55,- -,2.87,23.67%,-6.08%,0.82,43.56,-,0.29,12.75%,-25.07%,0.55,19.52,1869,0.01,Nov 06 BMO,-38.46%,844.48K,19.75,"Sep 20, 2017",Yes / Yes,-14.23% -18.07%,"

","460,491",1.18%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.58,-,253.10M,-0.60%,6.76B,15.91,1.68,-,-,-4.13%,9.87B,-,-,7.35%,-,-6.25%,-403.43M,0.47,23.83%,4.86%,1.07,-0.37%,14.40B,-,157.09%,-6.36%,0.47M,-5.92%,-13.78,5.49,-,-,33.32 -19.86%,13.96%,4.86,-,5.46% -,-,17.91 49.08%,-,-,-,118.43% 118.66%,19.49%,0.39%,0.96%,-,-,0.69,66.74%,-3.25%,0.36,-,-,0.45,49.32%,-2.80%,34.15,1.00,- -,0.57,36.90%,-1.85%,0.14,35.56,-,-,72.17%,-6.20%,0.67,26.69,17439,-,Nov 17 BMO,-1.91%,442.41K,26.70,"May 10, 2024",Yes / Yes,-88.61% -5.73%,"

","297,574",0.04%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.81,5.59,1.54%,147.64M,2.99%,8.09B,9.03,6.07,-0.11%,145.36M,5.89%,-,1.10,1.56,80.72%,4.39%,-5.66%,823.00M,1.64,17.53%,1.66%,3.39,15.22%,4.95B,1.19,4.33%,0.96%,6.38M,1.05%,46.05,-,8.89%,12.71%,60.28 -9.05%,-9.42%,-,7.88,-9.99% 3.54%,9.59%,39.32 39.42%,9.14%,1.75 (3.20%),-,19.10% 8.98%,-,1.82%,2.64%,33.87%,1.76 (3.21%),-,27.30%,22.37%,1.42,83.04%,"Nov 13, 2025",-,0.12%,16.64%,62.33,2.67,4.85% 5.34%,0.16,7.93%,5.34%,0.84,62.00,33.52%,0.80,-2.03%,3.10%,0.65,54.06,9406,0.25,Oct 20 AMC,6.28%,1.88M,54.82,"Mar 17, 1980",Yes / Yes,1.27% 2.13%,"

","1,229,285",1.41%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,2.39,8.32,1.18%,120.46M,1.85%,2.39B,-,-3.30,0.00%,119.04M,29.70%,6.11B,-,-0.53,40.81%,21.35%,49.06%,1.00B,0.32,-84.29%,-11.44%,5.28,20.13%,7.59B,0.60,-217.88%,9.16%,25.41M,-7.45%,33.34,1.23,-,25.25%,23.61 -15.84%,-6.27%,16.19,0.99,-23.79% -,11.79%,11.03 80.06%,-2.61%,1.10 (5.56%),2.21,-7.73% 20.63%,23.74%,5.13%,5.08%,-,4.28 (21.54%),0.81,-30.30%,19.63%,0.93,-,"Dec 01, 2025",1.22,1.63%,13.21%,73.29,3.57,16.67% -,1.30,-89.07%,15.91%,1.63,14.17,22.25%,1.41,-35.73%,30.85%,0.80,19.60,6700,1.12,Nov 20 BMO,24.78%,4.81M,19.87,"Jan 28, 2021",Yes / Yes,33.09% 2.34%,"

","3,847,538",1.38%,ZIM
