Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.98,3.44%,74.85M,8.54%,1.37B,-,-0.90,7.61%,73.13M,15.06%,1.11B,-,-0.27,102.24%,9.46%,40.61%,-73.68M,11.16,48.32%,0.63%,13.18,70.37%,122.87M,4.08,-7.80%,-15.95%,6.92M,23.70%,4.44,4.87,4.46%,-19.89%,18.35 -1.31%,42.26%,3.72,-,26.71% 15.81%,-21.07%,9.03 100.55%,192.57%,-,-,41.95% 20.90%,89.52%,3.99%,3.67%,-58.43%,-,9.02,35.69%,-67.32%,0.66,-,-,7.69,95.94%,-59.96%,72.77,1.20,- -,7.69,106.06%,8.30%,1.45,24.39,-,0.06,153.21%,18.98%,0.91,18.06,286,0.05,Aug 07 AMC,34.20%,524.82K,18.11,"Apr 28, 2017",Yes / Yes,106.22% 182.52%,"

","479,857",0.28%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,45.36,1.01,11.53%,167.66M,-2.92%,7.69B,29.15,1.57,-1.72%,148.24M,-1.65%,8.05B,4.50,0.40,91.73%,3.96%,25.85%,174.00M,4.77,11.82%,-0.87%,5.38,56.10%,1.61B,4.92,10.04%,6.40%,5.86M,23.08%,9.33,38.10,10.08%,10.81%,48.42 -5.18%,26.47%,1.20,27.33,32.18% -7.41%,8.26%,27.74 65.50%,82.11%,0.37 (0.80%),22.42,19.81% -5.41%,41.82%,2.09%,1.89%,191.98%,0.36 (0.78%),4.99,30.64%,16.77%,0.92,416.33%,"Aug 20, 2025",1.72,4.74%,10.78%,45.81,2.44,3.23% 0.62%,2.71,12.98%,-1.97%,1.15,47.43,35.98%,0.36,7.89%,-0.25%,0.56,45.58,2500,0.35,Jul 29 AMC,19.76%,1.09M,45.91,"Mar 29, 2012",Yes / Yes,17.06% 4.65%,"

","615,484",0.72%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,24.48,5.81,0.18%,443.95M,-2.13%,63.05B,20.59,6.91,-0.08%,442.41M,-4.01%,68.40B,2.87,1.62,97.56%,1.80%,-6.93%,2.61B,6.72,7.30%,0.53%,2.59,-4.80%,9.38B,12.69,8.75%,18.24%,7.99M,-12.69%,11.21,43.94,8.54%,52.54%,196.55 -27.62%,-25.19%,3.24,28.41,8.55% 11.91%,25.07%,139.34 2.10%,-6.77%,1.99 (1.40%),17.08,5.98% 8.14%,70.03%,1.97%,2.00%,-11.92%,1.93 (1.36%),7.29,13.72%,37.51%,2.88,232.00%,"Oct 31, 2025",1.04,5.27%,27.83%,38.91,1.57,18.93% 21.14%,1.76,17.78%,-1.50%,0.90,194.14,32.86%,1.36,4.19%,-4.50%,0.73,141.11,13800,1.09,Nov 04 BMO,-9.96%,3.09M,142.26,"Feb 01, 2013",Yes / Yes,8.60% 2.10%,"

","2,261,056",0.81%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,12.65,1.46,0.00%,593.65M,-3.90%,10.98B,10.94,1.69,-,593.65M,-2.94%,10.00B,1.60,0.35,14.66%,3.06%,0.16%,1.21B,1.71,-0.71%,-8.55%,9.27,1.37%,6.42B,1.65,13.47%,9.38%,18.17M,-5.37%,11.20,2.96,7.90%,13.98%,26.05 -28.98%,-27.59%,6.24,-,18.24% 8.45%,13.37%,16.34 13.22%,-24.95%,0.62 (3.37%),5.43,9.28% 13.97%,27.49%,2.80%,2.22%,-34.74%,0.65 (3.51%),1.56,2.41%,21.97%,0.46,-,"Sep 30, 2025",1.19,14.40%,18.81%,41.21,1.44,- -,1.21,-25.19%,-2.66%,-0.18,23.19,45.76%,0.29,10.45%,-3.67%,0.95,18.55,24471,0.01,Aug 19 AMC,-2.32%,1.96M,18.50,"Oct 27, 2016",Yes / Yes,-17.31% -2.87%,"

","1,860,473",-0.27%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.27,37.20%,158.30M,2.56%,49.55B,71.25,4.39,-0.56%,99.42M,10.54%,47.78B,-,0.86,53.29%,5.71%,8.36%,-41.48M,18.54,11.37%,-0.87%,3.51,58.04%,2.67B,27.54,20.27%,-0.75%,5.67M,73.52%,11.37,13.87,18.14%,-2.70%,319.89 -2.14%,68.33%,22.57,68.19,54.06% 21.31%,-1.17%,164.78 89.97%,71.13%,-,31227.88,34.81% 44.03%,76.82%,4.15%,3.09%,115.13%,-,17.87,31.04%,-4.48%,9.67,-,-,1.94,23.31%,-1.55%,62.61,1.60,- -,1.94,-14.36%,5.09%,1.04,327.15,-,1.00,21.31%,9.84%,0.70,309.88,7923,0.97,Sep 02 AMC,26.86%,1.62M,313.04,"Mar 16, 2018",Yes / Yes,11.25% 1.74%,"

","1,125,405",1.02%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,20.85,3.80,11.17%,267.28M,-2.30%,23.69B,13.36,5.93,-0.59%,265.83M,-5.73%,15.96B,5.00,1.44,64.20%,1.84%,5.94%,1.19B,4.98,5.56%,0.27%,1.45,10.98%,4.75B,2.65,1.34%,11.03%,4.90M,-2.99%,29.82,3.04,4.17%,13.60%,92.80 -14.69%,13.15%,26.02,12.84,-10.66% 106.45%,13.23%,64.41 22.92%,1.05%,-,13.56,4.40% 49.60%,76.38%,2.91%,2.35%,-83.45%,-,3.36,36.57%,20.43%,2.02,-,-,4.36,3.63%,24.99%,42.46,2.26,- -,4.36,66.82%,-4.22%,0.78,92.80,0.00%,0.01,4.71%,-0.72%,0.70,80.28,7412,0.00,Aug 21 AMC,0.76%,3.38M,79.17,"Apr 18, 2019",Yes / Yes,11.14% 1.58%,"

","2,370,422",-1.38%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.05,2.08%,109.91M,-6.24%,3.47B,95.83,0.33,-17.58%,108.95M,-4.79%,2.83B,-,-0.23,37.42%,4.50%,-11.25%,-212.37M,8.12,44.89%,-3.27%,6.76,5.72%,427.80M,4.34,122.74%,-19.74%,4.90M,19.24%,7.20,4.18,-,-28.39%,44.34 -29.57%,26.75%,7.48,-,30.02% -3.16%,-26.45%,23.82 31.11%,-11.95%,-,-,40.31% 98.33%,62.39%,4.56%,3.14%,-63.29%,-,6.62,33.47%,-57.71%,1.37,-,-,2.93,32.38%,-49.64%,43.43,1.29,- -,3.12,54.50%,-4.56%,1.10,53.97,-,0.24,9.81%,-6.42%,0.50,30.24,1869,0.01,Aug 07 BMO,-4.16%,725.03K,31.23,"Sep 20, 2017",Yes / Yes,-3.27% -11.98%,"

","365,593",3.27%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.84,-,253.10M,-2.07%,7.50B,14.16,2.07,-,-,0.55%,10.98B,-,-0.23,4.28%,-,2.74%,-462.32M,0.60,56.01%,0.91%,1.15,40.47%,12.55B,-,222.69%,-7.04%,0.64M,3.10%,-13.26,5.26,-,-,33.32 -12.18%,16.34%,5.56,-,5.46% -,-,17.91 63.37%,-,-,-,118.43% 118.66%,18.90%,2.64%,2.01%,-,-,0.88,62.51%,-4.64%,0.82,-,-,0.49,39.14%,-3.68%,47.92,1.00,- -,0.59,82.59%,-1.29%,0.26,35.49,-,-,37.06%,-0.86%,0.81,28.70,17439,-,Aug 14 BMO,8.50%,560.59K,29.26,"May 10, 2024",Yes / Yes,72.37% -0.14%,"

","455,838",1.95%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.82,5.48,1.54%,147.60M,-5.33%,7.95B,9.20,5.85,-0.01%,145.34M,-7.84%,-,1.20,1.47,79.02%,4.08%,-1.28%,807.00M,1.60,15.41%,0.15%,3.98,28.19%,4.97B,1.22,2.43%,0.95%,5.92M,-0.76%,44.24,-,8.21%,13.23%,63.22 -14.84%,11.68%,-,9.92,-9.99% 3.54%,10.37%,39.32 36.93%,2.73%,1.75 (3.24%),-,19.10% 8.98%,-,2.98%,2.69%,74.24%,1.74 (3.23%),-,32.07%,22.09%,1.51,93.25%,"Aug 14, 2025",-,2.64%,16.23%,38.16,2.78,4.85% 5.34%,0.13,27.04%,-4.97%,0.97,62.55,33.52%,1.10,-1.04%,-3.49%,0.88,52.35,9406,0.18,Oct 20 AMC,2.79%,1.49M,53.84,"Mar 17, 1980",Yes / Yes,24.68% 3.35%,"

","1,305,552",2.85%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.76,16.63,1.18%,120.46M,-7.15%,1.53B,-,-3.34,0.00%,119.04M,-6.68%,5.68B,-,0.92,52.78%,18.09%,-18.30%,2.00B,0.18,-83.21%,1.59%,4.45,-7.76%,8.58B,0.39,-211.54%,19.27%,21.53M,-40.75%,32.35,0.86,-,59.06%,29.00 -56.14%,-28.94%,14.72,0.47,-23.79% -,23.31%,11.03 15.27%,-46.68%,1.06 (8.36%),1.53,-7.73% 20.63%,32.33%,4.26%,3.33%,-,6.78 (53.30%),0.66,202.12%,28.74%,0.51,-,"Sep 02, 2025",1.11,43.57%,23.37%,35.51,3.78,16.67% -,1.20,-93.86%,-8.47%,1.66,13.50,22.25%,1.52,-15.36%,-12.24%,0.87,12.44,6700,1.21,Aug 20 BMO,-22.98%,4.84M,12.72,"Jan 28, 2021",Yes / Yes,-76.51% -5.63%,"

","4,207,320",2.25%,ZIM
