Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.98,3.44%,74.85M,-6.15%,1.32B,-,-1.00,2.17%,73.13M,6.81%,1.06B,-,-0.29,102.22%,9.46%,30.61%,-73.68M,10.73,45.92%,0.64%,12.62,39.06%,122.87M,3.93,-14.62%,-15.95%,6.92M,18.92%,4.44,4.69,4.46%,-19.89%,19.50 -10.72%,32.19%,3.72,-,26.71% 15.81%,-21.07%,9.03 92.80%,210.34%,-,-,41.95% 20.90%,89.52%,3.33%,3.87%,-62.12%,-,8.59,35.69%,-67.32%,0.70,-,-,7.69,95.94%,-59.96%,53.88,1.18,- -,7.69,106.06%,-0.45%,1.47,24.85,-,0.06,153.21%,8.13%,1.09,17.67,286,0.05,Nov 06 AMC,27.66%,548.17K,17.41,"Apr 28, 2017",Yes / Yes,106.22% 182.52%,"

","597,403",-1.47%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,45.29,1.01,11.53%,167.66M,-0.17%,7.68B,29.00,1.58,-1.72%,148.24M,-0.33%,8.04B,4.49,0.40,91.53%,3.96%,19.16%,174.00M,4.76,11.78%,-0.90%,5.52,35.90%,1.61B,4.91,10.49%,6.40%,5.86M,22.90%,9.33,38.04,10.08%,10.81%,48.42 -5.33%,24.33%,1.20,27.28,32.18% -7.41%,8.26%,27.74 65.25%,83.51%,0.37 (0.80%),22.39,19.81% -5.41%,41.82%,1.98%,1.93%,182.36%,0.36 (0.79%),4.98,30.64%,16.77%,1.00,414.66%,"Aug 20, 2025",1.72,4.74%,10.78%,45.84,2.44,3.23% 0.62%,2.71,12.98%,-1.64%,1.15,47.43,35.98%,0.36,7.89%,-0.99%,0.99,46.46,2500,0.35,Oct 28 AMC,18.47%,1.06M,45.84,"Mar 29, 2012",Yes / Yes,17.06% 4.65%,"

","1,055,167",-1.33%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,25.19,5.81,0.17%,443.95M,2.18%,64.88B,21.20,6.90,-0.09%,442.43M,3.33%,70.23B,2.96,1.62,97.80%,1.80%,-3.77%,2.61B,6.91,7.24%,0.78%,2.65,-3.88%,9.38B,13.06,8.75%,18.24%,7.99M,-10.15%,11.21,45.21,8.51%,52.54%,189.98 -22.94%,-22.73%,3.24,29.24,8.55% 11.91%,25.07%,139.34 5.06%,-2.68%,1.99 (1.36%),17.53,5.98% 8.14%,70.03%,1.64%,1.84%,-10.49%,1.93 (1.32%),7.48,13.72%,37.51%,2.70,240.44%,"Oct 31, 2025",1.04,5.27%,27.83%,53.21,1.57,18.93% 21.14%,1.76,17.78%,1.35%,0.90,192.93,32.86%,1.36,4.19%,-1.28%,0.52,147.11,13800,1.09,Nov 04 BMO,-6.90%,3.02M,146.39,"Feb 01, 2013",Yes / Yes,8.60% 2.10%,"

","1,565,650",-0.49%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.10,1.46,0.00%,593.65M,0.90%,11.37B,11.32,1.69,-,593.65M,1.16%,10.39B,1.66,0.35,14.66%,3.06%,-5.62%,1.21B,1.77,-0.79%,-9.14%,9.49,0.79%,6.42B,1.71,13.47%,9.38%,18.17M,-2.05%,11.20,3.07,7.87%,13.98%,25.19 -23.98%,-23.37%,6.24,-,18.24% 8.45%,13.37%,16.34 17.20%,-15.84%,0.62 (3.26%),5.64,9.28% 13.97%,27.49%,1.73%,2.21%,-31.48%,0.65 (3.39%),1.62,2.41%,21.97%,0.42,-,"Sep 30, 2025",1.19,14.40%,18.81%,53.51,1.44,- -,1.21,-25.19%,0.63%,-0.19,23.21,45.76%,0.29,10.45%,0.77%,0.40,18.98,24471,0.01,Aug 19 AMC,1.21%,1.91M,19.15,"Oct 27, 2016",Yes / Yes,-17.31% -2.87%,"

","773,780",0.90%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.27,37.22%,158.30M,6.53%,50.46B,72.59,4.39,-0.56%,99.39M,12.08%,48.69B,-,0.86,53.34%,5.71%,11.39%,-41.48M,18.88,11.37%,-1.00%,3.70,51.69%,2.67B,28.05,20.21%,-0.75%,5.67M,76.69%,11.37,14.13,18.02%,-2.70%,319.89 -0.35%,69.59%,22.57,69.44,54.06% 21.31%,-1.17%,164.78 93.45%,112.95%,-,31820.73,34.81% 44.03%,76.82%,2.59%,3.13%,105.86%,-,18.21,31.04%,-4.48%,9.49,-,-,1.94,23.31%,-1.55%,63.53,1.62,- -,1.94,-14.36%,4.42%,1.06,326.07,-,1.00,21.31%,10.13%,0.91,307.92,7923,0.97,Sep 02 AMC,26.70%,1.54M,318.77,"Mar 16, 2018",Yes / Yes,11.25% 1.74%,"

","1,394,781",3.52%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,21.81,3.80,11.19%,267.28M,3.71%,24.78B,13.97,5.93,-0.60%,265.81M,-0.27%,17.04B,5.23,1.44,64.58%,1.84%,10.65%,1.19B,5.21,5.55%,0.31%,1.58,9.67%,4.75B,2.78,1.35%,11.03%,4.90M,1.45%,29.82,3.18,4.17%,13.60%,92.80 -10.79%,14.72%,26.02,13.43,-10.66% 106.45%,13.23%,64.41 28.54%,5.83%,-,14.48,4.40% 49.60%,76.38%,2.20%,2.44%,-85.19%,-,3.59,36.57%,20.43%,1.96,-,-,4.36,3.63%,24.99%,54.75,2.26,- -,4.36,66.82%,1.80%,0.79,92.80,0.00%,0.01,4.71%,1.86%,1.18,82.01,7412,0.00,Aug 21 AMC,5.48%,3.11M,82.79,"Apr 18, 2019",Yes / Yes,11.14% 1.58%,"

","3,677,105",0.95%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.05,2.04%,109.91M,-2.84%,3.12B,91.83,0.31,-17.87%,109.00M,-13.76%,2.48B,-,-0.26,37.42%,4.49%,-24.62%,-212.37M,7.29,45.71%,-3.56%,7.06,-17.10%,427.80M,3.89,121.62%,-19.74%,4.90M,6.99%,7.20,3.75,-,-28.39%,44.34 -36.81%,0.07%,7.48,-,30.02% -3.16%,-26.45%,23.82 17.63%,-5.27%,-,-,40.31% 98.33%,62.39%,3.17%,3.53%,-69.02%,-,5.79,33.47%,-57.71%,1.30,-,-,2.93,32.38%,-49.64%,34.92,1.29,- -,3.12,54.50%,-10.40%,1.10,53.97,-,0.24,9.81%,-12.96%,0.99,29.09,1869,0.01,Nov 06 BMO,-14.30%,693.97K,28.02,"Sep 20, 2017",Yes / Yes,-3.27% -11.98%,"

","690,225",-3.68%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.84,-,253.10M,0.61%,7.60B,14.35,2.07,-,-,3.13%,11.09B,-,-0.23,4.30%,-,0.10%,-462.32M,0.61,56.05%,0.91%,1.17,45.61%,12.55B,-,222.69%,-7.04%,0.64M,4.51%,-13.26,5.33,-,-,33.32 -10.98%,34.82%,5.56,-,5.46% -,-,17.91 65.61%,-,-,-,118.43% 118.66%,18.90%,1.43%,2.03%,-,-,0.88,62.51%,-4.64%,0.80,-,-,0.49,39.14%,-3.68%,51.18,1.00,- -,0.59,82.59%,0.31%,0.13,35.47,-,-,37.06%,0.29%,0.82,29.90,17439,-,Aug 14 BMO,9.90%,550.38K,29.66,"May 10, 2024",Yes / Yes,72.37% -0.14%,"

","453,222",-0.80%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.25,5.59,1.54%,147.64M,10.12%,7.63B,8.58,6.02,-0.01%,145.34M,-9.19%,-,1.05,1.56,79.05%,4.08%,-6.68%,826.00M,1.54,16.70%,0.10%,3.25,14.21%,4.95B,1.12,4.26%,0.96%,5.92M,-4.74%,46.05,-,8.79%,12.75%,63.22 -18.25%,4.53%,-,9.52,-9.99% 3.54%,9.91%,39.32 31.43%,-0.58%,1.76 (3.40%),-,19.10% 8.98%,-,3.52%,3.49%,65.96%,1.74 (3.37%),-,27.77%,22.37%,2.01,83.00%,"Aug 14, 2025",-,0.12%,16.70%,42.51,2.70,4.85% 5.34%,0.14,7.81%,-4.87%,0.96,61.95,33.52%,0.76,-2.03%,-7.20%,0.92,51.69,9406,0.21,Oct 20 AMC,-1.11%,1.82M,51.68,"Mar 17, 1980",Yes / Yes,1.27% 2.13%,"

","1,681,358",-0.02%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.83,16.63,1.18%,120.46M,3.45%,1.66B,-,-3.41,0.00%,119.04M,-5.16%,5.81B,-,0.84,52.77%,18.09%,-17.63%,2.00B,0.19,-83.48%,1.39%,4.44,-2.27%,8.58B,0.43,-215.75%,19.27%,21.53M,-35.82%,32.35,0.94,-,59.06%,29.00 -52.48%,-42.00%,14.72,0.51,-23.79% -,23.31%,11.03 24.88%,-41.57%,1.04 (7.58%),1.57,-7.73% 20.63%,32.33%,3.32%,3.51%,-,6.78 (49.20%),0.68,202.12%,28.74%,0.50,-,"Sep 02, 2025",1.11,43.57%,23.37%,50.88,3.78,16.67% -,1.20,-93.86%,2.08%,1.65,13.38,22.25%,1.52,-15.36%,-1.83%,0.64,13.94,6700,1.21,Aug 20 BMO,-14.84%,4.85M,13.78,"Jan 28, 2021",Yes / Yes,-76.51% -5.63%,"

","3,126,938",-1.15%,ZIM
