Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.98,3.69%,74.85M,3.24%,1.23B,-,-1.11,63.15%,72.94M,13.48%,968.01M,-,-0.29,101.02%,9.44%,30.21%,-73.68M,10.02,38.90%,14.69%,14.27,25.68%,122.87M,3.66,-11.81%,-15.95%,6.89M,11.00%,4.44,4.37,-2.56%,-19.89%,17.70 -8.19%,32.11%,3.72,-,26.71% 15.81%,-21.07%,9.03 79.96%,229.61%,-,-,41.95% 20.90%,89.52%,3.88%,4.41%,-61.06%,-,7.88,35.69%,-67.32%,0.66,-,-,7.69,95.94%,-59.96%,65.09,1.40,- -,7.69,106.06%,6.76%,1.49,22.06,-,0.06,153.21%,14.73%,2.10,16.49,286,0.05,Aug 07 AMC,22.81%,482.44K,16.25,"Apr 28, 2017",Yes / Yes,106.22% 182.52%,"

","1,012,744",-1.46%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,46.34,1.01,11.54%,167.66M,0.47%,7.86B,29.78,1.57,-1.72%,148.24M,3.69%,8.21B,4.60,0.40,91.77%,3.04%,32.60%,174.00M,4.87,11.82%,-0.53%,4.21,39.42%,1.61B,5.03,10.04%,6.40%,4.51M,25.74%,9.33,38.92,10.08%,10.81%,48.42 -3.14%,38.76%,1.20,27.92,32.18% -7.41%,8.26%,27.74 69.07%,74.22%,0.37 (0.78%),22.88,19.81% -5.41%,41.82%,2.23%,2.22%,204.05%,0.36 (0.77%),5.09,30.64%,16.77%,1.05,377.46%,"Aug 20, 2025",1.72,4.74%,10.78%,58.00,2.44,3.23% 0.62%,2.71,12.98%,1.22%,1.12,46.86,35.98%,0.36,7.89%,7.90%,2.90,47.94,2500,0.35,Jul 29 AMC,24.21%,1.07M,46.90,"Mar 29, 2012",Yes / Yes,17.06% 4.65%,"

","3,106,759",-2.17%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,25.10,5.81,0.18%,443.95M,-1.57%,64.65B,21.13,6.90,-0.08%,442.41M,-6.94%,70.01B,2.97,1.63,98.01%,1.75%,-7.18%,2.61B,6.89,7.30%,0.45%,2.56,-10.59%,9.38B,13.01,8.69%,18.24%,7.76M,-10.46%,11.21,45.05,8.45%,52.54%,200.33 -27.18%,-25.46%,3.24,29.14,8.55% 11.91%,25.07%,139.70 4.42%,-8.96%,1.99 (1.37%),17.48,5.98% 8.14%,70.03%,1.98%,1.84%,-9.31%,1.93 (1.32%),7.46,13.72%,37.51%,3.06,224.18%,"Jul 18, 2025",1.04,5.27%,27.83%,35.83,1.50,18.93% 21.14%,1.76,17.78%,-3.66%,0.91,195.14,32.86%,1.36,4.19%,-3.54%,1.47,147.10,13800,1.09,Aug 05 BMO,-9.04%,3.03M,145.88,"Feb 01, 2013",Yes / Yes,8.60% 2.10%,"

","4,455,797",-0.83%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,12.72,1.46,0.00%,593.65M,-2.41%,11.04B,11.07,1.68,-,593.65M,-4.76%,10.06B,1.68,0.34,14.65%,2.42%,8.08%,1.21B,1.72,-1.55%,-14.31%,7.80,-7.65%,6.42B,1.66,13.42%,9.38%,14.39M,-4.86%,11.20,2.98,7.56%,13.98%,27.50 -32.36%,-16.74%,6.24,-,18.24% 8.45%,13.37%,16.34 13.83%,-30.83%,0.62 (3.33%),5.46,9.28% 13.97%,27.49%,1.92%,1.91%,-39.49%,0.70 (3.76%),1.57,2.41%,21.97%,0.43,-,"Sep 30, 2025",1.19,14.40%,18.81%,43.54,1.44,- -,1.21,-25.19%,-1.02%,-0.18,23.18,45.76%,0.29,10.45%,-3.62%,1.04,18.78,24471,0.01,Aug 19 AMC,-1.87%,1.84M,18.60,"Oct 27, 2016",Yes / Yes,-17.31% -2.87%,"

","1,911,550",-0.96%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.27,37.22%,158.30M,3.91%,46.58B,66.98,4.39,-0.92%,99.37M,7.47%,44.81B,-,0.86,53.46%,5.69%,-2.86%,-41.48M,17.43,11.37%,-1.12%,3.06,44.57%,2.67B,25.89,20.27%,-0.75%,5.65M,63.11%,11.37,13.04,18.14%,-2.70%,318.46 -7.60%,72.77%,22.57,64.10,54.06% 21.31%,-1.17%,164.78 78.58%,60.82%,-,29285.85,34.81% 44.03%,76.82%,2.81%,3.06%,126.19%,-,16.76,31.04%,-4.48%,8.58,-,-,1.94,23.31%,-1.55%,61.86,1.57,- -,1.94,-14.36%,5.61%,1.06,326.78,-,1.00,21.31%,4.86%,1.11,291.11,7923,0.97,Sep 02 AMC,23.29%,1.85M,294.27,"Mar 16, 2018",Yes / Yes,11.25% 1.74%,"

","2,048,470",1.09%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,22.17,3.80,11.17%,267.28M,0.21%,25.19B,14.17,5.94,-0.59%,265.85M,16.63%,17.45B,5.28,1.44,63.80%,2.13%,7.91%,1.19B,5.30,5.55%,-0.32%,1.64,10.69%,4.75B,2.82,1.60%,11.03%,5.67M,3.12%,29.82,3.23,4.20%,13.60%,92.80 -9.31%,23.56%,26.02,13.65,-10.66% 106.45%,13.23%,64.41 30.66%,5.74%,-,14.83,4.40% 49.60%,76.38%,2.12%,2.74%,-79.14%,-,3.67,36.57%,20.43%,1.98,-,-,4.36,3.63%,24.99%,58.02,2.31,- -,4.36,66.82%,0.91%,0.78,92.31,0.00%,0.01,4.71%,8.77%,1.71,86.83,7412,0.00,Aug 21 AMC,6.84%,3.46M,84.16,"Apr 18, 2019",Yes / Yes,11.14% 1.58%,"

","5,930,812",-3.07%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.05,2.08%,109.91M,-0.46%,3.63B,81.09,0.40,-19.01%,108.95M,-2.54%,2.99B,-,-0.25,37.56%,4.35%,-5.50%,-212.37M,8.49,43.25%,-1.76%,6.30,-12.54%,427.80M,4.53,127.28%,-19.74%,4.74M,24.67%,7.20,4.37,-,-28.39%,44.34 -26.36%,57.20%,7.48,-,29.99% -3.19%,-26.45%,20.17 61.87%,-33.60%,-,-,40.38% 98.40%,62.39%,2.34%,3.95%,-57.83%,-,6.99,33.47%,-57.71%,1.52,-,-,2.93,32.38%,-49.64%,48.74,1.29,- -,3.12,54.50%,1.15%,1.07,53.26,-,0.24,9.81%,-5.55%,2.73,33.00,1869,0.01,Aug 07 BMO,1.52%,753.27K,32.65,"Sep 20, 2017",Yes / Yes,-3.27% -11.98%,"

","2,054,984",-1.06%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.84,-,253.10M,2.89%,7.58B,14.59,2.05,-,-,-0.63%,11.07B,-,-0.23,4.42%,-,15.42%,-462.32M,0.60,56.34%,11.12%,1.06,14.27%,12.55B,-,222.51%,-7.04%,0.59M,5.50%,-13.26,5.32,-,-,33.32 -10.14%,85.73%,5.63,-,5.46% -,-,15.35 95.05%,-,-,-,118.43% 118.66%,18.90%,1.92%,2.02%,-,-,0.88,62.51%,-4.64%,0.80,-,-,0.49,39.14%,-3.68%,53.41,1.00,- -,0.59,82.59%,1.49%,0.07,35.66,-,-,37.06%,2.02%,3.65,29.43,17439,-,Aug 14 BMO,11.79%,555.19K,29.94,"May 10, 2024",Yes / Yes,72.37% -0.14%,"

","2,028,934",1.73%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.71,5.48,1.58%,147.60M,0.48%,8.67B,10.01,5.86,-0.03%,145.30M,9.15%,-,1.37,1.46,79.13%,4.30%,20.83%,807.00M,1.74,15.24%,0.18%,4.31,18.25%,4.97B,1.33,2.76%,0.95%,6.25M,8.20%,44.24,-,7.80%,13.23%,63.22 -7.15%,25.11%,-,10.82,-9.99% 3.54%,10.37%,39.32 49.29%,1.28%,1.74 (2.96%),-,19.10% 8.98%,-,3.00%,2.36%,81.90%,1.74 (2.96%),-,32.07%,22.09%,1.39,107.13%,"Aug 14, 2025",-,2.64%,16.23%,60.75,2.77,4.85% 5.34%,0.13,27.04%,2.15%,0.92,61.81,33.52%,1.10,-1.04%,5.78%,2.38,59.15,9406,0.18,Jul 21 AMC,11.92%,1.45M,58.70,"Mar 17, 1980",Yes / Yes,24.68% 3.35%,"

","3,443,436",-0.76%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.86,16.63,1.18%,120.46M,5.43%,1.73B,-,-3.21,0.00%,119.04M,-6.26%,5.88B,-,0.81,52.78%,15.71%,-13.07%,2.00B,0.20,-84.17%,9.00%,3.54,-20.03%,8.58B,0.44,-213.92%,19.27%,18.70M,-33.07%,32.35,0.98,-,59.06%,29.00 -50.45%,-24.17%,14.72,0.53,-23.79% -,23.31%,11.03 30.22%,-52.62%,1.00 (6.99%),1.59,-7.73% 20.63%,32.33%,4.04%,3.41%,-,6.78 (47.18%),0.69,202.12%,28.74%,0.62,-,"Sep 02, 2025",1.11,43.57%,23.37%,48.35,3.78,16.67% -,1.20,-93.86%,2.94%,1.67,13.72,22.25%,1.52,-15.36%,-5.51%,1.33,15.20,6700,1.21,Aug 20 BMO,-15.41%,5.29M,14.37,"Jan 28, 2021",Yes / Yes,-76.51% -5.63%,"

","7,038,651",-5.46%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,23.45,0.41,75.88%,254.09M,8.70%,3.89B,18.51,0.51,0.00%,61.28M,18.16%,4.91B,1.11,-,22.00%,7.63%,7.47%,103.34M,1.87,23.37%,34.77%,3.93,29.60%,2.08B,2.32,17.67%,3.34%,4.68M,15.01%,4.09,14.43,21.18%,10.58%,9.99 -4.90%,-2.56%,0.66,21.01,- -,5.45%,6.05 57.02%,-6.31%,0.15 (1.54%),11.01,11.29% -,55.55%,3.32%,2.70%,-,0.14 (1.49%),2.36,-5.94%,8.97%,0.27,-,"Jul 07, 2025",0.79,-1.88%,4.97%,66.95,1.89,15.87% -,1.42,-54950.00%,7.94%,0.74,9.91,42.68%,1.17,-,10.94%,0.67,9.68,7395,0.82,Sep 05 BMO,14.21%,1.19M,9.50,"Dec 20, 2021",Yes / Yes,73.56% 2.35%,"

","796,394",-1.86%,ZGN
Zillow Group Inc,Communication Services,Internet Content & Information,USA,NASD,-,-,-0.27,80.12%,50.09M,-0.77%,20.93B,37.50,2.23,-0.57%,48.16M,7.88%,20.10B,-,0.43,17.45%,2.10%,25.62%,-62.00M,8.77,17.85%,1.43%,1.79,20.82%,2.39B,4.25,37.22%,-1.03%,1.01M,18.12%,19.68,18.00,31.66%,-1.34%,90.22 -7.24%,37.47%,4.65,60.86,39.04% 20.21%,-1.28%,55.08 51.94%,132.67%,-,132.23,1.60% -4.00%,75.75%,3.29%,3.27%,-3.86%,-,8.42,56.19%,-5.57%,2.88,208.36%,-,3.34,15.31%,-2.60%,52.72,2.19,- -,3.34,110.99%,0.21%,2.14,88.85,-,0.07,14.51%,4.53%,2.26,86.44,6856,0.02,Aug 06 AMC,14.31%,567.59K,83.69,"Jul 20, 2011",Yes / Yes,-4.97% 1.09%,"

","1,282,091",-3.18%,ZG
Zeta Global Holdings Corp,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.19,20.28%,213.26M,5.60%,5.12B,24.90,0.86,0.00%,189.77M,18.27%,4.95B,-,0.18,66.34%,11.89%,51.55%,-36.55M,4.43,12.42%,4.75%,2.21,49.03%,1.16B,7.58,31.07%,-4.34%,22.56M,19.46%,2.84,14.00,23.25%,-8.21%,38.20 -43.74%,-21.68%,1.53,37.42,33.87% -5.22%,-4.20%,10.69 101.03%,175.87%,-,100.57,29.95% 26.86%,55.31%,4.43%,4.84%,-,-,4.28,79.56%,-1.32%,1.04,-,-,3.25,40.60%,-3.16%,68.57,1.50,- -,3.25,62.61%,9.04%,1.31,27.08,-,0.29,35.38%,19.70%,0.89,21.10,2191,0.29,Aug 05 AMC,28.49%,10.19M,21.49,"Jun 10, 2021",Yes / Yes,11.35% 3.96%,"

","9,022,483",1.85%,ZETA
