Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,38.47,0.77,16.05%,172.26M,-7.82%,5.08B,22.55,1.32,-14.91%,143.50M,-0.34%,135.60M,2.46,0.32,87.02%,3.02%,-2.24%,1.54B,3.30,24.23%,6.04%,4.88,-7.24%,9.32,3.19,9.34%,4.67%,4.34M,2.10%,0.95,31.21,15.65%,8.04%,25.09,34.58,1.02%,0.26 (0.89%),18.01,18.47%,6.37%,-14.08%,1.16,0.32 (1.08%),1.75,0.20%,40.45%,18.41%,0.73,"Aug 20, 2024",2.83,183.51%,15.70%,37.31,2.53%,1.81%,2400,0.34,0.50%,8.80%,2.25,36.00,Yes / Yes,0.33,34.01%,45.61%,1.47,30.41,0.70%,5.16%,2.18%,Jul 30 AMC,889.25K,29.71,-4.91%,-3.47%,-3.76%,"

","1,306,685",-2.30%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.33,7.77%,151.47M,-3.82%,1.30B,15.12,0.57,-8.45%,139.71M,2.39%,-47.27M,-,0.11,78.29%,4.43%,-14.39%,445.68M,2.91,70.20%,-0.36%,5.06,-6.24%,1.27,6.76,0.89%,-6.17%,6.19M,-7.25%,3.59,2.39,15.00%,-31.02%,7.05,10.85,-8.83%,-,-,9.40%,-7.99%,-21.01%,1.71,-,2.71,12.97%,68.16%,21.56%,0.36,-,2.71,60.38%,-6.31%,45.54,3.72%,4.01%,1618,2.12,7.33%,-10.61%,1.86,12.00,Yes / Yes,2.08,70.33%,-,1.24,8.82,2.46%,98.33%,6.80%,Aug 21 AMC,1.22M,8.57,-1.46%,-4.54%,-5.44%,"

","1,513,778",-2.83%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,37.05,5.11,0.09%,458.37M,3.47%,85.73B,29.30,6.46,-0.78%,452.66M,2.41%,2.34B,3.87,1.46,97.02%,0.90%,7.04%,8.91B,9.62,9.42%,0.02%,1.98,4.25%,10.94,17.29,10.95%,16.79%,4.06M,1.27%,3.47,54.47,9.57%,48.88%,144.80,201.92,-4.12%,1.71 (0.90%),40.77,11.57%,20.02%,-6.28%,0.87,1.67 (0.88%),2.09,8.05%,68.32%,30.68%,3.53,"Jul 18, 2024",3.45,7.38%,36.05%,64.17,1.86%,1.68%,14100,1.36,8.43%,26.29%,1.45,221.65,Yes / Yes,1.36,-5.60%,30.71%,1.32,186.59,2.10%,5.04%,8.30%,Aug 06 BMO,2.05M,189.23,2.80%,4.75%,5.57%,"

","2,701,987",1.41%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,15.24,1.42,0.86%,606.77M,1.27%,12.90B,10.73,2.01,0.00%,592.90M,10.16%,1.19B,1.12,0.40,37.38%,2.54%,-9.56%,5.61B,2.30,13.41%,3.51%,6.34,7.47%,10.31,2.09,18.60%,9.95%,15.05M,-13.27%,4.71,4.58,13.57%,14.81%,15.90,25.90,1.36%,0.68 (3.17%),-,13.37%,12.68%,-16.72%,-0.10,0.62 (2.87%),1.22,15.78%,31.13%,35.70%,0.63,"Sep 10, 2024",1.26,-0.18%,24.65%,59.84,2.15%,2.52%,23554,0.30,3.60%,21.14%,1.30,28.94,Yes / Yes,0.12,-3.11%,40.76%,1.00,21.49,0.90%,2.93%,6.28%,Aug 21 BMO,2.37M,21.57,4.89%,7.17%,5.14%,"

","2,376,368",0.37%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.39,38.67%,147.17M,-20.52%,23.70B,44.48,3.52,-0.11%,92.70M,-5.67%,-57.71M,-,0.63,47.36%,4.82%,-12.38%,2.17B,10.93,-9.89%,5.55%,2.24,-22.10%,7.22,21.70,22.61%,-1.39%,4.47M,-0.99%,15.94,9.83,26.82%,-5.77%,146.59,259.61,-29.24%,-,37.37,-10.72%,-4.38%,-39.61%,0.87,-,1.67,48.57%,81.17%,6.95%,8.22,-,1.04,72.20%,-5.77%,31.01,4.54%,3.04%,5962,0.97,34.07%,-2.66%,1.72,216.01,Yes / Yes,0.04,53.13%,-,1.80,162.25,4.48%,24.95%,30.30%,Sep 03 AMC,2.00M,156.78,-16.46%,-16.50%,-21.00%,"

","3,604,628",-3.37%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.75,13.77%,70.77M,-8.92%,210.49M,-,-3.56,-0.13%,61.32M,-9.76%,-194.65M,-,-0.89,100.05%,18.87%,-73.29%,40.56M,5.19,35.18%,-1.04%,7.78,-80.07%,5.38,0.55,-22.88%,-34.97%,11.57M,-88.30%,6.00,0.49,-,-42.98%,2.83,25.81,-80.46%,-,-,-50.05%,-45.92%,-88.53%,1.69,-,6.59,-20.00%,96.71%,4.59%,0.32,-,6.59,42.78%,-543.77%,38.36,9.58%,9.69%,168,0.12,-,-479.92%,2.27,9.90,Yes / Yes,0.11,32.87%,-,0.50,3.24,-,-47.48%,-,Aug 09 BMO,1.49M,2.96,-6.60%,-18.98%,-71.58%,"

","748,156",-8.64%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,24.07,2.79,15.03%,307.79M,-3.95%,20.68B,14.55,4.62,-0.63%,261.54M,20.57%,875.37M,16.04,1.31,59.24%,3.16%,6.45%,4.59B,4.51,-15.87%,-0.54%,2.32,0.22%,27.68,2.43,5.30%,9.01%,8.25M,-9.22%,24.46,2.75,1.50%,11.27%,55.06,74.82,-6.58%,-,12.02,-,10.22%,-10.21%,-0.04,-,4.45,95.81%,74.59%,22.01%,1.80,-,4.45,508.08%,17.80%,60.89,2.42%,2.74%,7420,0.01,2.76%,19.08%,2.54,74.94,Yes / Yes,0.00,17.25%,0.00%,0.76,67.23,1.20%,14.44%,2.09%,Aug 21 AMC,3.55M,67.18,5.63%,11.11%,4.89%,"

","2,708,584",-0.07%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.07,0.59%,99.12M,1.53%,1.97B,-,-1.78,-15.22%,98.53M,19.22%,-298.33M,-,-0.76,42.97%,4.78%,4.47%,322.71M,6.10,14.08%,-2.06%,8.37,3.60%,7.18,2.77,39.99%,-28.50%,4.71M,-29.61%,7.37,2.70,-,-36.46%,13.48,31.22,-27.37%,-,-,-16.93%,-42.02%,-36.42%,1.06,-,3.29,2095.12%,62.95%,47.26%,0.92,-,3.46,24.90%,-109.67%,62.87,4.68%,4.44%,2175,0.12,28.16%,-92.44%,1.13,50.47,Yes / Yes,0.01,34.35%,-,0.55,19.64,7.45%,-15.75%,45.95%,Aug 06 AMC,563.11K,19.85,10.73%,10.16%,-1.84%,"

","311,614",1.07%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.36,8.90%,127.44M,4.17%,383.67M,-,-,0.00%,116.52M,9.49%,-57.85M,-,-,17.21%,0.04%,-72.17%,1.22B,0.31,-,-,0.26,-84.19%,2.73,1.10,-,-4.29%,0.05M,-,2.20,1.37,-,-9.63%,2.62,21.91,-81.61%,-,-,-,-12.58%,-86.31%,-,-,1.61,26.18%,17.21%,14.50%,0.33,-,1.80,69.95%,-3.73%,41.58,9.33%,10.77%,3476,0.26,-1.34%,-4.74%,1.00,15.83,No / Yes,0.04,88.56%,-,0.21,3.05,-2.36%,-133.33%,5.18%,Aug 22 BMO,176.43K,3.00,-5.76%,-9.26%,-74.04%,"

","37,481",-1.64%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,31.75,0.29,36.01%,76.17M,-3.39%,904.99M,-,-0.19,-0.51%,63.57M,25.66%,30.22M,-,-0.10,56.17%,5.24%,-3.90%,537.45M,1.68,-146.24%,-1.82%,6.34,-27.53%,0.25,36.98,11.02%,4.65%,3.33M,-39.67%,5.27,1.73,-,855.40%,7.21,15.52,-34.46%,-,10.42,-,5.26%,-41.28%,1.19,-,7.44,17.01%,89.51%,26.35%,0.40,-,7.44,-44.78%,11.55%,51.71,3.62%,4.91%,1000,22.71,-32.11%,5.62%,2.62,9.10,Yes / Yes,22.52,-50.07%,0.00%,0.82,9.32,5.30%,190.25%,-27.44%,Aug 07 AMC,525.37K,9.11,2.58%,3.81%,-19.41%,"

","430,518",-2.25%,ZIP
