Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,38.30,0.98,11.45%,168.52M,9.28%,6.30B,25.48,1.47,-58.16%,148.98M,27.37%,169.50M,4.92,0.36,90.10%,3.44%,1.57%,1.58B,3.99,4.79%,0.79%,4.63,-4.41%,9.19,4.08,9.60%,6.29%,5.12M,15.65%,0.86,43.56,7.78%,10.49%,27.74,41.15,0.43%,0.37 (0.98%),24.23,-7.41%,8.11%,-8.97%,1.04,0.34 (0.91%),1.72,0.51%,41.66%,35.04%,1.04,"May 20, 2025",2.87,38.39%,16.67%,74.10,2.09%,2.73%,2500,0.36,3.22%,10.72%,2.25,36.14,Yes / Yes,0.35,29.71%,35.98%,0.65,37.20,1.36%,6.90%,4.01%,Apr 22 AMC,1.11M,37.46,11.87%,13.71%,6.21%,"

","719,648",0.70%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,28.81,5.57,0.10%,446.04M,7.03%,71.42B,23.42,6.85,-1.27%,444.76M,7.34%,2.52B,3.40,1.62,96.63%,2.10%,-7.96%,9.29B,7.69,4.87%,-1.11%,2.83,-7.94%,10.44,15.37,10.31%,17.70%,9.33M,-4.59%,3.87,41.50,8.46%,51.85%,139.70,200.33,-1.55%,1.99 (1.24%),31.31,11.91%,25.04%,-19.93%,0.93,1.86 (1.16%),1.04,8.22%,69.48%,14.82%,4.95,"Apr 21, 2025",1.74,7.23%,37.01%,55.60,2.93%,2.74%,13800,1.45,6.32%,27.12%,1.43,200.29,Yes / Yes,1.16,7.88%,32.86%,1.01,161.92,1.37%,5.00%,1.37%,May 06 BMO,3.29M,160.41,4.03%,1.42%,-7.36%,"

","3,328,669",-0.93%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,12.49,1.48,0.86%,598.37M,-3.60%,10.84B,9.58,1.93,0.00%,581.59M,1.21%,1.22B,0.92,0.42,23.78%,2.39%,-2.43%,6.15B,1.76,14.53%,-4.40%,5.03,-18.88%,14.21,1.30,13.44%,9.75%,13.90M,-12.09%,5.22,3.54,13.53%,14.46%,16.34,27.50,-5.52%,0.73 (3.95%),-,8.45%,14.32%,-32.84%,-0.15,0.70 (3.79%),1.04,14.25%,30.97%,13.04%,0.59,"Apr 10, 2025",1.07,-0.32%,24.90%,44.12,2.28%,2.54%,24471,0.28,12.67%,19.90%,1.31,26.23,Yes / Yes,0.01,13.66%,45.76%,0.66,19.00,10.92%,-11.92%,21.51%,May 20 AMC,2.76M,18.47,-2.07%,-4.27%,-9.91%,"

","1,820,851",-2.79%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.10,37.92%,154.72M,5.11%,37.91B,68.86,3.56,-0.41%,96.06M,23.69%,-15.53M,-,0.75,51.89%,8.06%,17.09%,2.42B,15.65,-3.64%,3.74%,3.21,24.55%,10.39,23.58,15.74%,-0.35%,7.74M,42.47%,18.62,13.16,10.38%,-1.21%,153.45,241.74,35.80%,-,54.56,-10.72%,-0.94%,1.35%,1.04,-,1.15,48.57%,77.68%,59.66%,7.81,-,1.15,89.39%,-4.09%,75.02,2.45%,2.91%,7348,0.77,27.77%,-0.64%,1.66,238.65,Yes / Yes,0.03,73.68%,-,1.19,241.48,2.13%,13.49%,23.41%,May 29 AMC,2.42M,245.00,11.24%,18.00%,26.13%,"

","2,869,720",1.46%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,25.98,3.20,14.59%,263.11M,6.57%,25.38B,15.09,5.51,-1.98%,260.57M,16.60%,1.01B,21.47,1.31,62.02%,2.62%,-0.76%,4.67B,5.44,-2.63%,4.55%,2.68,3.73%,29.22,2.85,2.22%,9.66%,6.83M,36.07%,25.58,3.25,1.21%,11.92%,55.06,92.80,1.92%,-,14.03,106.45%,11.26%,-10.37%,0.72,-,4.46,78.74%,75.94%,51.07%,1.94,-,4.46,55.96%,19.00%,74.08,1.78%,2.10%,7412,0.01,3.05%,21.65%,2.33,88.46,Yes / Yes,0.00,21.68%,0.00%,0.78,82.67,0.47%,8.10%,3.29%,May 21 AMC,2.54M,83.18,8.68%,10.98%,10.87%,"

","1,984,253",0.62%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.50,0.94%,109.84M,-2.59%,3.14B,95.37,0.30,-23.58%,108.80M,-3.11%,-252.07M,-,-0.38,55.10%,6.11%,5.76%,418.33M,7.51,45.16%,10.90%,5.09,-7.11%,7.48,3.83,121.05%,-23.32%,6.65M,36.22%,7.80,3.67,-,-32.05%,16.01,39.77,9.28%,-,-,-3.18%,-30.63%,-28.04%,0.96,-,3.09,118.89%,63.45%,78.76%,1.77,-,3.26,28.63%,-64.09%,40.80,5.04%,4.32%,1869,0.24,43.72%,-60.26%,1.29,53.54,Yes / Yes,0.02,18.43%,-,0.49,29.40,-5.41%,91.64%,22.19%,May 08 BMO,1.31M,28.62,-6.65%,-13.09%,5.42%,"

","637,798",-2.65%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-3.61,-,253.10M,26.60%,7.24B,17.03,1.68,-,-,37.30%,-891.82M,-,1.08,3.94%,-,17.55%,10.55B,0.69,60.23%,70.66%,1.69,12.29%,-6.35,-,211.49%,-21.49%,1.42M,-,4.85,5.90,-,-,13.00,33.32,0.78%,-,-,-,-,-14.16%,0.36,-,0.48,146.49%,16.40%,120.00%,1.34,-,0.62,25.35%,-9.12%,71.82,3.33%,4.59%,17439,-,45.22%,-8.46%,1.00,41.92,Yes / Yes,-,67.77%,-,0.82,28.79,-0.44%,-71.34%,40.01%,May 15 BMO,842.19K,28.60,27.66%,16.94%,23.25%,"

","692,809",-0.66%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.72,5.13,1.61%,147.57M,9.98%,7.37B,9.02,5.53,-1.83%,145.20M,18.86%,756.00M,1.55,1.30,76.05%,3.39%,-12.17%,4.98B,1.48,5.07%,2.24%,2.38,-13.26%,42.43,1.18,6.38%,0.91%,4.93M,12.71%,-,-,6.28%,13.06%,39.32,63.22,-7.98%,1.74 (3.48%),7.70,3.54%,10.04%,-21.04%,0.88,1.68 (3.37%),-,10.13%,-,26.96%,1.85,"May 15, 2025",0.15,28.90%,21.03%,64.75,2.27%,3.28%,9406,0.74,4.84%,15.17%,2.79,52.58,Yes / Yes,0.19,18.40%,33.52%,0.55,49.46,-0.18%,-4.71%,-0.83%,Apr 21 AMC,2.07M,49.92,9.76%,6.61%,-2.77%,"

","1,130,505",0.93%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.96,17.83,1.07%,120.42M,27.12%,2.06B,-,-1.68,0.00%,119.17M,24.08%,2.15B,-,1.87,52.58%,20.18%,-17.70%,8.43B,0.24,-92.84%,7.11%,3.67,-29.72%,33.52,0.51,-231.83%,21.76%,24.05M,9.53%,17.56,0.97,-,66.17%,11.03,29.00,-20.31%,0.69 (4.05%),0.67,-,24.69%,-41.00%,1.73,7.14 (41.73%),1.17,42.24%,32.89%,55.05%,1.06,"Mar 24, 2025",1.25,179.57%,29.52%,62.98,5.21%,5.28%,6700,1.49,63.25%,25.48%,4.00,15.11,Yes / Yes,1.15,477.65%,22.25%,1.29,16.26,6.89%,33.49%,79.84%,May 19 BMO,6.54M,17.11,18.72%,9.22%,-9.64%,"

","8,433,496",5.23%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,-,26.68,0.33,78.05%,252.58M,10.62%,3.57B,17.76,0.49,0.00%,55.45M,28.30%,83.40M,1.31,-,10.08%,4.39%,0.23%,2.11B,1.69,24.09%,-13.95%,2.58,17.45%,3.76,2.33,18.19%,2.78%,2.43M,-30.99%,0.74,11.76,20.38%,8.89%,6.05,13.36,5.93%,0.15 (1.67%),18.40,-,4.94%,-34.51%,0.74,0.13 (1.48%),0.80,9.05%,55.89%,44.63%,0.33,"Jul 05, 2024",1.41,-37.52%,9.45%,71.49,2.58%,3.33%,7395,1.13,2.26%,3.96%,2.75,8.61,Yes / Yes,0.78,-54950.00%,-,1.04,8.54,-4.68%,-8.40%,-,Mar 27 BMO,941.49K,8.75,12.72%,17.27%,2.74%,"

","979,462",2.46%,ZGN
