Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,41.30,0.77,16.05%,172.26M,1.05%,5.45B,24.20,1.32,-14.91%,143.50M,-1.09%,135.60M,2.64,0.32,87.05%,3.02%,4.69%,1.54B,3.54,24.23%,6.04%,4.77,1.95%,9.32,3.42,9.34%,4.67%,4.34M,9.10%,0.95,33.50,15.65%,8.04%,25.09,34.58,8.43%,0.26 (0.83%),19.34,18.47%,6.37%,-7.78%,1.15,0.32 (1.00%),1.75,0.20%,40.45%,27.10%,0.68,"Aug 20, 2024",2.83,183.51%,15.70%,57.31,1.55%,2.28%,2400,0.34,0.50%,8.80%,2.25,36.00,Yes / Yes,0.33,34.01%,45.61%,0.42,32.03,0.70%,5.16%,2.18%,Jul 30 AMC,909.37K,31.89,2.85%,4.09%,3.55%,"

","386,399",-0.44%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.33,7.81%,137.79M,0.82%,1.27B,15.12,0.57,-8.58%,136.53M,-5.30%,-47.27M,-,0.11,80.18%,4.54%,-11.83%,445.68M,2.85,70.20%,-0.36%,4.93,-0.23%,0.94,9.11,0.89%,-6.17%,6.19M,-3.49%,3.67,2.34,15.00%,-31.02%,7.05,10.85,-8.83%,-,-,9.40%,-7.99%,-21.01%,1.72,-,2.50,12.97%,72.44%,21.56%,0.37,-,2.71,60.38%,-6.51%,44.25,6.00%,4.04%,1618,2.12,7.33%,-10.61%,1.86,12.00,Yes / Yes,2.08,70.33%,-,0.71,8.82,2.46%,98.33%,6.80%,Aug 21 AMC,1.26M,8.57,-1.16%,-5.31%,-5.23%,"

","892,408",-2.83%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,35.82,5.11,0.09%,458.37M,0.01%,82.87B,28.32,6.46,-0.78%,452.66M,0.59%,2.34B,3.74,1.46,96.89%,0.90%,7.09%,8.91B,9.30,9.42%,0.02%,1.90,-8.52%,10.94,16.72,10.95%,16.79%,4.06M,-2.18%,3.47,52.65,9.57%,48.88%,144.80,201.92,-7.33%,1.71 (0.93%),39.40,11.57%,20.02%,-9.41%,0.88,1.67 (0.91%),2.09,8.05%,68.32%,26.32%,3.63,"Jul 18, 2024",3.45,7.38%,36.05%,52.21,1.31%,1.96%,14100,1.36,8.43%,26.29%,1.37,221.65,Yes / Yes,1.36,-5.60%,30.71%,0.69,182.10,2.10%,5.04%,8.30%,Aug 06 BMO,2.13M,182.91,-0.12%,2.23%,2.26%,"

","1,462,973",0.44%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.68,1.42,0.86%,606.77M,-1.05%,12.49B,10.37,2.01,0.00%,595.41M,11.53%,1.19B,0.98,0.40,37.30%,2.53%,-13.56%,5.61B,2.23,12.39%,3.58%,6.24,8.62%,10.31,2.02,19.91%,9.95%,15.05M,-14.76%,4.69,4.43,15.01%,14.81%,15.90,25.90,-2.30%,0.68 (3.28%),-,13.37%,12.68%,-19.73%,-0.10,0.62 (2.98%),1.22,15.78%,31.13%,30.80%,0.66,"Sep 10, 2024",1.26,-0.18%,24.65%,56.83,2.49%,3.16%,23554,0.30,3.60%,21.14%,1.28,28.73,Yes / Yes,0.12,-3.11%,40.76%,0.51,20.90,0.90%,2.93%,6.28%,Aug 21 BMO,2.41M,20.79,4.90%,3.10%,0.95%,"

","1,232,614",-0.53%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.50,38.67%,147.17M,-3.24%,29.32B,58.29,3.33,-0.11%,92.70M,9.74%,-73.50M,-,0.70,47.35%,4.82%,18.01%,2.03B,14.44,68.40%,5.55%,2.16,-18.26%,7.22,26.85,10.40%,-1.99%,4.47M,37.24%,14.82,13.09,26.82%,-8.68%,139.51,259.61,-12.45%,-,53.31,-17.41%,-3.23%,-25.28%,0.81,-,1.67,52.19%,77.75%,39.04%,5.67,-,1.67,73.33%,-6.90%,57.22,2.14%,3.07%,5962,1.13,37.16%,-3.62%,1.65,231.78,Yes / Yes,1.08,139.17%,-,0.43,197.22,3.19%,33.96%,32.09%,Sep 03 AMC,2.07M,193.97,5.70%,3.51%,-2.21%,"

","895,957",-1.65%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.75,13.77%,70.77M,-7.27%,217.60M,-,-3.56,-0.13%,61.32M,-25.73%,-194.65M,-,-0.89,100.05%,18.87%,-73.67%,40.56M,5.36,35.18%,-1.04%,7.88,-80.25%,5.38,0.57,-22.88%,-34.97%,11.57M,-88.06%,6.00,0.51,-,-42.98%,2.83,27.51,-79.80%,-,-,-50.05%,-45.92%,-88.88%,1.70,-,6.59,-20.00%,96.71%,8.13%,0.32,-,6.59,42.78%,-543.77%,37.83,6.75%,9.38%,168,0.12,-,-479.92%,2.27,9.90,Yes / Yes,0.11,32.87%,-,0.45,3.05,-,-47.48%,-,Aug 09 BMO,1.47M,3.06,-6.44%,-21.33%,-71.25%,"

","661,008",0.33%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,25.32,2.79,14.95%,309.28M,17.37%,21.86B,15.32,4.62,-0.63%,263.03M,15.79%,875.37M,16.88,1.31,59.61%,3.14%,15.21%,4.59B,4.77,-15.87%,-0.53%,2.37,1.54%,27.68,2.55,5.30%,9.01%,8.25M,4.62%,24.35,2.90,1.50%,11.27%,55.06,75.90,-1.70%,-,12.71,-,10.22%,-6.87%,-0.06,-,4.45,95.81%,74.59%,28.39%,1.92,-,4.45,508.08%,17.80%,75.97,5.06%,2.87%,7420,0.01,2.76%,19.08%,2.56,75.14,Yes / Yes,0.00,17.25%,0.00%,1.26,71.90,1.20%,14.44%,2.09%,Aug 21 AMC,3.49M,70.69,17.51%,19.61%,10.71%,"

","4,395,821",-1.68%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.07,0.59%,99.12M,7.20%,1.86B,-,-1.78,-14.53%,98.53M,2.12%,-298.33M,-,-0.76,43.01%,4.78%,4.45%,322.71M,5.76,14.08%,-2.05%,8.57,-9.81%,7.18,2.61,39.99%,-28.50%,4.71M,-17.76%,7.37,2.55,-,-36.46%,13.48,31.22,-31.36%,-,-,-16.93%,-42.02%,-39.91%,1.06,-,3.29,2095.12%,62.95%,39.17%,0.88,-,3.46,24.90%,-109.67%,58.67,4.46%,5.44%,2175,0.12,28.16%,-92.44%,1.13,50.47,Yes / Yes,0.01,34.35%,-,1.83,19.33,7.45%,-15.75%,45.95%,Aug 06 AMC,550.21K,18.76,7.32%,4.73%,-8.34%,"

","1,004,684",-2.95%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.36,8.90%,127.44M,-21.05%,383.67M,4.76,0.63,0.00%,116.52M,5.26%,-57.85M,-,0.05,17.25%,0.04%,-65.83%,1.22B,0.31,128.37%,-,0.27,-84.84%,2.73,1.10,2411.11%,-4.29%,0.05M,-,2.20,1.37,-,-9.63%,2.62,21.91,-81.61%,-,-,-,-12.58%,-86.31%,-,-,1.61,26.18%,17.21%,14.50%,0.36,-,1.80,69.95%,-3.73%,39.44,14.06%,9.98%,3476,0.26,-1.34%,-4.74%,1.00,15.90,No / Yes,0.04,88.56%,-,0.33,3.03,-2.36%,-133.33%,5.18%,Aug 22 BMO,171.44K,3.00,-3.86%,-11.64%,-74.68%,"

","56,905",-0.99%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,32.28,0.29,36.01%,76.17M,3.12%,919.89M,-,-0.19,-0.51%,63.57M,2.09%,30.22M,-,-0.10,56.25%,5.24%,-8.41%,537.45M,1.71,-146.24%,-1.82%,6.14,-24.65%,0.25,37.59,11.02%,4.65%,3.33M,-43.02%,5.27,1.76,-,855.40%,7.21,16.56,-33.38%,-,10.59,-,5.26%,-44.07%,1.20,-,7.44,17.01%,89.51%,28.43%,0.43,-,7.44,-44.78%,11.55%,57.18,3.37%,5.76%,1000,22.71,-32.11%,5.62%,2.62,9.10,Yes / Yes,22.52,-50.07%,0.00%,0.87,9.43,5.30%,190.25%,-27.44%,Aug 07 AMC,542.57K,9.26,8.88%,6.52%,-18.62%,"

","470,996",-1.80%,ZIP
